PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Dirk Nowitzki,DAL,25,80,59,21,39.0,112.2,99.3,12.9,12.9,1.57,11.3,2.6,22.1,12.5,7.2,51.3,58.1,26.9,94.18,17.9,2002
Eddy Curry,CHI,20,81,30,51,19.5,99.4,104.3,-4.9,4.1,0.27,4.2,7.7,14.9,11.4,15.7,58.5,60.7,23.4,96.41,10.0,2002
Efthimios Rentzias,PHI,27,35,23,12,4.1,92.0,97.0,-5.0,8.6,1.75,9.5,6.1,13.2,9.2,5.4,37.3,41.3,19.0,100.93,5.1,2002
Elden Campbell,SEA,34,56,28,28,15.5,98.9,95.2,3.7,11.1,1.02,11.1,5.8,15.5,10.8,10.8,39.7,48.3,22.5,89.73,9.0,2002
Erick Dampier,GSW,27,82,38,44,24.1,104.0,108.0,-4.0,4.5,0.52,7.3,11.8,14.3,13.1,14.1,49.6,54.3,15.7,95.57,8.3,2002
Ervin Johnson,MIL,35,69,36,33,17.0,103.5,103.1,0.4,3.0,0.71,11.3,10.4,15.1,12.8,16.0,45.2,49.2,7.5,90.94,4.7,2002
Etan Thomas,WAS,25,38,21,17,13.5,96.7,98.1,-1.3,1.0,0.09,1.5,13.0,18.9,15.9,16.3,49.2,55.0,17.4,92.35,9.4,2002
Evan Eschmeyer,DAL,28,17,11,6,8.0,84.1,91.5,-7.4,7.4,1.00,18.2,6.7,12.9,9.8,18.2,36.8,40.9,8.7,96.38,1.8,2002
Greg Foster,TOR,34,29,5,24,18.6,91.3,103.6,-12.3,4.3,0.43,7.3,5.3,15.2,9.8,16.8,38.9,44.5,14.0,90.48,2.3,2002
Greg Ostertag,UTA,30,81,47,34,23.8,105.2,96.5,8.7,4.2,0.53,9.6,10.8,16.7,14.0,18.1,51.8,53.1,12.5,89.49,6.8,2002
Guy Rucker,GSW,25,3,0,3,1.1,40.0,87.5,-47.5,50.0,0.00,100.0,0.0,33.3,12.5,0.0,0.0,0.0,0.0,133.95,12.5,2002
Jahidi White,WAS,27,16,6,10,14.4,105.5,109.8,-4.3,1.3,0.22,2.7,15.5,16.8,16.2,12.0,47.2,52.3,14.7,88.57,6.8,2002
Jake Tsakalidis,PHX,24,33,18,15,16.4,92.0,97.7,-5.7,3.8,0.50,6.5,8.1,14.3,11.1,13.0,45.2,50.1,15.1,94.65,5.3,2002
Jake Voskuhl,PHX,25,65,31,34,14.6,102.0,96.7,5.2,5.6,0.75,12.4,9.9,13.5,11.7,16.6,56.4,60.4,11.6,95.76,5.9,2002
Jamaal Magloire,NOH,25,82,47,35,29.8,103.5,100.4,3.0,5.8,0.56,8.6,10.7,19.6,15.1,15.4,48.0,54.1,17.2,90.98,10.1,2002
Jarron Collins,UTA,24,22,12,10,19.1,97.4,101.4,-4.0,6.0,0.74,9.5,7.9,7.1,7.5,12.8,44.2,53.0,14.0,91.70,2.9,2002
Jason Collins,NJN,24,81,48,33,23.4,102.5,94.0,8.5,7.0,1.02,14.1,7.2,12.7,9.9,13.8,41.4,52.1,12.4,93.67,5.8,2002
Jeff Foster,IND,26,77,45,32,10.4,96.6,96.0,0.6,10.1,1.50,17.6,13.5,20.7,16.9,11.7,36.0,39.4,12.8,93.47,8.5,2002
Jermaine O'Neal,IND,24,77,44,33,37.2,103.2,99.9,3.3,10.5,0.86,8.5,7.3,20.2,13.9,9.9,48.7,53.9,26.2,92.90,15.1,2002
Jerome James,SEA,27,51,25,26,15.0,96.9,95.0,1.9,6.4,0.36,7.2,10.8,17.9,14.5,19.9,47.8,50.6,21.1,90.23,6.3,2002
Jerome Williams,TOR,30,71,21,50,33.0,99.6,103.5,-3.9,6.7,0.97,11.1,9.5,18.6,13.9,11.5,50.0,52.5,14.6,91.37,10.7,2002
Joel Przybilla,MIL,23,32,17,15,17.0,105.2,104.3,0.9,3.0,0.63,13.5,9.1,19.1,14.0,21.3,39.1,42.4,6.4,92.96,3.6,2002
John Amaechi,UTA,32,50,22,28,9.5,94.3,96.0,-1.7,7.3,0.62,10.7,5.8,11.4,8.6,17.3,31.4,35.1,16.5,94.27,0.7,2002
Jumaine Jones,CLE,24,80,16,64,27.5,96.1,104.6,-8.4,8.9,1.05,11.6,4.6,13.7,9.1,11.1,51.2,52.5,16.7,95.53,9.0,2002
Kelvin Cato,HOU,28,73,37,36,17.2,97.7,97.6,0.2,2.7,0.36,5.1,10.5,23.8,17.1,14.4,52.0,53.5,13.2,91.24,10.8,2002
Ken Johnson,MIA,25,16,5,11,9.7,95.0,97.4,-2.4,0.0,0.00,0.0,2.6,16.9,10.0,13.0,40.5,40.4,13.7,93.01,3.8,2002
Keon Clark,SAC,28,80,58,22,22.2,99.9,93.8,6.1,7.0,0.85,11.7,7.8,15.5,11.9,13.7,50.1,52.8,15.0,96.01,9.4,2002
Kevin Willis,SAS,40,71,54,17,11.9,93.9,100.4,-6.6,5.1,0.40,6.3,10.2,18.1,14.1,15.8,47.9,50.6,19.0,93.81,7.7,2002
Kwame Brown,WAS,21,80,35,45,22.2,98.3,101.3,-3.0,5.7,0.53,7.6,7.6,17.4,12.5,14.3,44.6,49.6,18.6,89.94,9.1,2002
Loren Woods,MIN,25,38,24,14,9.2,97.9,99.4,-1.5,7.8,0.83,14.6,7.8,17.2,12.8,17.7,38.8,45.5,13.6,98.33,6.9,2002
Lorenzen Wright,MEM,27,70,21,49,28.3,101.1,106.2,-5.1,6.9,0.73,8.0,8.5,18.6,13.5,11.0,45.4,48.9,20.8,94.09,9.0,2002
Mamadou N'diaye,TOR,28,22,5,17,16.6,99.2,101.8,-2.6,3.1,0.33,4.8,7.3,14.5,10.7,14.5,44.8,51.4,16.2,94.75,6.4,2002
Marc Jackson,MIN,28,77,49,28,13.5,101.1,99.3,1.8,5.8,0.63,7.2,8.7,13.0,10.9,11.5,44.0,50.8,20.6,94.30,7.6,2002
Marcus Camby,DEN,29,29,6,23,21.2,90.0,101.1,-11.1,13.8,1.74,14.6,10.8,22.4,16.1,8.4,41.4,44.4,19.0,95.08,12.7,2002
Mark Blount,BOS,27,81,25,56,17.4,88.4,99.4,-11.1,7.4,0.54,9.9,7.6,14.7,11.0,18.2,43.2,49.1,16.2,92.58,6.7,2002
Mehmet Okur,DET,24,72,43,29,19.0,101.6,96.7,4.9,9.4,1.08,11.5,8.8,17.0,12.8,10.7,47.0,51.4,18.5,88.89,9.9,2002
Mengke Bateer,SAS,27,12,8,4,3.9,82.0,106.1,-24.1,16.7,0.67,14.3,5.3,14.0,10.5,21.4,26.5,25.2,22.9,101.30,-8.8,2002
Michael Doleac,NYK,26,75,36,39,13.9,100.0,103.3,-3.3,6.8,0.86,9.2,6.6,15.5,11.1,10.7,42.6,45.1,18.3,93.43,5.2,2002
Michael Olowokandi,LAC,28,36,13,23,38.0,95.5,100.6,-5.1,6.4,0.48,7.4,4.2,19.1,11.9,15.5,42.7,45.7,19.3,93.53,8.7,2002
Michael Stewart,CLE,28,47,10,37,5.3,81.7,92.4,-10.7,4.4,0.60,10.2,6.9,13.4,10.1,16.9,37.8,42.6,9.1,98.61,2.8,2002
Mikki Moore,ATL,27,8,4,4,5.3,93.0,113.1,-20.1,13.6,1.50,13.0,13.3,4.1,8.5,8.7,38.5,51.7,20.0,95.70,6.7,2002
Nate Huffman,TOR,28,7,1,6,11.2,109.4,110.1,-0.7,10.0,1.67,13.5,11.4,22.2,16.2,8.1,36.0,40.3,17.2,97.40,5.1,2002
Nazr Mohammed,ATL,25,35,12,23,12.9,91.5,102.4,-10.9,2.4,0.24,2.9,9.9,17.9,13.8,12.0,42.1,45.2,19.7,94.00,6.6,2002
Nene,DEN,20,80,17,63,28.2,92.8,98.4,-5.6,11.9,0.82,13.5,9.4,13.9,11.6,16.4,51.9,54.5,19.0,92.27,10.2,2002
Olumide Oyedeji,ORL,22,27,14,13,5.3,90.0,98.3,-8.3,6.2,1.00,13.5,6.5,26.3,16.4,13.5,43.5,48.5,9.6,94.70,7.7,2002
Othella Harrington,NYK,29,74,32,42,24.9,103.2,102.8,0.5,5.3,0.69,9.4,9.1,18.3,13.5,13.7,50.8,56.3,14.8,92.43,8.1,2002
Pat Burke,ORL,29,62,30,32,12.7,88.4,100.6,-12.2,5.6,0.49,5.9,6.5,11.9,9.0,12.0,38.3,41.5,20.2,96.89,4.2,2002
Predrag Drobnjak,SEA,27,82,40,42,24.2,103.6,104.8,-1.2,7.4,1.32,8.7,5.5,11.7,8.4,6.6,43.1,45.9,20.9,89.88,7.1,2002
Raef LaFrentz,DAL,27,69,48,21,23.3,109.9,101.8,8.1,5.0,1.17,8.3,7.7,12.7,10.2,7.1,56.3,57.8,16.5,94.76,8.0,2002
Rasheed Wallace,POR,28,74,44,30,36.3,104.8,99.3,5.5,10.1,1.09,10.1,4.5,16.8,10.8,9.3,52.1,55.2,23.1,90.92,12.5,2002
Rasho Nesterovic,MIN,27,77,47,30,30.4,104.3,101.3,3.1,7.4,1.15,11.2,6.5,15.0,10.8,9.7,52.5,53.6,17.4,93.30,9.2,2002
Robert Traylor,NOH,26,69,41,28,12.3,97.4,94.7,2.7,9.6,0.94,13.1,11.9,19.1,15.3,13.9,44.5,48.6,16.7,93.60,9.3,2002
Ruben Boumtje-Boumtje,POR,25,2,1,1,2.3,100.0,81.8,18.2,33.3,0.00,50.0,25.0,0.0,9.1,0.0,0.0,0.0,8.3,112.74,7.7,2002
Scot Pollard,SAC,28,23,18,5,14.1,104.5,89.6,14.9,2.8,0.40,4.8,13.6,16.1,15.0,11.9,46.0,49.7,15.5,96.54,9.1,2002
Scott Williams,PHX,35,69,36,33,12.7,98.1,101.7,-3.6,4.1,0.69,6.0,7.9,14.6,11.1,8.7,41.1,44.0,17.5,93.80,4.3,2002
Sean Marks,MIA,27,23,4,19,9.7,93.0,95.1,-2.1,2.3,0.21,3.6,3.7,13.0,8.2,16.9,37.3,41.2,16.3,91.77,0.5,2002
Sean Rooks,LAC,33,70,21,49,19.2,96.0,107.3,-11.3,8.5,1.05,15.1,3.9,12.5,8.1,14.4,42.1,46.0,13.0,93.02,4.5,2002
Shaquille O'Neal,LAL,31,67,45,22,37.8,110.4,103.5,6.9,15.0,1.05,10.7,10.7,19.0,14.9,10.2,57.4,60.2,30.0,94.42,18.0,2002
Shawn Bradley,DAL,31,81,59,22,21.3,106.2,96.6,9.7,4.7,0.81,9.4,8.8,18.4,13.7,11.7,53.6,60.1,13.5,94.15,11.0,2002
Soumaila Samake,LAL,25,13,4,9,5.9,90.3,99.4,-9.0,8.7,2.00,12.9,11.9,17.8,14.6,6.5,41.7,44.2,14.6,97.26,8.2,2002
Steven Hunter,ORL,21,33,17,16,13.6,99.8,97.5,2.3,2.2,0.40,4.2,8.4,11.1,9.8,10.4,54.4,53.1,13.5,95.05,7.1,2002
Stromile Swift,MEM,23,67,26,41,22.0,99.4,102.5,-3.1,5.1,0.45,6.0,8.0,17.7,13.0,13.3,48.1,54.2,21.0,95.18,11.2,2002
Theo Ratliff,ATL,30,81,34,47,31.2,99.9,101.5,-1.6,4.7,0.53,8.0,6.7,17.2,12.3,15.1,46.4,51.2,15.2,93.04,8.7,2002
Tim Duncan,SAS,27,81,60,21,39.3,105.6,96.4,9.2,19.1,1.27,14.1,8.9,23.8,16.8,11.1,51.5,56.4,27.6,91.40,20.6,2002
Todd MacCulloch,PHI,27,42,22,20,19.3,97.2,99.6,-2.4,4.0,0.57,6.1,8.3,16.7,12.4,10.6,51.7,54.8,17.1,93.71,9.0,2002
Tony Battie,BOS,27,67,34,33,25.1,101.4,96.1,5.3,4.9,1.02,9.4,8.7,16.8,12.8,9.2,54.1,57.8,12.9,92.44,10.1,2002
Tony Massenburg,UTA,35,58,35,23,13.6,96.9,102.9,-6.0,3.7,0.34,5.0,8.3,13.4,10.9,14.8,44.8,50.8,18.3,93.25,4.2,2002
Travis Knight,NYK,28,32,14,18,9.0,94.3,95.9,-1.6,8.0,1.40,14.9,6.1,15.8,10.8,10.6,38.5,42.4,12.3,94.13,5.3,2002
Tyson Chandler,CHI,20,75,28,47,24.3,97.3,105.4,-8.1,6.8,0.56,9.2,9.3,18.1,13.8,16.4,53.1,56.5,18.1,95.23,9.9,2002
Vitaly Potapenko,SEA,28,26,8,18,15.4,94.2,101.2,-7.0,1.7,0.16,2.9,6.4,17.6,11.8,18.4,44.1,49.2,15.3,90.23,5.8,2002
Vlade Divac,SAC,35,80,59,21,29.8,106.3,96.4,10.0,16.0,1.80,22.9,6.8,16.0,11.6,12.7,47.0,51.9,17.1,97.12,10.3,2002
Vladimir Stepania,MIA,27,79,24,55,20.2,91.5,96.6,-5.1,3.0,0.35,4.1,12.6,22.1,17.1,11.9,43.3,45.4,16.1,87.71,11.3,2002
Wang Zhi-zhi,LAC,25,41,13,28,10.0,103.6,105.2,-1.6,4.1,0.32,4.4,6.6,13.0,9.8,13.5,43.2,48.5,23.5,94.42,6.1,2002
Yao Ming,HOU,22,82,43,39,29.0,104.0,101.1,2.8,10.4,0.79,10.7,8.8,19.9,14.5,13.5,49.9,57.0,22.0,91.34,14.1,2002
Zeljko Rebraca,DET,31,30,20,10,16.3,98.3,94.6,3.7,3.6,0.31,4.4,6.7,13.9,10.6,14.1,55.2,59.6,19.3,88.83,9.2,2002
Zendon Hamilton,TOR,28,3,2,1,3.7,86.4,77.3,9.1,0.0,0.00,0.0,6.3,30.0,15.4,14.3,40.0,51.0,25.0,94.82,17.6,2002
Zydrunas Ilgauskas,CLE,28,81,17,64,30.0,95.8,103.8,-8.0,10.1,0.60,7.5,9.7,15.3,12.4,12.4,44.1,51.6,27.8,95.63,11.6,2002
Aaron Williams,NJN,30,82,52,30,18.9,99.7,95.1,4.7,8.4,0.97,11.3,7.7,14.2,11.1,11.6,52.6,56.8,17.7,92.88,10.2,2001
Adonal Foyle,GSW,27,79,19,60,18.8,96.6,103.4,-6.8,4.4,0.54,7.6,9.1,15.3,12.1,14.0,44.4,44.5,14.3,95.56,6.9,2001
Alan Henderson,ATL,29,26,14,12,16.3,98.4,95.6,2.8,4.3,0.52,6.5,7.6,15.1,11.4,12.5,51.3,52.7,16.7,94.38,9.0,2001
Alonzo Mourning,MIA,32,75,34,41,32.7,98.5,96.5,2.0,6.7,0.48,6.5,8.0,18.5,13.4,13.7,51.7,55.8,24.0,89.29,13.2,2001
Alvin Jones,PHI,23,23,17,6,5.4,96.0,100.4,-4.4,3.6,0.27,6.8,11.2,20.7,15.9,25.0,40.0,45.1,13.8,96.71,-0.6,2001
Amal McCaskill,SAS,28,27,22,5,5.7,84.2,102.2,-18.0,5.1,0.29,5.1,9.9,11.8,10.9,17.7,40.8,43.0,20.7,99.46,3.3,2001
Andrew DeClercq,ORL,29,61,31,30,10.4,98.3,98.5,-0.2,5.5,0.65,9.6,11.1,14.6,12.8,14.9,45.0,47.4,14.0,95.54,4.2,2001
Antonio Davis,TOR,33,77,41,36,38.7,101.4,101.1,0.3,8.7,0.97,10.8,8.4,16.7,12.5,11.1,42.6,49.7,19.5,90.03,11.0,2001
Art Long,SEA,29,63,37,26,15.7,102.9,102.8,0.1,6.3,0.65,10.6,11.4,15.4,13.4,16.2,49.2,50.6,16.1,90.96,4.8,2001
Ben Wallace,DET,27,80,49,31,36.5,102.4,99.4,3.0,6.2,1.64,14.9,11.5,25.7,18.7,9.1,53.1,52.2,10.4,91.19,14.2,2001
Brad Miller,IND,26,76,28,48,29.8,98.7,102.5,-3.9,12.4,1.32,13.1,11.1,17.0,14.0,9.9,50.1,57.2,20.2,91.43,14.0,2001
Brendan Haywood,WAS,22,62,32,30,20.4,96.9,98.9,-2.0,3.8,0.58,7.8,11.1,13.7,12.4,13.5,49.3,54.0,12.4,89.08,7.9,2001
Brian Skinner,CLE,26,65,21,44,17.0,100.5,101.5,-1.1,2.4,0.40,6.7,8.9,16.7,12.9,16.5,54.3,56.9,9.8,92.07,7.3,2001
Bruno Sundov,IND,22,22,11,11,3.9,91.4,89.8,1.6,5.8,0.75,6.3,7.4,16.5,11.7,8.3,40.0,39.1,21.4,105.07,4.0,2001
Calvin Booth,SEA,26,15,6,9,18.5,103.6,111.8,-8.2,9.2,1.00,12.8,7.1,12.2,9.6,12.8,42.7,50.2,17.7,91.07,5.7,2001
Carlos Rogers,IND,31,22,9,13,7.7,101.2,105.7,-4.4,3.0,0.60,5.1,8.6,14.0,11.4,8.5,57.0,57.4,15.6,93.13,8.8,2001
Cherokee Parks,SAS,29,42,30,12,5.5,91.0,106.4,-15.5,7.0,0.71,9.1,9.6,15.2,12.2,12.7,36.1,36.4,17.5,99.83,3.2,2001
Chris Andersen,DEN,23,24,9,15,10.9,104.1,96.7,7.4,3.9,0.54,6.6,13.2,13.7,13.5,12.3,33.8,41.7,16.1,94.93,6.8,2001
Chris Dudley,POR,37,43,27,16,7.6,101.3,98.7,2.6,5.8,0.93,15.5,8.1,16.7,12.3,16.7,40.0,42.4,9.4,91.98,4.2,2001
Chris Mihm,CLE,22,74,26,48,22.4,97.4,104.1,-6.7,2.5,0.25,3.3,8.2,15.8,12.0,13.3,42.3,47.0,19.5,92.03,4.8,2001
Christian Laettner,WAS,32,57,21,36,25.3,99.9,104.5,-4.6,16.6,1.78,24.0,5.3,16.5,10.9,13.5,46.7,51.1,15.1,91.25,10.2,2001
Clifford Robinson,DET,35,80,49,31,35.7,102.6,100.4,2.2,12.5,1.34,13.3,2.9,11.1,7.1,10.0,47.8,50.3,21.3,92.17,8.6,2001
Corie Blount,PHI,33,72,39,33,19.9,94.6,98.6,-3.9,5.1,0.85,12.0,10.3,16.0,13.0,14.2,45.8,47.8,10.0,92.39,6.8,2001
Dale Davis,POR,33,78,46,32,31.4,106.3,100.7,5.6,6.0,1.55,11.5,11.0,18.1,14.5,7.4,51.0,55.1,13.7,90.48,10.8,2001
Dalibor Bagaric,CHI,21,50,13,37,12.7,95.9,105.7,-9.7,5.9,0.50,8.3,8.7,17.7,13.1,16.6,40.4,44.3,18.4,93.79,3.9,2001
Daniel Santiago,PHX,26,3,0,3,8.1,75.0,87.5,-12.5,20.0,1.00,16.7,0.0,26.9,12.1,16.7,50.0,50.0,18.5,94.75,12.5,2001
Danny Manning,DAL,36,41,28,13,13.5,101.7,104.3,-2.6,8.4,1.20,13.7,4.6,14.1,9.5,11.4,48.0,50.5,15.3,95.71,6.9,2001
David Robinson,SAS,36,78,55,23,29.6,106.1,96.2,9.9,6.8,0.90,9.0,9.0,19.6,14.6,9.9,50.7,56.2,19.3,91.03,14.0,2001
DeSagana Diop,CLE,20,18,8,10,6.1,98.6,100.9,-2.3,6.9,0.42,10.6,5.0,10.4,7.9,25.5,41.4,40.1,17.3,96.44,-0.4,2001
Dean Garrett,GSW,35,34,24,10,5.3,102.4,100.3,2.1,3.8,0.50,7.0,7.4,19.4,13.3,14.1,32.7,32.0,14.7,101.08,3.2,2001
Dikembe Mutombo,PHI,36,80,43,37,36.3,100.6,95.5,5.1,4.8,0.53,7.9,9.2,20.7,15.2,14.9,50.1,57.4,15.2,89.66,12.4,2001
Dirk Nowitzki,DAL,24,76,53,23,38.0,112.8,105.9,6.9,10.5,1.28,10.3,4.3,21.9,13.3,8.0,53.2,59.9,25.0,95.01,15.9,2001
Don Reid,ORL,28,68,37,31,10.5,94.1,95.8,-1.6,6.1,0.50,9.1,8.5,14.8,11.6,18.1,47.4,50.9,16.1,99.91,3.7,2001
Eddy Curry,CHI,19,72,20,52,16.0,95.4,106.0,-10.6,3.9,0.36,4.6,10.1,14.3,12.2,12.7,50.1,54.0,20.4,93.72,7.5,2001
Elden Campbell,CHH,33,77,41,36,28.0,103.6,102.8,0.8,8.4,0.74,8.4,6.2,18.8,12.5,11.4,48.4,55.8,23.4,90.71,12.6,2001
Eric Montross,TOR,30,49,26,23,13.4,92.7,102.2,-9.4,3.9,0.64,8.5,5.4,16.9,10.9,13.3,40.2,39.8,11.9,90.46,3.2,2001
Erick Dampier,GSW,26,73,19,54,23.8,100.4,107.2,-6.7,7.8,0.56,10.7,9.1,12.4,10.7,19.2,43.5,48.4,17.5,96.08,5.4,2001
Ernest Brown,MIA,23,3,0,3,7.1,57.1,112.2,-55.1,0.0,0.00,0.0,4.2,27.8,14.3,27.3,16.7,19.3,22.4,92.95,-11.7,2001
Ervin Johnson,MIL,34,81,41,40,20.5,102.3,102.8,-0.5,2.4,0.52,9.0,9.2,19.4,14.5,17.3,46.1,46.8,7.7,90.45,5.7,2001
Etan Thomas,WAS,24,47,20,27,13.2,100.4,99.1,1.3,1.5,0.23,2.8,8.9,20.6,14.8,12.1,53.6,55.3,15.0,91.94,10.4,2001
Evan Eschmeyer,DAL,27,31,22,9,9.6,101.7,99.3,2.3,4.3,0.56,9.9,11.3,19.8,15.6,17.6,42.0,48.0,11.8,95.88,4.8,2001
Felton Spencer,NYK,34,32,10,22,7.8,93.8,95.7,-1.9,1.9,0.25,5.3,6.5,13.4,10.0,21.1,23.1,35.8,9.9,93.61,-5.5,2001
Greg Foster,MIL,33,6,2,4,4.2,85.5,101.8,-16.3,8.3,0.00,8.3,0.0,32.0,16.3,0.0,22.2,32.5,18.6,107.45,4.5,2001
Greg Ostertag,UTA,29,74,39,35,15.0,103.9,100.7,3.2,6.8,0.98,13.9,12.3,17.2,14.8,14.1,45.3,47.4,12.4,90.74,7.1,2001
Hakeem Olajuwon,TOR,39,61,33,28,22.5,100.7,99.5,1.2,7.6,0.67,10.7,7.0,19.7,13.3,15.8,46.4,47.8,18.2,90.95,10.1,2001
Hanno Mottola,ATL,25,82,33,49,16.7,99.7,105.0,-5.3,6.0,0.71,9.3,6.1,14.4,10.2,13.0,44.1,47.4,15.9,94.59,5.0,2001
Ike Austin,MEM,32,21,5,16,14.6,88.5,103.9,-15.4,7.2,1.18,11.0,3.5,20.0,11.6,9.3,39.1,40.5,15.2,97.42,5.9,2001
Jabari Smith,PHI,25,23,17,6,7.9,96.7,93.7,3.1,9.5,2.20,11.7,4.3,9.4,7.0,5.3,41.3,47.4,18.3,105.33,5.8,2001
Jahidi White,WAS,26,71,33,38,19.0,102.8,106.2,-3.4,1.9,0.26,4.0,12.0,22.8,17.3,15.2,53.8,55.2,14.0,89.94,8.9,2001
Jake Tsakalidis,PHX,23,67,29,38,23.6,100.3,98.7,1.7,2.2,0.29,4.0,8.1,15.3,11.7,13.7,47.5,52.2,15.4,93.44,6.6,2001
Jake Voskuhl,PHX,24,59,27,32,15.3,98.0,102.7,-4.7,3.1,0.38,5.8,11.3,16.7,13.9,15.5,55.4,61.4,14.3,92.78,8.3,2001
Jamaal Magloire,CHH,24,82,44,38,18.9,101.3,96.4,4.9,3.5,0.26,4.3,10.0,19.3,14.7,16.5,55.0,62.3,19.6,92.87,13.1,2001
Jarron Collins,UTA,23,70,40,30,20.6,101.6,99.2,2.3,6.5,1.04,10.7,10.0,12.4,11.1,10.4,46.1,53.2,15.0,92.07,5.9,2001
Jason Collins,NJN,23,77,47,30,18.2,97.5,93.6,4.0,9.4,1.13,16.0,9.3,12.3,10.8,14.2,42.3,50.0,13.6,92.21,7.0,2001
Jeff Foster,IND,25,82,42,40,21.8,99.7,100.1,-0.4,6.2,0.89,11.1,11.6,19.1,15.4,12.6,45.2,49.3,13.9,94.33,8.8,2001
Jermaine O'Neal,IND,23,72,40,32,37.6,103.1,101.3,1.8,7.9,0.68,7.3,7.3,20.0,13.9,10.8,48.0,52.1,24.9,93.25,12.8,2001
Jerome James,SEA,26,56,30,26,17.0,108.3,97.6,10.7,3.6,0.32,6.0,10.3,14.7,12.6,18.5,49.1,49.8,18.2,90.91,5.1,2001
Jerome Williams,TOR,29,68,37,31,24.1,100.3,97.7,2.6,7.4,1.10,12.0,9.9,14.2,12.0,10.9,49.0,54.2,14.9,90.84,10.5,2001
Joel Przybilla,MIL,22,71,33,38,15.9,101.3,102.9,-1.5,2.6,0.49,8.6,7.2,17.4,12.5,17.6,53.5,52.3,9.1,93.63,4.4,2001
John Amaechi,UTA,31,54,28,26,10.9,92.4,103.8,-11.5,9.1,0.53,9.7,8.9,10.6,9.7,18.5,32.5,41.2,20.0,94.19,1.8,2001
Kelvin Cato,HOU,27,75,26,49,25.6,103.0,106.9,-3.9,2.4,0.55,5.8,9.4,18.9,14.1,10.7,58.3,59.9,11.2,90.10,9.1,2001
Keon Clark,TOR,27,81,41,40,27.0,101.1,102.0,-0.8,7.1,0.63,8.0,8.4,20.2,14.2,12.7,49.0,52.2,21.1,90.53,11.5,2001
Kevin Willis,HOU,39,52,16,36,16.7,96.4,103.1,-6.7,3.1,0.34,3.7,11.5,23.4,17.1,10.8,44.0,48.9,19.0,89.81,11.1,2001
Kwame Brown,WAS,20,57,26,31,14.3,97.2,102.1,-4.9,9.0,1.00,11.5,7.7,17.2,12.3,11.5,38.7,45.0,18.0,93.11,7.1,2001
Loren Woods,MIN,24,60,41,19,8.6,98.7,102.4,-3.7,6.3,0.61,12.2,8.4,14.7,11.5,19.9,34.4,44.9,13.4,94.10,5.5,2001
Lorenzen Wright,MEM,26,43,10,33,29.1,96.6,103.0,-6.4,6.3,0.61,6.7,10.0,23.2,16.3,11.0,45.9,47.8,21.7,92.68,10.6,2001
Mamadou N'diaye,TOR,27,5,1,4,9.4,82.2,90.8,-8.6,0.0,0.00,0.0,10.0,10.4,10.2,6.3,60.0,69.4,14.4,90.83,15.2,2001
Marc Jackson,MIN,27,39,15,24,12.8,98.8,101.2,-2.5,5.0,0.47,5.7,9.3,16.0,12.6,12.3,36.6,46.7,20.0,93.91,6.8,2001
Marcus Camby,NYK,28,29,11,18,34.8,100.0,104.3,-4.3,5.5,0.79,8.1,9.2,23.8,16.5,10.3,44.8,48.3,17.1,92.27,10.8,2001
Mark Blount,BOS,26,44,27,17,9.4,95.2,100.6,-5.4,3.9,0.43,7.9,5.9,14.8,10.1,18.3,42.1,50.9,12.2,96.05,5.0,2001
Mark Pope,MIL,29,45,25,20,9.5,98.7,103.8,-5.1,6.0,1.13,12.8,4.8,12.1,8.5,11.3,41.8,43.4,12.3,96.56,3.9,2001
Matt Geiger,PHI,32,4,0,4,8.8,70.8,109.1,-38.3,0.0,0.00,0.0,7.5,8.6,8.0,18.2,12.5,16.9,14.5,89.36,-4.3,2001
Mengke Bateer,DEN,26,27,9,18,15.1,93.1,98.3,-5.1,9.6,0.69,11.1,7.6,17.2,12.1,16.1,41.7,46.9,19.3,93.56,3.4,2001
Michael Doleac,CLE,25,42,14,28,16.9,100.6,108.5,-7.9,5.6,0.68,9.2,6.9,18.1,12.5,13.7,41.7,46.8,15.7,92.80,5.5,2001
Michael Olowokandi,LAC,27,80,37,43,32.1,102.3,104.0,-1.7,5.9,0.51,7.3,6.5,21.4,13.9,14.2,43.3,45.7,20.1,90.76,9.2,2001
Michael Ruffin,PHI,25,15,5,10,11.2,85.6,97.0,-11.4,4.8,0.45,10.9,12.8,16.2,14.4,23.9,26.9,27.1,10.5,94.16,2.3,2001
Michael Stewart,TOR,27,11,2,9,8.3,88.8,87.6,1.2,6.8,0.75,8.6,12.5,15.9,14.0,11.4,34.8,39.5,15.8,89.34,1.7,2001
Mikki Moore,DET,26,30,15,15,7.1,100.9,98.2,2.8,8.7,0.86,12.1,11.4,15.1,13.3,14.1,48.4,54.5,17.8,97.70,8.3,2001
Nazr Mohammed,ATL,24,82,33,49,26.5,98.8,105.6,-6.8,2.6,0.28,3.4,11.4,19.4,15.4,12.2,46.1,49.0,19.2,94.04,8.4,2001
Obinna Ekezie,LAC,26,29,13,16,5.1,99.0,94.9,4.1,3.2,0.30,4.1,7.6,13.9,10.8,13.7,33.3,47.7,20.1,95.50,6.1,2001
