PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Mason Plumlee,BKN,25,82,38,44,21.3,102.0,106.6,-4.6,6.9,0.70,9.1,10.3,19.8,15.1,13.1,57.3,57.0,19.2,93.76,10.4,2014
Matt Bonner,SAS,35,72,49,23,13.0,103.9,102.4,1.5,7.4,4.27,15.5,3.1,9.3,6.2,3.6,50.9,53.6,12.3,95.57,6.3,2014
Meyers Leonard,POR,23,55,32,23,15.4,99.9,99.3,0.6,6.3,0.82,9.8,5.5,22.0,14.1,11.9,60.6,63.1,15.7,96.27,11.6,2014
Mike Muscala,ATL,23,40,26,14,12.6,103.6,98.8,4.8,8.0,1.19,12.0,10.6,12.9,11.8,10.1,57.9,60.8,16.0,95.30,11.0,2014
Miles Plumlee,MIL,26,73,34,39,16.4,105.5,104.8,0.6,4.1,0.67,9.4,9.6,17.7,13.7,14.2,53.5,53.6,12.0,96.78,8.4,2014
Miroslav Raduljica,MIN,27,5,0,5,4.6,104.3,104.1,0.3,0.0,0.00,0.0,8.7,16.7,12.2,18.2,37.5,45.0,21.6,100.22,-2.4,2014
Nazr Mohammed,CHI,37,23,13,10,5.6,100.0,95.7,4.3,3.8,0.43,7.3,8.7,20.9,14.8,17.1,43.3,43.1,13.1,96.15,6.4,2014
Nene,WAS,32,67,37,30,25.3,103.7,99.0,4.7,11.7,0.99,13.2,5.3,15.3,10.5,13.3,51.2,53.4,21.5,95.51,9.7,2014
Nerlens Noel,PHI,21,75,18,57,30.8,91.8,100.9,-9.1,9.9,0.88,12.4,7.4,18.4,12.7,14.2,46.2,49.3,17.0,96.94,10.8,2014
Nikola Pekovic,MIN,29,31,9,22,26.3,101.7,106.1,-4.4,5.7,0.64,5.9,10.4,18.1,14.1,9.2,42.4,50.2,22.4,95.23,11.2,2014
Nikola Vucevic,ORL,24,74,21,53,34.2,101.3,107.5,-6.1,10.6,0.99,9.2,9.5,23.6,16.4,9.3,52.4,54.8,25.4,95.50,14.6,2014
Ognjen Kuzmic,GSW,25,16,13,3,4.5,78.6,107.2,-28.6,15.4,1.20,24.0,10.9,11.5,11.3,20.0,66.7,72.7,10.9,104.38,8.5,2014
Omer Asik,NOP,28,76,43,33,26.1,104.8,103.8,1.0,5.4,0.76,10.6,12.3,26.0,19.1,14.0,51.7,54.5,13.8,92.41,10.9,2014
Pau Gasol,CHI,34,78,48,30,34.4,106.1,102.9,3.2,14.2,1.33,12.4,8.0,23.7,16.1,9.4,50.0,55.0,24.2,95.10,16.9,2014
Pero Antic,ATL,32,63,46,17,16.5,106.2,98.3,7.9,7.2,1.00,11.0,5.6,12.7,9.2,11.0,45.3,50.8,16.7,98.11,5.3,2014
Reggie Evans,SAC,35,47,16,31,16.3,103.4,106.9,-3.5,6.5,0.71,12.3,12.4,27.0,19.5,17.3,42.3,49.0,12.8,93.85,9.6,2014
Robert Sacre,LAL,26,67,19,48,16.9,100.2,103.0,-2.8,7.6,1.53,12.6,7.4,12.7,9.9,8.2,41.2,44.9,14.9,95.66,6.2,2014
Robin Lopez,POR,27,59,38,21,27.8,107.6,103.2,4.3,5.0,0.75,8.9,11.6,11.5,11.6,11.8,53.5,57.4,15.3,94.94,8.9,2014
Ronny Turiaf,MIN,32,2,0,2,9.7,95.2,111.6,-16.4,16.7,0.00,100.0,0.0,7.1,3.1,0.0,0.0,0.0,0.0,105.34,4.2,2014
Roy Hibbert,IND,28,76,34,42,25.3,101.2,102.4,-1.1,7.6,0.79,8.4,8.2,19.3,13.9,10.7,44.6,50.1,21.6,92.91,10.8,2014
Rudy Gobert,UTA,23,82,38,44,26.3,99.9,99.4,0.5,8.7,0.98,14.1,12.3,23.2,17.8,14.4,60.4,62.7,13.8,92.28,16.0,2014
Ryan Hollins,SAC,30,46,13,33,9.6,97.7,103.0,-5.3,4.8,0.56,9.5,8.5,13.7,11.3,17.0,64.6,64.8,13.1,98.05,7.3,2014
Samuel Dalembert,NYK,35,32,5,27,17.0,92.4,108.3,-15.8,8.8,0.74,14.0,10.1,21.8,15.9,18.8,43.8,46.1,14.9,92.59,8.7,2014
Shayne Whittington,IND,24,20,9,11,5.4,109.8,102.8,7.0,9.4,1.20,9.4,9.4,17.8,13.6,7.8,46.4,54.7,24.3,95.19,10.6,2014
Sim Bhullar,SAC,22,3,1,2,0.9,100.0,100.0,0.0,50.0,0.00,33.3,0.0,33.3,20.0,0.0,50.0,50.0,28.6,116.20,30.4,2014
Spencer Hawes,LAC,27,73,52,21,17.5,101.3,104.4,-3.1,11.0,1.44,14.8,2.4,17.3,10.0,10.2,45.9,47.8,18.1,96.54,6.8,2014
Steven Adams,OKC,21,70,37,33,25.3,105.3,103.5,1.8,5.6,0.67,10.1,10.7,17.9,14.2,15.2,54.4,54.9,14.2,95.86,8.3,2014
Tarik Black,LAL,23,63,25,38,19.0,101.5,105.3,-3.8,5.9,0.88,10.1,11.4,20.1,15.5,11.5,57.5,58.3,13.8,93.91,9.3,2014
Tiago Splitter,SAS,30,52,34,18,19.8,109.6,97.7,11.9,11.0,1.30,15.8,9.2,15.5,12.4,12.1,55.8,60.1,18.1,95.88,11.5,2014
Timofey Mozgov,CLE,28,81,49,32,25.3,110.3,103.6,6.7,4.0,0.47,6.6,10.0,18.6,14.3,13.9,55.7,59.4,16.6,95.48,9.8,2014
Tristan Thompson,CLE,24,82,53,29,26.8,110.5,104.5,5.9,2.8,0.47,5.4,12.4,17.4,14.9,11.4,54.7,58.0,13.9,93.41,9.7,2014
Tyler Hansbrough,TOR,29,74,45,29,14.3,112.6,102.3,10.3,2.9,1.05,7.9,10.6,15.9,13.2,7.5,52.4,59.7,10.4,93.74,7.4,2014
Tyler Zeller,BOS,25,82,40,42,21.1,100.3,102.3,-2.0,10.6,1.49,12.7,8.1,17.8,13.0,8.5,54.9,59.4,19.5,98.01,12.7,2014
Tyson Chandler,DAL,32,75,47,28,30.5,107.3,102.6,4.7,5.3,0.80,11.3,12.9,24.4,18.8,14.2,66.6,69.7,12.6,97.10,14.1,2014
Zaza Pachulia,MIL,31,73,34,39,23.7,104.8,97.3,7.5,15.5,1.34,19.5,11.8,18.3,15.0,14.6,45.4,50.6,18.6,95.64,11.2,2014
Aaron Gray,SAC,29,37,12,25,9.6,97.6,108.7,-11.1,9.2,0.71,17.7,11.3,19.9,15.4,25.0,44.3,46.6,12.2,97.52,4.4,2013
Al Horford,ATL,28,29,16,13,33.0,104.3,101.1,3.1,13.9,1.19,12.7,7.2,18.9,13.1,10.7,57.1,58.8,24.4,96.88,15.3,2013
Al Jefferson,CHA,29,73,38,35,35.0,103.6,103.1,0.5,12.2,1.25,8.7,6.3,24.7,15.6,7.0,51.0,53.2,29.3,93.39,17.0,2013
Alex Len,PHX,21,42,24,18,8.6,98.2,106.4,-8.2,1.7,0.15,3.3,10.6,17.1,13.8,21.5,42.3,46.9,13.4,100.10,2.7,2013
Alexis Ajinca,NOP,26,56,22,34,17.0,102.9,107.7,-4.8,6.7,0.63,10.5,10.6,20.1,15.4,16.5,54.6,58.9,16.3,93.64,8.4,2013
Amar'e Stoudemire,NYK,31,65,26,39,22.6,103.6,109.8,-6.2,4.4,0.37,4.4,8.0,15.5,11.7,11.8,55.7,59.6,23.6,90.67,12.0,2013
Anderson Varejao,CLE,31,65,25,40,27.7,104.9,103.2,1.7,12.2,1.94,19.1,10.0,25.3,17.4,9.8,49.5,52.7,14.5,93.52,13.1,2013
Andray Blatche,BKN,27,73,40,33,22.2,106.2,105.6,0.6,12.6,1.02,11.3,7.9,17.6,12.7,11.1,48.7,53.2,24.8,94.29,12.4,2013
Andre Drummond,DET,20,81,29,52,32.3,105.2,109.4,-4.2,2.1,0.32,3.3,15.7,25.3,20.2,10.3,62.3,59.9,16.6,95.57,13.5,2013
Andrea Bargnani,NYK,28,42,15,27,29.9,101.6,107.7,-6.1,6.3,0.78,6.9,5.3,13.7,9.2,8.9,47.2,51.0,22.0,91.49,8.9,2013
Andrew Bogut,GSW,29,67,40,27,26.4,108.3,99.3,9.0,8.7,1.15,18.3,10.7,26.4,18.9,15.8,62.7,61.0,12.3,98.01,12.3,2013
Andrew Bynum,IND,26,26,11,15,19.8,95.6,108.3,-12.7,9.9,0.85,9.4,9.5,17.4,13.3,11.0,41.8,45.6,23.7,95.11,10.2,2013
Andris Biedrins,UTA,28,6,0,6,7.4,92.5,94.4,-1.9,0.0,0.00,0.0,4.1,31.9,17.7,33.3,100,41.2,5.6,97.97,4.7,2013
Anthony Davis,NOP,21,67,29,38,35.2,106.6,108.7,-2.1,7.8,0.96,7.4,9.1,20.8,15.0,7.7,52.0,58.2,25.0,93.84,16.4,2013
Arinze Onuaku,CLE,26,5,2,3,6.0,101.6,118.6,-17.1,13.0,3.00,30.0,8.3,26.1,17.0,10.0,20.0,25.5,9.6,97.11,3.7,2013
Aron Baynes,SAS,27,53,41,12,9.3,106.0,102.7,3.3,10.3,0.94,14.0,11.9,18.6,15.2,14.9,43.6,46.7,18.4,98.38,6.1,2013
Bernard James,DAL,29,30,17,13,4.9,98.4,99.7,-1.3,2.9,0.30,7.7,10.5,17.8,14.2,25.6,47.8,50.3,10.6,101.59,4.2,2013
Bismack Biyombo,CHA,21,77,42,35,13.9,98.9,100.9,-1.9,1.2,0.20,3.4,9.4,23.5,16.5,17.2,61.1,60.6,9.4,93.36,9.9,2013
Brook Lopez,BKN,26,17,7,10,31.4,102.9,105.1,-2.2,5.9,0.57,4.9,7.8,11.3,9.6,8.6,56.3,62.9,26.5,93.23,15.3,2013
Byron Mullens,PHI,25,45,16,29,9.2,95.7,112.2,-16.4,6.0,0.52,6.5,5.4,17.2,10.9,12.5,54.2,54.4,20.5,100.13,7.5,2013
Channing Frye,PHX,31,82,48,34,28.2,111.2,104.9,6.4,6.1,1.10,9.7,3.2,14.9,9.1,8.8,53.5,55.5,17.2,96.94,8.2,2013
Chris Andersen,MIA,35,72,49,23,19.4,107.2,100.6,6.6,2.1,0.36,4.5,10.8,18.6,14.9,12.5,64.9,68.3,13.6,92.18,11.8,2013
Chris Bosh,MIA,30,79,53,26,32.0,110.9,102.0,8.9,5.6,0.70,6.8,4.7,17.5,11.5,9.7,55.5,59.7,22.4,92.83,12.6,2013
Chris Kaman,LAL,32,39,13,26,18.9,100.0,103.7,-3.7,14.0,0.78,11.4,7.1,21.4,14.5,14.5,50.9,53.7,26.0,101.68,12.1,2013
Cody Zeller,CHA,21,82,43,39,17.3,98.5,101.6,-3.0,10.6,1.06,13.6,8.0,15.9,12.0,12.9,42.6,49.8,17.8,97.07,8.6,2013
Cole Aldrich,NYK,25,46,26,20,7.2,104.3,105.7,-1.5,6.3,0.78,13.1,11.3,27.9,19.7,16.8,54.1,62.0,12.4,95.70,13.7,2013
Daniel Orton,PHI,23,22,7,15,11.4,93.1,100.2,-7.1,9.7,0.83,16.3,5.9,18.4,11.8,19.6,44.7,54.0,12.6,101.72,7.4,2013
DeAndre Jordan,LAC,25,82,57,25,35.0,113.0,104.3,8.7,3.6,0.60,8.4,11.9,26.0,19.3,13.9,67.6,63.0,12.3,96.67,12.1,2013
DeJuan Blair,DAL,25,78,46,32,15.6,106.0,105.3,0.7,8.8,0.91,11.8,11.4,19.8,15.5,13.0,53.4,55.7,18.7,98.51,9.7,2013
DeMarcus Cousins,SAC,23,71,28,43,32.4,105.4,106.0,-0.7,17.5,0.82,10.9,9.7,27.5,18.5,13.2,49.6,55.5,32.3,95.49,18.2,2013
Derrick Favors,UTA,22,73,25,48,30.2,102.6,110.8,-8.2,7.2,0.71,8.4,9.2,21.2,15.1,11.9,52.2,55.6,20.6,92.62,11.8,2013
Dewayne Dedmon,ORL,24,31,7,24,12.6,95.4,102.0,-6.7,2.1,0.28,4.2,9.6,25.5,17.1,15.0,45.8,50.0,12.9,95.96,7.7,2013
Dexter Pittman,ATL,26,2,0,2,1.5,50.0,66.7,-16.7,0.0,0.00,0.0,60.0,0.0,30.0,0.0,0.0,0.0,25.0,81.63,-150.0,2013
Donatas Motiejunas,HOU,23,62,42,20,15.4,103.8,100.6,3.2,5.8,0.69,8.1,6.2,16.3,11.3,11.6,47.8,50.4,17.2,100.54,6.8,2013
Dwight Howard,HOU,28,71,48,23,33.8,111.3,104.3,7.0,9.1,0.57,9.0,10.2,25.0,18.0,15.7,59.3,60.0,24.1,96.26,14.6,2013
Ekpe Udoh,MIL,27,42,7,35,19.1,99.2,108.9,-9.7,5.9,0.82,13.2,7.7,10.5,9.1,16.2,39.9,44.0,11.6,92.53,3.5,2013
Enes Kanter,UTA,22,80,23,57,26.7,99.8,112.0,-12.2,6.4,0.52,6.4,10.3,19.5,14.6,12.4,49.1,52.3,22.8,92.85,10.1,2013
Glen Davis,LAC,28,68,30,38,24.4,100.0,105.0,-5.0,8.0,1.01,9.5,6.5,14.9,10.6,9.4,46.0,49.1,20.0,94.58,8.4,2013
Gorgui Dieng,MIN,24,60,32,28,13.6,100.4,103.9,-3.5,7.6,0.72,10.7,11.7,23.4,17.4,14.9,50.0,53.4,16.7,98.25,11.1,2013
Greg Monroe,DET,24,82,29,53,32.8,105.6,108.3,-2.7,10.1,1.03,11.3,8.8,19.6,13.8,11.0,49.7,53.1,21.1,96.33,11.8,2013
Greg Oden,MIA,26,23,16,7,9.2,101.0,108.2,-7.2,0.7,0.08,1.4,11.2,15.8,13.5,16.9,55.1,56.7,15.0,94.01,3.9,2013
Greg Smith,HOU,23,11,7,4,9.1,102.9,110.0,-7.2,0.0,0.00,0.0,10.3,15.5,12.9,14.3,64.3,62.9,14.6,99.79,7.9,2013
Greg Stiemsma,NOP,28,55,21,34,18.3,97.6,105.6,-8.0,5.5,0.82,16.7,7.2,16.5,11.7,20.5,57.4,58.4,8.1,92.95,5.3,2013
Gustavo Ayon,ATL,29,26,12,14,16.5,98.5,102.0,-3.5,10.1,0.97,16.6,10.1,20.0,15.0,17.2,51.0,50.5,14.6,95.94,8.9,2013
Hamady Ndiaye,SAC,27,14,5,9,5.3,89.8,101.9,-12.1,6.5,1.00,20.0,5.7,17.8,11.3,20.0,33.3,31.8,7.2,97.93,0.7,2013
Hasheem Thabeet,OKC,27,23,18,5,8.4,98.3,99.0,-0.7,0.8,0.07,2.5,5.4,15.4,10.8,35.0,56.5,53.6,9.0,100.16,-0.5,2013
Henry Sims,PHI,24,46,11,35,19.0,98.3,105.9,-7.6,10.1,1.27,12.3,10.9,15.7,13.1,9.7,47.4,53.5,18.1,97.40,9.9,2013
Hilton Armstrong,GSW,29,15,12,3,6.4,99.0,92.4,6.6,7.4,0.83,13.5,16.2,27.2,21.4,16.2,47.4,48.0,13.3,99.13,12.3,2013
Ian Mahinmi,IND,27,77,51,26,16.2,96.6,95.9,0.6,3.1,0.41,7.1,8.5,11.9,10.2,17.2,48.1,53.8,11.2,94.86,4.5,2013
JJ Hickson,DEN,25,69,31,38,26.9,102.7,107.1,-4.4,8.5,0.75,9.5,10.4,22.0,16.1,12.7,50.8,52.1,20.5,99.23,11.3,2013
JaVale McGee,DEN,26,5,1,4,15.9,107.2,109.5,-2.3,3.5,0.25,4.2,12.0,10.6,11.4,16.7,44.7,45.5,24.1,101.14,2.6,2013
Jared Sullinger,BOS,22,74,23,51,27.6,102.7,103.5,-0.8,9.7,0.99,9.6,11.2,18.3,14.6,9.7,45.8,49.7,23.4,95.30,10.4,2013
Jarvis Varnado,PHI,26,24,5,19,14.1,96.3,107.5,-11.2,5.9,1.30,12.1,5.3,12.6,8.9,9.3,60.0,59.7,11.9,100.85,6.2,2013
Jason Collins,BKN,35,22,16,6,7.8,98.0,107.8,-9.8,3.4,0.57,10.8,4.2,7.7,5.9,18.9,45.8,48.5,8.6,97.19,0.3,2013
Jason Smith,NOP,28,31,11,20,26.8,105.4,108.0,-2.5,5.4,1.04,8.0,6.0,16.9,11.2,7.7,46.5,49.5,17.8,94.51,7.1,2013
Jason Thompson,SAC,27,82,28,54,24.5,106.0,105.6,0.4,4.0,0.56,7.5,7.7,18.8,13.3,13.4,50.6,52.3,14.3,95.30,7.3,2013
Jeff Ayres,SAS,27,73,55,18,13.0,107.6,101.4,6.2,8.5,0.95,18.6,10.2,17.2,13.9,19.6,58.0,60.5,12.0,98.04,6.8,2013
Jeff Withey,NOP,24,58,21,37,11.8,104.9,102.2,2.7,5.7,1.30,12.5,7.5,14.7,11.2,9.6,53.5,59.0,11.8,95.38,8.9,2013
Jermaine O'Neal,GSW,35,44,27,17,20.1,104.0,101.8,2.1,4.5,0.48,6.5,9.9,16.4,13.4,13.5,50.4,57.0,18.1,96.62,10.0,2013
Joakim Noah,CHI,29,80,48,32,35.2,103.5,99.1,4.4,25.8,2.22,27.3,10.2,22.1,16.1,12.3,47.5,53.1,18.5,90.90,15.6,2013
Joel Anthony,BOS,31,33,16,17,5.6,97.9,104.4,-6.5,1.6,0.67,4.9,7.8,12.7,10.2,7.3,37.5,39.4,9.1,98.90,3.9,2013
Joel Freeland,POR,27,52,37,15,14.0,105.8,103.9,1.9,7.2,1.13,14.8,11.3,15.5,13.4,13.2,47.5,49.8,12.0,97.39,7.1,2013
John Henson,MIL,23,70,12,58,26.5,99.4,110.9,-11.5,11.1,0.99,11.9,9.3,18.0,13.6,12.0,53.8,54.3,20.1,93.30,11.8,2013
Jonas Valanciunas,TOR,22,81,47,34,28.2,107.6,105.1,2.5,4.1,0.42,5.8,10.4,22.0,16.3,13.8,53.1,57.9,18.3,93.08,11.3,2013
Jordan Hill,LAL,26,72,24,48,20.8,99.4,108.8,-9.4,6.3,0.72,7.4,12.4,21.7,17.0,10.3,54.9,57.9,19.4,98.35,12.9,2013
Josh Harrellson,DET,25,32,12,20,9.9,99.2,99.2,0.0,7.4,1.50,13.6,8.4,14.3,11.2,9.1,53.7,54.7,12.5,98.31,8.3,2013
Justin Hamilton,MIA,24,8,4,4,9.0,98.6,114.8,-16.2,0.0,0.00,0.0,6.3,5.9,6.1,15.4,52.5,58.6,16.9,94.47,5.1,2013
Kelly Olynyk,BOS,23,70,18,52,20.0,104.0,104.7,-0.7,12.3,1.03,14.2,9.7,16.4,12.9,13.8,50.6,54.6,20.1,96.91,9.0,2013
Kendrick Perkins,OKC,29,62,48,14,19.5,103.2,101.6,1.6,7.6,0.74,17.6,7.1,17.4,12.6,23.6,45.1,47.4,11.5,96.47,4.2,2013
Kevin Garnett,BKN,38,54,27,27,20.5,99.3,100.3,-1.0,13.0,1.19,15.5,5.9,28.0,17.2,13.1,44.1,46.7,19.0,92.44,12.2,2013
Kevin Love,MIN,25,77,39,38,36.3,110.5,104.6,5.9,20.5,1.74,15.3,7.6,26.7,16.8,8.8,52.4,59.1,28.1,100.46,19.1,2013
Kevin Seraphin,WAS,24,53,25,28,10.9,97.9,99.5,-1.6,5.4,0.41,5.9,9.0,13.9,11.3,14.1,50.5,53.3,21.0,94.15,7.3,2013
Kosta Koufos,MEM,25,80,48,32,16.9,101.4,99.7,1.7,4.7,0.58,6.4,11.8,19.5,15.6,11.1,49.5,51.4,18.7,92.11,10.4,2013
Kris Humphries,BOS,29,69,22,47,19.9,98.7,104.3,-5.6,8.7,1.05,10.2,8.9,21.3,14.9,9.7,50.1,55.2,18.9,94.62,13.2,2013
Larry Sanders,MIL,25,23,3,20,25.4,96.4,105.4,-9.1,5.5,0.73,8.2,9.5,18.5,13.8,11.2,46.9,47.8,16.3,93.22,8.4,2013
Lavoy Allen,IND,25,65,18,47,16.5,94.7,103.5,-8.8,10.5,1.61,16.2,9.8,17.9,13.6,10.0,45.0,47.0,13.9,102.01,8.7,2013
Marc Gasol,MEM,29,59,40,19,33.4,103.4,103.3,0.0,18.0,1.94,18.8,4.6,18.5,11.6,9.7,47.4,52.6,22.0,90.45,13.1,2013
Marcin Gortat,WAS,30,81,44,37,32.8,105.9,100.4,5.5,8.0,1.10,11.5,7.7,21.8,14.7,10.5,54.2,56.8,17.9,95.31,12.5,2013
Marreese Speights,GSW,26,79,48,31,12.4,94.6,99.1,-4.6,6.1,0.48,5.4,9.7,18.5,14.1,11.1,45.0,50.7,24.3,100.67,10.3,2013
Mason Plumlee,BKN,24,70,37,33,18.2,104.8,108.1,-3.3,8.2,0.78,11.4,8.4,17.5,13.0,14.6,65.9,67.0,16.8,94.06,11.4,2013
Matt Bonner,SAS,34,61,43,18,11.3,107.0,100.9,6.1,6.3,1.94,14.3,2.4,16.3,9.5,7.4,57.3,58.2,11.9,96.38,8.4,2013
Melvin Ely,NOP,36,2,2,0,13.6,125.0,150.0,-25.0,0.0,0.00,0.0,0.0,4.5,2.4,0.0,50.0,50.0,11.3,86.31,-0.4,2013
Meyers Leonard,POR,22,40,20,20,8.9,96.2,108.1,-12.0,8.0,1.20,13.5,7.0,23.4,15.1,11.3,45.1,48.9,13.5,101.82,6.3,2013
Mike Muscala,ATL,22,20,10,10,10.7,92.8,114.5,-21.7,5.8,0.58,7.1,7.8,18.1,12.7,12.2,42.5,48.0,18.5,98.92,6.5,2013
Miles Plumlee,PHX,25,80,47,33,24.5,105.6,104.3,1.3,3.3,0.39,5.6,10.1,21.6,15.9,14.5,51.7,52.9,16.0,96.88,10.1,2013
Miroslav Raduljica,MIL,26,48,7,41,9.7,100.3,105.5,-5.2,8.4,0.82,11.4,11.4,11.6,11.5,13.9,54.0,60.3,16.7,95.63,8.0,2013
Nazr Mohammed,CHI,36,80,47,33,7.0,92.5,93.1,-0.6,6.6,0.54,10.2,12.1,18.8,15.6,18.9,42.9,44.5,14.4,90.55,8.1,2013
Nene,WAS,31,53,30,23,29.4,103.1,99.7,3.4,16.6,1.31,15.5,4.3,15.5,9.8,11.9,50.4,53.0,23.7,95.71,10.8,2013
Nick Collison,OKC,33,81,58,23,16.7,111.2,98.2,13.0,10.8,1.46,22.7,8.9,12.9,10.9,15.5,56.4,59.9,11.5,97.05,7.3,2013
Nikola Pekovic,MIN,28,54,27,27,30.8,110.6,102.9,7.7,4.9,0.60,5.3,11.7,16.3,13.9,8.9,54.1,58.2,22.3,99.29,12.5,2013
Nikola Vucevic,ORL,23,57,19,38,31.8,101.6,106.7,-5.1,9.8,0.93,10.7,10.1,24.8,17.4,11.5,50.7,53.6,21.4,95.11,13.4,2013
Ognjen Kuzmic,GSW,24,21,16,5,4.4,85.0,114.6,-29.7,3.4,0.20,6.7,8.8,12.1,10.3,33.3,38.5,42.0,12.0,106.68,-1.0,2013
Omer Asik,HOU,27,48,32,16,20.2,105.0,102.0,3.1,3.9,0.42,7.5,10.4,26.3,18.7,17.7,53.2,57.0,13.4,100.50,10.9,2013
Pau Gasol,LAL,33,60,21,39,31.4,102.2,110.8,-8.6,18.4,1.43,15.0,6.5,22.8,14.8,10.5,48.2,52.2,26.1,100.36,13.6,2013
Pero Antic,ATL,31,50,23,27,18.5,104.9,99.9,5.0,10.0,1.05,13.2,6.1,16.8,11.4,12.6,51.4,54.5,17.8,97.08,7.7,2013
Robert Sacre,LAL,25,65,20,45,16.8,101.5,107.1,-5.6,7.2,1.16,11.6,7.3,15.3,11.3,10.0,47.7,51.3,15.4,101.68,7.0,2013
Robin Lopez,POR,26,82,54,28,31.8,110.6,104.6,6.0,4.1,0.87,8.0,12.2,13.8,13.0,9.2,55.1,60.5,13.9,96.08,10.2,2013
Ronny Turiaf,MIN,31,31,16,15,19.5,102.0,103.0,-1.0,6.0,1.00,13.6,8.7,19.3,13.9,13.6,59.8,57.8,11.0,97.32,8.9,2013
Roy Hibbert,IND,27,81,55,26,29.7,105.2,97.5,7.8,6.0,0.61,8.2,9.0,13.0,11.1,13.3,44.0,49.9,19.3,92.51,8.0,2013
Rudy Gobert,UTA,22,45,7,38,9.6,94.7,96.7,-2.0,2.6,0.22,4.9,11.4,22.6,17.1,22.4,48.6,50.7,13.4,96.40,9.0,2013
Ryan Hollins,LAC,29,61,43,18,7.9,101.0,97.2,3.8,2.6,0.28,6.0,6.8,10.8,9.0,21.8,73.6,73.0,11.3,101.32,6.0,2013
Samuel Dalembert,DAL,34,80,48,32,20.2,105.5,104.6,0.8,3.5,0.42,6.7,13.3,21.8,17.6,15.8,56.8,60.5,14.8,95.48,10.1,2013
Serge Ibaka,OKC,24,81,59,22,32.9,109.8,102.5,7.3,5.1,0.69,6.7,9.0,17.1,13.3,9.6,54.8,57.6,19.5,97.29,12.4,2013
Spencer Hawes,CLE,26,80,26,54,30.9,100.6,110.2,-9.6,15.2,1.39,17.6,5.1,20.3,12.8,12.7,52.9,55.4,19.4,99.20,11.1,2013
Steven Adams,OKC,20,81,59,22,14.8,106.3,103.7,2.6,5.0,0.61,11.9,12.3,15.7,14.0,19.7,50.3,54.1,11.4,97.06,5.2,2013
Taj Gibson,CHI,29,82,48,34,28.7,101.7,98.1,3.6,7.5,0.61,7.2,8.8,14.7,11.8,11.9,47.9,52.4,22.7,91.32,11.7,2013
Tiago Splitter,SAS,29,59,46,13,21.5,104.8,94.8,10.0,10.3,1.20,15.3,9.7,17.6,13.8,12.8,52.3,57.2,17.1,97.63,11.1,2013
Timofey Mozgov,DEN,27,82,36,46,21.6,105.5,104.5,1.0,5.5,0.51,7.3,9.4,18.7,14.1,14.4,52.7,58.4,18.6,99.78,11.0,2013
Tyler Hansbrough,TOR,28,64,38,26,15.3,102.1,101.9,0.2,2.9,0.36,5.0,11.8,17.8,14.7,13.8,47.4,56.2,14.4,94.70,9.0,2013
Tyler Zeller,CLE,24,70,27,43,15.0,100.8,101.5,-0.7,5.5,0.60,8.2,9.8,16.7,13.2,13.6,53.8,58.1,16.8,95.55,9.9,2013
Tyson Chandler,NYK,31,55,24,31,30.2,108.3,107.5,0.8,5.4,0.83,11.3,9.9,23.8,16.7,13.7,59.3,61.5,12.8,91.51,11.3,2013
Viacheslav Kravtsov,PHX,26,20,13,7,3.0,79.4,115.5,-36.1,3.4,0.17,3.8,13.2,15.4,14.2,23.1,53.3,54.0,16.8,104.93,5.2,2013
Vitor Faverani,BOS,26,37,13,24,13.2,92.7,101.5,-8.9,5.9,0.39,7.2,8.7,17.5,13.1,18.5,47.6,50.2,18.9,94.89,7.1,2013
Zaza Pachulia,MIL,30,53,10,43,25.0,102.5,108.9,-6.4,16.0,1.48,21.3,10.7,16.2,13.3,14.4,42.7,50.2,16.7,94.26,9.0,2013
Aaron Gray,TOR,28,42,14,28,12.2,96.2,104.3,-8.1,10.3,0.92,18.3,9.4,18.1,13.6,20.0,53.3,54.4,13.1,93.32,5.3,2012
Al Horford,ATL,27,74,42,32,37.2,105.8,102.6,3.2,14.9,1.63,15.6,7.7,20.6,14.4,9.6,54.5,56.0,21.9,92.68,14.3,2012
Al Jefferson,UTA,28,78,41,37,33.1,105.1,108.5,-3.4,11.9,1.56,10.3,6.3,23.7,14.8,6.6,49.5,52.2,25.7,91.79,14.8,2012
Amar'e Stoudemire,NYK,30,29,16,13,23.5,107.6,104.9,2.7,3.7,0.26,3.3,9.2,13.9,11.5,12.8,57.7,63.7,25.4,91.22,12.9,2012
Amir Johnson,TOR,26,81,34,47,28.7,107.6,102.3,5.4,8.5,1.04,13.2,10.1,17.2,13.7,12.6,55.9,59.1,15.8,91.91,10.9,2012
Anderson Varejao,CLE,30,25,5,20,36.0,103.4,107.3,-4.0,15.7,1.91,18.2,14.1,27.2,20.0,9.5,47.8,52.9,17.8,93.53,16.4,2012
Andray Blatche,BKN,26,82,49,33,19.0,103.3,103.0,0.3,10.8,0.69,8.7,10.4,18.5,14.2,12.6,51.4,54.7,25.8,90.93,14.6,2012
Andre Drummond,DET,19,60,23,37,20.7,103.7,106.1,-2.4,4.0,0.53,6.0,13.3,23.5,18.3,11.4,61.0,57.8,16.7,92.74,13.7,2012
