PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Cody Zeller,CHA,25,33,14,19,19.0,106.8,104.7,2.1,7.5,0.94,12.1,9.7,18.4,13.8,12.9,55.1,60.2,15.2,99.80,9.6,2017
Corey Brewer,OKC,32,72,32,40,16.8,105.8,108.1,-2.3,7.3,1.33,13.8,3.3,8.9,6.0,10.4,49.8,53.4,13.6,103.74,5.9,2017
Cristiano Felicio,CHI,25,55,13,42,17.8,94.8,111.2,-16.4,9.3,1.02,15.3,7.6,15.8,11.4,15.0,59.1,61.4,13.3,98.90,8.2,2017
D.J. Wilson,MIL,22,22,12,10,3.2,82.2,112.9,-30.7,7.5,0.75,12.5,2.9,15.7,8.3,16.7,62.5,62.2,12.7,100.93,6.5,2017
Damien Wilkins,IND,38,19,10,9,8.0,110.5,103.6,7.0,7.5,1.80,16.4,3.1,7.2,5.1,9.1,38.5,40.5,12.5,97.79,3.4,2017
Daniel Hamilton,OKC,22,6,5,1,4.6,78.9,101.8,-22.8,61.5,4.00,38.1,0.0,16.7,8.3,9.5,54.5,54.5,20.0,97.81,18.6,2017
Daniel Theis,BOS,26,63,44,19,14.9,103.1,101.9,1.2,9.9,1.00,14.7,9.2,18.9,14.1,14.7,57.9,61.6,15.0,98.06,10.5,2017
Danilo Gallinari,LAC,29,21,11,10,32.0,104.5,104.2,0.3,9.7,1.58,11.3,1.3,13.3,7.3,7.2,46.9,54.5,20.5,97.96,10.3,2017
Danny Green,SAS,31,70,40,30,25.6,105.1,102.7,2.4,8.9,1.49,14.2,2.2,11.5,6.8,9.6,49.0,50.9,16.3,95.83,7.3,2017
Dante Cunningham,BKN,31,73,34,39,21.4,106.2,107.3,-1.1,4.2,1.45,10.3,4.9,13.3,9.2,7.1,53.0,53.9,11.4,102.12,6.5,2017
Danuel House Jr.,PHX,25,23,6,17,17.5,106.7,103.4,3.2,9.2,2.27,14.1,3.2,14.0,8.8,6.2,49.2,53.3,16.0,100.74,9.1,2017
Dario Saric,PHI,24,78,49,29,29.6,108.9,103.0,5.9,12.9,1.36,15.2,6.7,14.7,10.8,11.1,54.1,58.2,20.4,101.15,11.5,2017
Darius Miller,NOP,28,82,48,34,23.7,108.1,108.7,-0.6,7.6,1.91,16.4,0.9,7.0,4.1,8.6,59.4,61.7,12.4,102.10,5.6,2017
Darrell Arthur,DEN,30,19,12,7,7.4,99.7,110.1,-10.5,10.1,0.60,12.5,2.1,8.7,5.4,20.8,55.3,55.9,18.8,104.17,3.9,2017
David Nwaba,CHI,25,70,26,44,23.5,103.9,109.7,-5.8,9.4,1.35,14.9,5.0,14.2,9.5,11.1,49.9,54.2,15.3,99.65,7.5,2017
David West,GSW,37,73,52,21,13.7,103.6,101.7,1.9,22.0,1.73,21.9,7.2,16.3,12.2,12.7,57.5,60.0,22.3,96.63,14.5,2017
Davis Bertans,SAS,25,77,43,34,14.1,104.1,100.6,3.5,10.2,2.06,14.9,1.7,12.2,7.0,7.3,56.8,58.8,16.8,98.63,9.2,2017
DeAndre' Bembry,ATL,23,26,8,18,17.5,99.2,106.7,-7.5,16.6,1.04,20.5,1.7,14.2,7.9,19.7,45.7,47.7,17.9,100.86,6.3,2017
DeMarre Carroll,BKN,31,73,25,48,29.9,106.5,107.8,-1.2,10.6,1.43,12.9,4.5,16.5,10.4,9.0,50.6,55.0,19.4,99.88,10.1,2017
Denzel Valentine,CHI,24,77,26,51,27.2,101.7,108.6,-6.8,17.8,2.46,22.6,2.1,16.8,9.0,9.1,51.7,52.7,17.0,99.56,9.1,2017
Derrick Favors,UTA,26,77,46,31,28.0,106.2,102.6,3.6,7.5,1.16,10.4,9.7,16.7,13.3,8.9,57.3,59.3,18.1,97.13,11.9,2017
Derrick Jones Jr.,MIA,21,20,9,11,12.3,96.8,103.2,-6.5,5.6,1.29,11.3,7.7,6.6,7.2,8.8,42.5,48.0,12.4,97.11,4.6,2017
Derrick Williams,LAL,27,2,1,1,4.3,33.3,52.2,-18.8,0.0,0.00,0.0,0.0,14.3,5.0,0.0,25.0,25.0,16.7,123.87,0.0,2017
Devin Robinson,WAS,23,1,0,1,13.2,113.8,85.2,28.6,0.0,0.00,0.0,9.5,25.0,15.2,0.0,33.3,33.3,8.3,101.72,8.5,2017
Deyonta Davis,MEM,21,62,16,46,15.2,101.0,109.3,-8.3,6.8,1.25,11.0,7.8,18.2,13.0,8.8,60.8,62.1,14.4,99.98,10.8,2017
Dillon Brooks,MEM,22,82,22,60,28.7,102.4,107.4,-5.0,9.2,1.09,12.3,2.1,9.2,5.6,11.3,50.1,53.1,18.4,95.90,6.3,2017
Dirk Nowitzki,DAL,40,77,24,53,24.7,105.5,107.5,-2.0,9.8,2.35,12.4,1.2,22.7,11.8,5.3,54.7,57.5,19.9,98.80,11.9,2017
Domantas Sabonis,IND,22,74,45,29,24.5,107.2,105.8,1.4,12.7,1.10,14.4,9.3,22.7,16.0,13.1,52.4,56.7,21.4,97.76,12.1,2017
Dorian Finney-Smith,DAL,25,21,4,17,21.3,100.0,102.7,-2.7,8.6,1.24,14.9,4.3,12.1,7.9,12.0,46.3,48.2,14.4,97.69,5.1,2017
Doug McDermott,DAL,26,81,30,51,21.8,103.9,105.1,-1.2,6.5,1.41,11.7,2.2,8.7,5.5,8.3,55.7,57.9,14.4,99.28,6.9,2017
Dragan Bender,PHX,20,82,21,61,25.2,100.6,110.9,-10.3,8.9,1.16,17.4,1.8,14.9,8.2,15.0,50.8,52.4,12.5,102.20,5.8,2017
Draymond Green,GSW,28,70,48,22,32.7,111.9,105.2,6.7,28.6,2.51,36.1,3.6,18.3,11.7,14.4,51.6,55.6,16.8,102.64,11.7,2017
Dwayne Bacon,CHA,22,53,25,28,13.5,104.6,104.7,-0.2,7.7,1.65,14.6,0.5,15.8,8.1,8.8,40.4,43.1,13.0,101.49,5.8,2017
Dwight Powell,DAL,26,79,23,56,21.2,105.3,104.5,0.9,8.5,1.54,13.8,8.0,19.0,13.4,9.0,62.6,65.6,15.1,97.97,11.9,2017
E'Twaun Moore,NOP,29,82,48,34,31.5,108.7,106.1,2.6,9.9,1.83,16.3,2.3,6.5,4.5,8.9,58.5,59.3,15.8,102.57,7.3,2017
Ed Davis,POR,29,78,48,30,18.9,107.9,103.9,4.1,3.9,0.61,9.0,12.1,25.4,18.8,14.8,58.2,60.7,12.0,96.37,11.5,2017
Ekpe Udoh,UTA,31,63,36,27,12.9,103.6,100.3,3.3,9.3,2.65,24.4,8.6,10.5,9.5,9.2,50.0,56.0,8.9,99.21,7.2,2017
Eric Moreland,DET,26,67,32,35,12.0,100.3,99.3,1.1,14.1,1.90,30.8,9.6,24.3,16.8,16.2,54.1,53.1,9.7,96.25,10.3,2017
Erik McCree,UTA,24,4,4,0,1.9,82.4,127.8,-45.4,0.0,0.00,0.0,0.0,20.0,9.1,33.3,0.0,0.0,15.8,111.68,-3.1,2017
Ersan Ilyasova,PHI,31,69,36,33,25.1,107.0,106.1,0.9,7.8,1.25,10.8,6.7,16.1,11.4,8.6,52.6,55.8,18.3,100.17,9.9,2017
Evan Fournier,ORL,25,57,20,37,32.2,107.1,110.3,-3.2,13.8,1.74,14.6,1.2,8.4,4.8,8.4,53.8,57.7,22.6,101.32,9.3,2017
Evan Turner,POR,29,79,48,31,25.7,104.5,105.6,-1.1,12.8,1.75,19.3,1.4,10.0,5.7,11.0,48.4,52.0,15.3,98.40,7.1,2017
Frank Kaminsky,CHA,25,79,35,44,23.2,107.7,110.0,-2.3,11.3,1.95,13.0,2.3,13.9,7.8,6.7,50.1,54.5,20.2,98.79,9.8,2017
Furkan Korkmaz,PHI,20,14,11,3,5.7,90.5,119.8,-29.3,7.7,2.00,11.1,2.0,12.3,6.4,5.6,37.5,38.6,15.9,105.65,1.0,2017
Garrett Temple,SAC,32,65,23,42,24.8,100.7,108.1,-7.4,11.5,1.57,17.4,1.3,8.4,4.7,11.1,51.2,53.6,16.0,96.56,6.5,2017
Georges Niang,UTA,25,9,9,0,3.5,80.6,98.6,-18.1,16.7,1.00,16.7,10.3,18.2,14.5,16.7,36.4,37.9,19.0,109.09,8.6,2017
Gerald Green,HOU,32,41,33,8,22.7,107.3,102.7,4.6,4.5,0.81,5.1,1.6,12.4,6.9,6.3,54.0,56.6,21.9,99.52,8.8,2017
Giannis Antetokounmpo,MIL,23,75,39,36,36.7,109.4,106.5,2.8,23.7,1.62,15.9,6.0,21.8,14.1,9.8,54.5,59.8,30.7,97.61,18.6,2017
Glenn Robinson III,IND,24,23,14,9,14.7,103.3,103.9,-0.6,6.8,3.40,15.2,3.0,7.8,5.2,4.5,50.6,52.9,11.9,98.83,7.1,2017
Gordon Hayward,BOS,28,1,0,1,5.3,109.1,81.8,27.3,0.0,0.00,0.0,0.0,20.0,9.1,0.0,50.0,50.0,15.4,100.57,4.8,2017
Greg Monroe,BOS,28,51,21,30,20.4,100.9,110.5,-9.6,18.9,1.21,17.6,10.4,24.4,17.2,14.5,56.5,59.8,21.8,99.86,15.3,2017
Guerschon Yabusele,BOS,22,33,24,9,7.1,101.0,101.8,-0.8,10.7,1.33,16.2,6.5,15.2,10.5,12.1,52.5,55.9,14.6,99.96,8.0,2017
Harrison Barnes,DAL,26,77,24,53,34.2,103.4,109.5,-6.1,10.1,1.29,9.4,2.8,15.4,8.9,7.3,49.4,53.9,24.7,96.98,11.4,2017
Henry Ellenson,DET,21,38,21,17,8.7,97.5,97.0,0.5,9.8,1.11,10.2,2.9,20.8,11.8,9.1,43.2,47.6,23.3,100.62,9.6,2017
Ike Anigbogu,IND,19,11,5,6,2.7,104.6,130.2,-25.5,0.0,0.00,0.0,15.2,13.8,14.5,14.3,44.4,55.8,17.9,103.12,10.9,2017
Isaiah Hicks,NYK,23,18,4,14,13.3,102.0,109.7,-7.7,9.8,1.00,14.2,4.1,11.8,8.1,14.2,47.2,50.1,17.5,100.22,3.3,2017
Ivan Rabb,MEM,21,36,6,30,14.3,102.5,110.9,-8.4,9.5,0.91,13.6,10.2,21.6,15.7,14.9,56.6,59.9,16.7,98.87,11.1,2017
JJ Redick,PHI,34,70,45,25,30.2,109.4,102.4,7.0,14.9,2.04,16.6,0.4,7.1,4.0,8.1,56.9,61.4,20.6,103.62,10.8,2017
JR Smith,CLE,32,80,49,31,28.1,110.9,113.2,-2.3,8.7,1.74,16.7,1.3,9.2,5.3,9.6,52.4,53.4,13.6,99.03,5.2,2017
JaKarr Sampson,SAC,25,22,6,16,15.6,99.9,100.0,-0.1,4.1,1.13,8.7,5.8,16.1,11.0,7.7,57.4,58.5,12.4,95.24,8.7,2017
JaMychal Green,MEM,28,55,11,44,28.0,102.5,110.5,-8.0,8.2,1.04,11.4,9.6,21.8,15.5,11.0,50.1,53.0,17.8,95.25,10.1,2017
Jabari Parker,MIL,23,31,16,15,24.0,105.9,109.7,-3.9,12.9,1.31,12.8,5.5,14.5,10.0,9.8,52.9,55.0,22.8,100.62,11.1,2017
Jack Cooley,SAC,27,7,4,3,12.5,95.4,100.0,-4.6,12.8,2.00,13.3,13.1,18.4,15.5,6.7,48.1,56.6,18.5,94.05,14.3,2017
Jacob Wiley,BKN,23,5,1,4,6.7,94.4,76.4,18.1,9.1,0.00,28.6,5.3,22.5,14.1,0.0,37.5,41.0,6.3,103.92,8.4,2017
Jae Crowder,UTA,27,80,52,28,26.1,107.9,107.2,0.6,7.1,1.34,10.9,2.9,10.3,6.6,8.1,48.6,52.5,16.9,99.67,6.1,2017
Jake Layman,POR,24,35,22,13,4.6,94.7,106.2,-11.5,9.9,2.20,17.2,2.4,7.8,5.0,7.8,34.0,35.2,13.9,99.25,2.7,2017
Jalen Jones,DAL,25,16,3,13,11.3,109.3,115.9,-6.6,3.2,0.57,4.6,6.3,15.4,10.4,8.0,45.6,48.5,19.3,97.26,5.1,2017
Jameel Warney,DAL,24,3,1,2,9.0,105.8,113.2,-7.4,0.0,0.00,0.0,13.8,20.0,16.7,6.7,58.3,59.9,23.4,93.85,15.1,2017
James Ennis III,DET,27,72,25,47,22.3,102.3,107.9,-5.6,6.9,1.27,12.6,4.5,9.6,7.0,10.0,54.0,58.8,13.4,96.97,7.3,2017
James Johnson,MIA,31,73,37,36,26.6,105.9,105.8,0.1,22.0,1.99,25.4,3.2,14.8,9.1,12.8,55.0,57.5,18.5,97.74,11.2,2017
James Michael McAdoo,PHI,25,3,1,2,6.0,102.6,100.0,2.6,0.0,0.00,0.0,0.0,12.5,5.9,11.1,42.9,50.8,22.0,104.29,4.6,2017
James Webb III,BKN,24,10,1,9,12.0,98.0,111.3,-13.3,4.4,1.00,12.5,5.9,13.8,9.6,12.5,33.3,33.3,9.9,100.26,1.9,2017
James Young,PHI,22,6,4,2,10.2,90.2,110.6,-20.4,5.3,2.00,10.0,0.0,2.9,1.6,5.0,46.4,51.1,13.1,96.22,2.4,2017
Jamil Wilson,LAC,27,15,6,9,18.3,106.2,105.4,0.8,5.6,1.25,9.9,1.0,10.0,5.5,7.9,63.6,63.4,14.5,97.05,6.7,2017
Jared Dudley,PHX,32,48,7,41,14.3,106.6,106.4,0.1,15.3,2.79,32.0,1.1,12.6,6.7,11.5,51.2,55.3,10.2,100.97,6.2,2017
Jarell Eddie,CHI,26,3,1,2,2.9,90.0,100.0,-10.0,0.0,0.00,0.0,0.0,16.7,5.9,0.0,0.0,0.0,9.1,103.06,0.0,2017
Jarell Martin,MEM,24,73,21,52,22.7,100.6,108.1,-7.6,7.3,0.85,10.3,5.7,13.9,9.6,12.1,48.0,51.6,16.8,97.16,6.6,2017
Jason Smith,WAS,32,33,15,18,8.6,95.5,111.3,-15.8,8.4,0.88,9.2,6.0,12.2,9.0,10.5,40.9,45.5,20.4,102.74,4.6,2017
Jaylen Brown,BOS,21,70,47,23,30.7,109.0,101.3,7.7,8.1,0.92,10.0,3.0,12.4,7.8,10.9,54.0,56.2,20.8,97.62,8.9,2017
Jayson Tatum,BOS,20,80,53,27,30.5,107.7,100.8,6.9,8.1,1.12,10.7,2.1,13.8,8.1,9.6,53.8,58.6,19.2,97.42,10.8,2017
Jeff Green,CLE,31,78,47,31,23.4,109.9,106.2,3.7,8.1,1.32,11.0,3.4,9.5,6.6,8.4,52.0,58.7,19.0,100.04,9.0,2017
Jerami Grant,OKC,24,81,48,33,20.3,106.5,104.7,1.7,5.5,1.06,8.5,5.0,14.0,9.4,8.1,57.0,60.7,16.1,98.37,10.1,2017
Jeremy Evans,ATL,30,1,0,1,5.4,100.0,123.1,-23.1,0.0,0.00,0.0,14.3,0.0,7.7,50.0,100,100,14.3,112.15,2.5,2017
Joe Harris,BKN,26,78,27,51,25.3,105.1,108.4,-3.3,10.1,1.41,14.5,2.4,10.1,6.3,10.3,61.2,63.4,16.1,100.59,8.9,2017
Joe Ingles,UTA,30,82,48,34,31.4,107.7,102.4,5.3,22.2,2.47,30.0,1.0,12.5,6.8,12.2,60.9,62.3,15.6,97.56,10.7,2017
Joe Johnson,HOU,37,55,35,20,21.9,101.3,104.9,-3.6,10.9,1.69,16.2,1.1,13.0,7.0,9.6,46.1,49.0,15.7,98.17,7.0,2017
Joel Bolomboy,UTA,24,6,3,3,6.3,75.6,93.8,-18.1,0.0,0.00,0.0,13.3,12.1,12.8,18.2,50.0,52.1,11.5,103.24,7.1,2017
John Collins,ATL,20,74,21,53,24.1,101.0,107.3,-6.2,9.0,0.93,11.9,9.4,20.1,14.7,12.7,59.1,62.0,17.4,99.88,11.9,2017
John Holland,CLE,29,24,17,7,7.3,103.5,112.3,-8.8,4.0,0.63,6.4,3.6,10.4,7.0,10.3,38.1,41.7,17.8,101.12,3.4,2017
Johnathan Motley,DAL,23,11,1,10,16.0,100.9,104.3,-3.4,7.8,0.78,6.7,7.1,20.0,13.1,8.7,54.0,55.0,24.0,94.90,12.6,2017
Johnny O'Bryant III,CHA,25,36,15,21,10.5,94.1,104.8,-10.7,6.7,0.93,6.6,6.3,17.3,11.2,7.1,43.9,47.0,21.9,100.80,8.0,2017
Jon Leuer,DET,29,8,5,3,17.1,96.7,94.9,1.8,5.1,0.71,9.3,4.9,17.9,11.3,13.0,41.7,50.5,15.1,104.64,7.0,2017
Jonas Jerebko,UTA,31,74,45,29,15.3,105.9,104.2,1.7,5.7,1.56,9.7,4.8,17.5,11.2,6.2,56.2,58.6,15.1,97.65,9.1,2017
Jonathan Isaac,ORL,20,27,11,16,19.8,93.2,101.8,-8.6,5.3,0.67,9.0,2.9,14.1,8.7,13.5,43.4,46.5,14.9,100.23,7.1,2017
Jonathon Simmons,ORL,28,69,21,48,29.4,104.6,111.4,-6.9,13.1,1.17,14.5,3.0,8.7,5.9,12.4,51.1,55.5,21.5,99.75,7.7,2017
Jordan Bell,GSW,23,57,43,14,14.2,113.2,104.3,8.9,16.6,2.00,28.6,8.2,16.2,12.6,14.3,62.7,64.1,13.4,101.77,11.1,2017
Jordan Mickey,MIA,23,23,15,8,12.4,101.4,107.4,-6.0,5.1,0.50,7.7,6.5,22.6,14.6,15.4,48.8,51.5,16.8,95.98,8.0,2017
Josh Jackson,PHX,21,77,19,58,25.4,98.6,110.3,-11.7,10.5,0.82,9.0,4.4,12.3,8.3,11.0,44.8,48.0,25.3,103.23,7.2,2017
Josh McRoberts,DAL,31,2,2,0,2.9,85.7,100.0,-14.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,108.52,-12.8,2017
Josh Richardson,MIA,24,81,44,37,33.2,105.0,104.2,0.8,13.1,1.65,17.6,2.5,8.0,5.3,10.7,52.3,55.1,17.6,97.38,8.6,2017
Josh Smith,NOP,32,3,2,1,3.9,73.1,107.4,-34.3,0.0,0.00,0.0,13.6,10.0,12.5,0.0,25.0,25.0,11.8,107.60,-4.5,2017
Juancho Hernangomez,DEN,22,25,15,10,11.1,105.1,109.2,-4.2,6.0,1.33,11.9,6.2,13.9,9.8,8.9,48.0,51.1,13.4,99.44,6.1,2017
Julius Randle,LAL,23,82,35,47,26.7,107.0,108.4,-1.4,15.8,0.99,13.9,8.2,20.2,14.4,14.1,56.3,60.6,25.1,101.30,13.5,2017
Justin Anderson,PHI,24,38,27,11,13.7,98.3,105.4,-7.2,7.8,1.56,9.6,4.6,12.0,8.4,6.2,51.5,54.0,18.8,101.75,8.7,2017
Justin Holiday,CHI,29,72,24,48,31.5,104.2,108.2,-4.0,9.7,1.65,14.0,1.3,11.4,6.2,8.5,47.4,51.3,17.7,100.42,6.9,2017
Justin Jackson,SAC,23,68,21,47,22.2,101.2,108.8,-7.6,7.1,1.85,13.6,1.8,10.9,6.2,7.3,51.0,52.1,13.9,97.42,6.4,2017
Justise Winslow,MIA,22,68,33,35,24.7,103.8,102.9,1.0,13.4,1.92,19.6,3.7,17.8,10.7,10.2,47.4,49.6,15.8,97.72,9.2,2017
Kawhi Leonard,SAS,27,9,5,4,23.3,99.3,95.4,3.9,19.1,1.31,12.8,2.9,15.9,9.8,9.8,51.8,57.2,30.4,98.81,18.2,2017
Kelly Olynyk,MIA,27,76,42,34,23.4,110.0,104.6,5.3,18.0,1.41,19.4,5.2,20.0,12.6,13.8,58.0,61.2,21.3,96.50,12.2,2017
Kelly Oubre Jr.,WAS,22,81,43,38,27.5,105.9,108.2,-2.4,6.7,1.09,9.1,2.6,13.6,8.1,8.3,48.2,53.4,18.8,99.49,7.9,2017
Kenneth Faried,DEN,28,32,16,16,14.4,103.2,108.1,-5.0,6.4,0.78,8.5,13.5,19.3,16.2,10.8,51.4,55.2,17.3,98.71,10.8,2017
Kevin Durant,GSW,29,68,49,19,34.2,115.9,108.9,7.0,24.3,1.77,18.7,1.5,16.9,9.9,10.6,58.6,64.0,29.3,102.24,16.8,2017
Kevin Love,CLE,29,59,37,22,28.0,112.7,111.3,1.4,9.9,1.14,9.9,6.5,27.4,17.2,8.7,55.2,61.4,24.8,98.75,15.0,2017
Kevon Looney,GSW,22,66,45,21,13.8,110.7,104.6,6.1,6.2,1.35,14.0,9.4,13.5,11.6,10.3,58.3,58.8,12.1,100.71,7.9,2017
Khris Middleton,MIL,26,82,44,38,36.4,110.3,108.7,1.6,17.2,1.72,17.0,1.6,13.3,7.6,9.9,52.4,57.7,23.9,97.78,11.4,2017
Kristaps Porzingis,NYK,22,48,22,26,32.4,107.1,106.7,0.4,6.3,0.61,4.9,3.9,15.4,9.8,8.0,48.9,53.9,30.5,97.78,12.5,2017
Kyle Anderson,SAS,24,74,41,33,26.7,105.3,102.0,3.3,14.6,2.15,25.3,4.3,15.8,10.0,11.8,54.9,58.2,13.3,96.75,11.1,2017
Kyle Kuzma,LAL,22,77,34,43,31.2,105.3,107.5,-2.2,9.1,1.01,10.0,3.5,15.4,9.5,10.0,52.7,54.9,21.9,101.81,10.4,2017
Kyle O'Quinn,NYK,28,77,28,49,18.0,105.6,106.8,-1.1,16.6,1.58,22.7,9.0,24.2,16.8,14.4,58.9,62.5,16.8,98.76,13.7,2017
Kyle Singler,OKC,30,12,5,7,4.9,93.4,92.7,0.7,5.7,0.67,6.3,1.6,14.3,8.0,9.4,38.1,43.0,21.9,99.52,4.9,2017
LaMarcus Aldridge,SAS,32,75,45,30,33.4,108.7,103.3,5.4,11.1,1.37,8.6,9.8,15.6,12.7,6.3,52.0,57.0,28.8,94.67,15.9,2017
Lance Thomas,NYK,30,73,25,48,18.5,101.4,107.3,-5.9,4.4,1.07,11.7,3.3,9.8,6.5,10.9,47.6,51.3,10.6,98.37,3.7,2017
Larry Nance Jr.,CLE,25,66,32,34,21.5,104.9,103.9,1.0,8.5,1.61,13.5,10.7,19.9,15.2,8.4,58.4,60.5,15.5,101.03,12.8,2017
Lauri Markkanen,CHI,21,68,23,45,29.7,101.5,110.5,-9.0,6.4,0.95,7.3,3.7,21.7,12.3,7.6,51.8,55.2,21.5,99.49,11.4,2017
LeBron James,CLE,33,82,50,32,36.9,113.7,112.1,1.6,43.2,2.15,25.8,3.3,20.1,11.9,12.0,59.0,62.1,31.0,99.12,19.1,2017
Luc Mbah a Moute,HOU,31,61,52,9,25.6,111.4,101.7,9.7,5.2,0.81,10.8,1.5,10.2,6.0,13.4,57.2,59.5,12.8,98.83,6.7,2017
Luke Babbitt,MIA,29,50,15,35,14.3,105.6,108.3,-2.7,6.4,1.63,11.3,1.0,12.3,6.7,6.9,56.3,57.6,14.7,100.16,6.8,2017
Luke Kornet,NYK,22,20,6,14,16.3,102.2,111.5,-9.3,11.4,2.17,15.6,3.2,15.8,9.4,7.2,50.4,51.6,18.9,100.19,8.3,2017
Luol Deng,LAL,33,1,0,1,13.1,89.7,110.0,-20.3,11.1,1.00,25.0,0.0,0.0,0.0,25.0,50.0,50.0,9.1,107.82,3.9,2017
Malcolm Miller,TOR,25,15,15,0,8.4,105.0,102.3,2.7,3.4,0.60,7.9,3.1,9.0,6.0,13.2,60.7,63.8,11.4,98.86,5.4,2017
Mangok Mathiang,CHA,25,4,3,1,5.0,95.3,95.2,0.1,0.0,0.00,0.0,13.6,33.3,23.3,0.0,57.1,53.8,13.7,103.03,12.9,2017
MarShon Brooks,MEM,29,7,2,5,27.5,115.3,115.7,-0.4,20.5,1.56,16.4,3.9,7.7,5.6,10.5,59.3,62.9,27.1,97.95,14.7,2017
Marco Belinelli,PHI,32,80,39,41,24.3,105.4,106.8,-1.4,11.5,1.57,13.8,1.0,6.6,3.8,8.8,53.9,58.1,19.7,101.06,9.3,2017
Marcus Morris Sr.,BOS,28,54,34,20,26.7,106.0,105.3,0.7,8.2,1.11,8.9,2.9,16.6,9.7,8.0,49.9,54.1,22.2,98.49,10.6,2017
Mario Hezonja,ORL,23,75,21,54,22.1,103.6,109.6,-6.0,10.1,1.23,12.4,2.4,14.4,8.4,10.1,51.5,54.4,19.7,98.69,9.4,2017
Markieff Morris,WAS,28,73,37,36,27.0,108.4,107.7,0.7,10.7,1.12,14.0,4.0,17.3,10.7,12.6,53.6,56.6,19.4,97.12,9.2,2017
Marquese Chriss,PHX,20,72,19,53,21.2,100.8,109.2,-8.4,8.1,0.78,11.2,4.6,20.0,12.1,14.5,48.2,50.9,17.6,102.86,7.5,2017
Marreese Speights,ORL,30,52,15,37,13.0,104.9,103.4,1.6,10.4,1.00,8.8,3.0,15.2,9.3,8.8,51.9,53.9,26.5,99.52,8.9,2017
Marvin Williams,CHA,32,78,33,45,25.7,108.7,107.1,1.6,6.9,1.45,12.4,3.6,14.0,8.9,8.5,57.0,60.3,14.5,100.05,9.3,2017
Mason Plumlee,DEN,28,74,40,34,19.5,107.5,108.2,-0.7,14.5,1.39,20.6,9.2,18.2,13.8,14.8,60.1,58.6,16.1,99.99,9.8,2017
Matt Costello,SAS,24,4,2,2,8.1,126.6,100.0,26.6,7.1,2.00,28.6,4.0,27.6,16.7,14.3,50.0,50.0,7.1,96.89,5.7,2017
Maurice Harkless,POR,25,59,36,23,21.4,105.3,105.5,-0.2,6.1,1.33,12.7,3.6,9.0,6.3,9.6,57.7,59.6,12.3,98.71,7.2,2017
Maxi Kleber,DAL,26,72,20,52,16.8,101.8,105.3,-3.6,6.6,1.70,12.3,5.5,13.7,9.5,7.2,55.3,57.6,13.5,97.78,8.0,2017
Michael Beasley,NYK,29,74,24,50,22.3,106.6,110.6,-4.0,12.2,0.86,10.8,5.7,19.1,12.3,12.6,52.8,55.6,26.1,98.96,12.2,2017
Michael Kidd-Gilchrist,CHA,24,74,34,40,25.0,109.0,107.2,1.8,5.7,1.34,9.3,4.4,11.5,7.9,7.0,50.4,53.6,15.9,99.95,7.4,2017
Mike Muscala,ATL,26,53,14,39,20.0,103.5,107.9,-4.4,7.4,1.21,11.8,4.9,15.2,10.0,9.7,55.8,59.7,14.9,102.51,9.6,2017
Mike Scott,WAS,29,76,39,37,18.5,105.6,107.6,-2.0,9.3,1.01,11.2,3.6,14.1,8.8,11.1,59.0,59.9,19.4,99.15,9.6,2017
Miles Plumlee,ATL,29,55,19,36,16.7,99.1,106.4,-7.3,7.4,0.71,14.2,8.2,16.0,12.1,19.9,58.3,57.4,12.7,100.64,7.1,2017
Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,116.76,-400.0,2017
Mirza Teletovic,MIL,32,10,4,6,15.9,98.2,108.6,-10.4,10.3,1.43,13.5,2.1,12.8,7.7,9.5,62.3,62.3,18.3,98.46,9.7,2017
Montrezl Harrell,LAC,24,76,39,37,17.0,109.1,107.0,2.1,9.3,1.09,9.5,8.1,14.6,11.5,8.7,63.6,64.7,22.7,102.39,14.4,2017
Myke Henry,MEM,25,20,3,17,18.9,105.6,109.7,-4.1,8.3,1.16,14.3,2.6,8.1,5.2,12.3,46.3,47.2,14.8,99.15,5.3,2017
Nemanja Bjelica,MIN,30,67,38,29,20.5,107.8,107.8,0.0,8.8,1.65,16.2,3.9,16.4,10.1,9.8,56.3,58.1,13.9,99.42,8.2,2017
Nene,HOU,35,52,42,10,14.6,115.2,98.1,17.1,9.3,1.18,12.3,7.4,15.6,11.6,10.4,56.9,59.4,18.3,102.06,9.2,2017
Nick Collison,OKC,37,15,9,6,5.0,97.4,100.6,-3.2,8.7,0.57,11.1,8.6,17.6,12.9,19.4,68.4,62.7,18.1,100.10,9.0,2017
Nick Young,GSW,33,80,56,24,17.4,106.8,106.0,0.8,3.8,0.92,6.1,1.5,7.1,4.4,6.6,53.8,56.2,16.9,101.41,6.1,2017
Nicolas Batum,CHA,29,64,27,37,31.0,109.2,109.6,-0.4,25.5,2.66,29.6,2.8,12.4,7.5,11.1,48.6,52.3,17.8,100.07,10.4,2017
