Position,index,PIE,YEAR,AGE,PLAYER,FP,MIN,PTS,FGM,FGA,DREB,TOV,REB,FTA,FTM,AST,OREB,GP,3PA,OFFRTG,TS%,AST%,REB%,FG%,AST/TO,NETRTG,Salary,PlayerGrade
Forward,4120,11.7,2014,27,Marreese Speights,18,15.9,10.4,4.2,8.5,2.8,1.1,4.3,2.3,2,0.9,1.4,76,0.2,108.7,54.6,9.8,13.1,49.2,0.88,7.4,3657500,good
Forward,4361,10.3,2013,26,Marreese Speights,12.3,12.4,6.4,2.5,5.6,2.4,0.8,3.7,1.7,1.4,0.4,1.3,79,0.4,94.6,50.7,6.1,14.1,44.1,0.48,-4.6,3500000,good
Forward,4605,10.6,2012,25,Marreese Speights,17,16.5,8.3,3.3,7.4,3,1,4.9,2.2,1.7,0.6,1.8,79,0.1,99,49.8,6.7,15,44.5,0.59,-4.8,4200000,good
Forward,4847,9.4,2011,24,Marreese Speights,18.7,22.4,8.8,3.7,8.1,4,1.2,6.2,1.8,1.4,0.8,2.2,60,0.1,98.9,49.1,5.9,14.6,45.3,0.65,-2.2,2721255,good
Forward,5281,9.7,2009,22,Marreese Speights,16.6,16.4,8.6,3.4,7.2,2.7,0.8,4.1,2.3,1.7,0.6,1.4,62,0.1,103.6,52.4,6.2,13.3,47.7,0.71,-8.8,1658280,aboveAvergae
Forward,5503,10.5,2008,21,Marreese Speights,15.3,16,7.7,3.2,6.4,2.2,0.6,3.7,1.7,1.3,0.4,1.6,79,0.1,105.2,54.3,4.4,12.1,50.2,0.65,-3.3,1542600,aboveAvergae
Forward,3364,5.7,2017,24,Matt Costello,7.2,8.1,1,0.5,1,2,0.3,2.3,0,0,0.5,0.3,4,0,126.6,50,7.1,16.7,50,2,26.6,77250,belowAverage
Forward,3378,9,2017,37,Nick Collison,3.6,5,2.1,0.9,1.3,0.9,0.5,1.3,0.9,0.3,0.3,0.5,15,0,97.4,62.7,8.7,12.9,68.4,0.57,-3.2,2328652,aboveAvergae
Forward,4379,7.3,2013,33,Nick Collison,11.7,16.7,4.2,1.7,3,2.2,0.9,3.6,1.1,0.8,1.3,1.4,81,0.2,111.2,59.9,10.8,10.9,55.6,1.46,13,2585668,good
Forward,4621,8.7,2012,32,Nick Collison,14.4,19.5,5.1,2.2,3.7,2.6,0.9,4.1,1,0.7,1.5,1.5,81,0,112.3,62.4,11.2,10.9,59.5,1.75,12.5,2929332,good
Forward,4861,7.2,2011,31,Nick Collison,13.6,20.7,4.5,1.9,3.2,2.5,1,4.3,1,0.7,1.3,1.9,63,0,112.3,62.2,9.3,10.9,59.7,1.34,11,3272997,good
Forward,5079,6.7,2010,30,Nick Collison,13.7,21.5,4.6,1.9,3.4,2.8,0.8,4.5,1,0.8,1,1.7,71,0,111.5,60,6.8,10.8,56.6,1.25,10.7,13250000,topPayer
Forward,5295,8.4,2009,29,Nick Collison,15.3,20.8,5.9,2.4,4.1,3.1,0.8,5.1,1.4,1,0.5,2,75,0.1,107.1,61.6,3.8,12.7,58.9,0.6,9.5,6250000,topPayer
Forward,5522,9.5,2008,28,Nick Collison,21.1,25.8,8.2,3.4,6,4.3,1,6.9,1.9,1.4,0.9,2.5,71,0,100.5,59.9,5.7,13.7,56.8,0.9,-5.4,6350000,topPayer
Forward,5756,10.5,2007,27,Nick Collison,25.8,28.5,9.8,4.1,8.2,6.1,1.5,9.4,2.1,1.6,1.4,3.3,78,0,100.9,53.7,7.7,15.9,50.2,0.96,-7.1,5750000,topPayer
Forward,5992,9.1,2006,26,Nick Collison,23.6,29,9.6,3.9,7.8,5.3,1.5,8.1,2.4,1.9,1,2.8,82,0,105.4,54.6,5.5,14.7,50,0.67,-1.5,2501070,good
Forward,6224,8,2005,25,Nick Collison,17.2,21.9,7.5,3.1,6,3.4,1.2,5.6,1.7,1.2,1.1,2.2,66,0,111.2,55.6,7.9,13.4,52.5,0.96,1.1,1815000,aboveAvergae
Forward,5081,7.6,2010,24,Omer Asik,9.9,12.1,2.8,1,1.7,2.4,0.8,3.7,1.8,0.9,0.4,1.4,82,0,103.2,55.9,4.9,15.8,55.3,0.5,13.1,1721000,aboveAvergae
Forward,3418,7.3,2017,26,Tarik Black,10.1,10.5,3.5,1.5,2.5,2,0.7,3.2,1.2,0.6,0.3,1.2,51,0.2,97.7,58.2,4.2,14.4,59.1,0.37,-7.3,3290000,good
Forward,3670,8.5,2016,25,Tarik Black,15.1,16.3,5.7,2.2,4.4,3,0.9,5.1,1.6,1.2,0.6,2.1,67,0,105,56,5.2,14.9,51,0.67,-0.9,6191000,topPayer
Forward,3929,8.1,2015,24,Tarik Black,10.8,12.7,3.4,1.5,2.7,2.9,0.6,4,1.2,0.5,0.4,1.1,39,0,102.8,53.7,5.3,15.5,54.8,0.73,3.4,845059,belowAverage
Forward,4179,9.3,2014,23,Tarik Black,15.3,19,6,2.5,4.3,3.6,0.8,5.8,1.9,1,0.7,2.3,63,0,101.5,58.3,5.9,15.5,57.5,0.88,-3.8,507336,belowAverage
Forward,3695,10.8,2016,27,Willie Reed,13.7,14.5,5.3,2.3,4,2.9,0.4,4.7,1.2,0.7,0.4,1.8,71,0.1,103.8,57.8,4,15.5,56.8,0.84,1.9,3177701.55,good
Forward,3954,11.4,2015,26,Willie Reed,11.2,10.9,4.7,1.9,3.4,1.9,0.4,3.1,1.4,0.8,0.3,1.3,39,0,97.2,57.9,3.9,14.3,57.1,0.63,-7.2,525093,belowAverage
Forward,5146,11,2009,27,Anderson Varejao,24,28.5,8.6,3.5,6.1,5.1,0.9,7.6,2.3,1.5,1.1,2.5,76,0.1,113,59.8,6.2,14.2,57.2,1.3,13.1,6300000,topPayer
Forward,5368,10,2008,26,Anderson Varejao,22.9,28.5,8.6,3.3,6.2,5.1,1,7.2,3.1,1.9,1,2,81,0,111.1,56.5,5.5,13.2,53.6,1.01,10.7,5784480,topPayer
Forward,5596,9.3,2007,25,Anderson Varejao,21,27.5,6.7,2.8,6.1,5.5,1.2,8.3,1.7,1,1.1,2.8,48,0,104.3,48.5,6.5,15.4,46.1,0.9,3.3,5356000,good
Forward,5827,9.4,2006,24,Anderson Varejao,20.1,23.9,6.8,2.4,5,4.4,0.8,6.7,3.3,2,0.9,2.4,81,0.1,104,52.7,6,14.3,47.6,1.12,6.8,945600,belowAverage
Forward,3469,4.9,2016,29,Arinze Onuaku,1.9,3.5,0.5,0.3,0.5,0.5,0.3,0.8,0,0,0.3,0.3,8,0,80.4,50,14.3,10.9,50,1,-24.9,426775,belowAverage
Forward,3973,13,2014,27,Arinze Onuaku,11.4,11.4,4.5,2,2.3,2.3,0.3,3.5,1.3,0.5,0.7,1.2,6,0,110.9,77.1,8.9,15.2,85.7,2,-10.5,48028,belowAverage
Forward,4226,3.7,2013,26,Arinze Onuaku,3.2,6,0.6,0.2,1,1.2,0.2,1.6,0.4,0.2,0.6,0.4,5,0,101.6,25.5,13,17,20,3,-17.1,106776,belowAverage
Forward,3476,7.1,2016,35,Boris Diaw,10.6,17.6,4.6,2,4.5,1.5,1.2,2.2,0.5,0.4,2.3,0.6,73,1.1,104.9,49.4,20.7,6.5,44.6,1.95,0,7000000,topPayer
Forward,3723,9.9,2015,34,Boris Diaw,14.1,18.2,6.4,2.7,5,2.3,1.3,3.1,1,0.7,2.3,0.8,76,0.9,106.6,58.2,18.2,8.6,52.7,1.81,10.2,7500000,topPayer
Forward,3979,9.5,2014,33,Boris Diaw,18.8,24.5,8.7,3.6,7.8,3.3,1.6,4.3,1.1,0.9,2.9,1,81,2.1,106.3,52.6,18.1,9,46,1.85,7.4,8000000,topPayer
Forward,4467,8,2012,31,Boris Diaw,15.5,22.8,5.8,2.4,4.4,2.5,1.1,3.4,0.9,0.6,2.4,0.9,75,1,106.2,60.3,15.2,7.8,53.9,2.14,4.6,4500000,good
Forward,4699,8.5,2011,30,Boris Diaw,18.8,25,6.4,2.7,6.2,3.7,2,4.9,0.6,0.4,3.6,1.2,57,1.7,97.2,49.8,22.4,9.8,44.4,1.83,-7.8,9000000,topPayer
Forward,5381,11.1,2008,27,Boris Diaw,27.4,34,13.2,5.5,10.9,3.9,2.7,5.3,1.8,1.2,4.1,1.5,81,2.2,105.3,56.5,20.8,8.4,50.7,1.55,1.7,9000000,topPayer
Forward,5616,8.9,2007,26,Boris Diaw,21.9,28.1,8.8,3.8,7.9,3.4,1.9,4.6,1.6,1.2,3.9,1.2,82,0.5,108.3,51.6,19.6,8.3,47.7,2.05,3.8,9000000,topPayer
Guard,11889,6.3,2003,22,Boris Diaw,15.6,25.2,4.5,1.8,4.1,3,1.7,4.5,1.2,0.7,2.4,1.5,76,0.3,95.5,48.3,15.4,9.1,44.7,1.44,-5.9,1021080,belowAverage
Forward,3490,6.3,2016,38,Chris Andersen,8.6,9.5,2.3,0.8,1.8,1.8,0.4,2.6,1.2,0.8,0.4,0.8,12,0.3,111.3,49.7,6.3,13.5,40.9,1,3.9,1551659,aboveAvergae
Forward,3738,9.5,2015,37,Chris Andersen,11.7,14.9,3.9,1.4,2.7,2.3,0.3,3.6,1.3,0.9,0.4,1.3,27,0.5,101.1,59.8,4.5,12.9,52.8,1.33,-10.1,5000000,good
Forward,3995,12,2014,36,Chris Andersen,16.1,18.9,5.3,2,3.5,3.7,0.7,5,1.9,1.3,0.7,1.3,60,0.2,100,62.2,6.3,14.1,58,1.08,-0.4,5300000,good
Forward,4247,11.8,2013,35,Chris Andersen,18,19.4,6.6,2.5,3.8,3.5,0.7,5.3,2.3,1.7,0.3,1.8,72,0.2,107.2,68.3,2.1,14.9,64.4,0.36,6.6,6217507,topPayer
Forward,4481,10.9,2012,34,Chris Andersen,14.2,14.9,4.9,1.7,2.9,2.7,0.6,4.1,2.2,1.5,0.4,1.4,42,0.1,106.2,63.1,4.5,14.4,57.7,0.71,7.2,5225952,good
Forward,4953,12.3,2010,32,Chris Andersen,16.9,16.3,5.6,1.8,3,3.2,0.6,4.9,3,1.9,0.4,1.7,45,0,106.4,63.6,4.3,14.8,59.9,0.8,6.2,4533300,good
Forward,5176,10.5,2009,31,Chris Andersen,20.7,22.3,5.9,1.9,3.3,4.4,0.8,6.4,3.1,2.2,0.4,1.9,76,0,112.2,63.1,2.8,14.3,56.6,0.56,10.6,3650000,good
Forward,5398,11.3,2008,30,Chris Andersen,22.6,20.6,6.4,2.3,4.1,3.9,1,6.2,2.5,1.8,0.4,2.3,71,0.1,107.1,60.8,3.3,14.7,54.8,0.45,3.5,998398,belowAverage
Forward,5633,1.7,2007,29,Chris Andersen,5.6,6.8,1.2,0.4,1.4,1.4,0.2,1.8,0.8,0.4,0,0.4,5,0,108.8,34.2,0,12.7,28.6,0,4.3,2464552.51,aboveAvergae
Forward,6100,7.9,2005,27,Chris Andersen,14.9,17.8,5,1.8,3.1,2.9,0.8,4.8,3.2,1.5,0.2,1.9,32,0,99.2,56.2,1.8,14.4,57.1,0.23,1.3,3500000,good
Forward,6334,14.1,2004,26,Chris Andersen,20.7,21.3,7.7,2.9,5.3,4.1,1,6.1,2.8,2,1.1,2,67,0,98.6,58.1,9.3,15,53.4,1.11,-1.7,1600000,aboveAvergae
Forward,6573,9.6,2003,25,Chris Andersen,14.8,14.5,3.4,1.3,2.9,2.9,0.7,4.2,1.5,0.9,0.5,1.3,71,0,97.4,48.6,5.3,13.7,44.3,0.73,0.3,638679,belowAverage
Forward,6814,10.5,2002,24,Chris Andersen,15.1,15.3,5.2,1.9,4.8,2.8,1,4.6,2.4,1.3,0.5,1.8,59,0,87.5,44,6.6,14.6,40,0.53,-6.7,512435,belowAverage
Forward,7038,6.8,2001,23,Chris Andersen,11.1,10.9,3,1,3.1,1.6,0.5,3.2,1.2,0.9,0.3,1.6,24,0.2,104.1,41.7,3.9,13.5,33.8,0.54,7.4,288171,belowAverage
Forward,3505,12.6,2016,34,David Lee,18,18.7,7.3,3.1,5.3,3.7,1,5.6,1.4,1,1.6,1.9,79,0,109.8,61.3,12.6,14.9,59,1.51,10.3,1551659,aboveAvergae
Forward,3761,13.8,2015,33,David Lee,18.2,16.4,7.8,3.2,6.1,3.7,1.2,5.5,1.7,1.3,1.5,1.8,55,0,98.4,56.8,16.2,16.3,53.1,1.27,-4,17120776,topPayer
Forward,4011,12.1,2014,32,David Lee,19.3,18.5,7.9,3.3,6.4,3.6,1,5.2,2.1,1.4,1.7,1.7,49,0,104.9,54.1,14.2,13.8,51.1,1.73,1.3,15012000,topPayer
Forward,4502,14.1,2012,30,David Lee,38,36.8,18.5,7.6,14.7,8.5,2.6,11.2,4.1,3.2,3.5,2.8,79,0.1,107,56.1,15.8,15.2,51.9,1.35,2.7,12744000,topPayer
Forward,4743,12.6,2011,29,David Lee,37.2,37.2,20.1,8.1,16.2,6.6,2.6,9.6,4.9,3.8,2.8,3,57,0.1,105.2,54.9,13.2,13.2,50.3,1.09,-3,11610000,topPayer
Forward,4973,11.9,2010,28,David Lee,35,36.1,16.5,6.8,13.4,6.8,2.3,9.8,3.7,2.9,3.2,3,73,0,108.1,54.9,13.6,13.9,50.7,1.37,-2,10800000,topPayer
Forward,5414,13.3,2008,26,David Lee,35.2,34.9,16,6.4,11.7,8.6,1.9,11.7,4.1,3.1,2.1,3.2,81,0,107.1,59,9.8,16.7,54.9,1.16,-2.9,1788033,aboveAvergae
Forward,3546,2.7,2016,25,Jared Sullinger,7.7,10.7,3.4,1.4,4.3,1.5,0.4,2.5,0.7,0.4,0.3,0.9,11,1.6,90.8,36.6,4.8,10.6,31.9,0.75,-13.9,5628000,topPayer
Forward,3806,12.2,2015,24,Jared Sullinger,27,23.6,10.3,4.3,10,5.9,1.3,8.3,2,1.3,2.3,2.4,81,1.3,107.4,47.6,14.8,16.7,43.5,1.83,5.3,2269260,aboveAvergae
Forward,4310,10.4,2013,22,Jared Sullinger,27.2,27.6,13.3,5.2,12.1,4.9,1.6,8.1,2.7,2.1,1.6,3.3,74,2.8,102.7,49.7,9.7,14.6,42.7,0.99,-0.8,1365720,aboveAvergae
Forward,3549,12.1,2016,23,Jarnell Stokes,5.7,3.3,1.5,0.5,0.5,0.5,0,1,1,0.5,1,0.5,2,0,114.3,79.8,40,11.8,100,0,0,150000,belowAverage
Forward,3809,16.2,2015,22,Jarnell Stokes,2.3,2.7,1,0.4,0.7,0.4,0,0.6,0.3,0.1,0.1,0.1,7,0,100,59.5,8.3,10.8,60,0,23.7,845059,belowAverage
Forward,4066,9.5,2014,21,Jarnell Stokes,6.7,6.6,3,1.1,1.9,0.9,0.4,1.8,1.5,0.8,0.2,0.8,19,0,95.4,57.8,5.3,12.9,56.8,0.57,7.9,507336,belowAverage
Forward,3562,8,2016,24,Johnny O'Bryant III,6.1,7.3,3.5,1.4,2.7,0.9,0.5,1.7,0.5,0.5,0.5,0.8,11,0.5,101.8,58.2,12.5,13,50,1,-17.5,930530.13,belowAverage
Forward,3821,4.5,2015,23,Johnny O'Bryant III,7.7,13,3,1.3,3.2,1.7,0.5,2.7,0.6,0.4,0.5,1,66,0,99.7,44.1,5.7,10.6,41.1,1.03,-6.9,1612551.26,aboveAvergae
Forward,3566,1.5,2016,29,Jordan Hill,4,6.7,1.7,0.7,1.9,0.9,0.6,2,0.3,0.3,0,1.1,7,0,102.2,43.2,0,15.1,38.5,0,12.1,4000000,good
Forward,4329,12.9,2013,26,Jordan Hill,22.5,20.8,9.7,4,7.2,4.7,1,7.4,2.5,1.7,0.8,2.7,72,0,99.4,57.9,6.3,17,54.9,0.72,-9.4,3500000,good
Forward,5031,7.4,2010,23,Jordan Hill,13.2,15.6,5.6,2.4,4.9,2.5,0.9,4.3,1.2,0.8,0.4,1.8,72,0,103.4,52.1,4.3,13.6,49.1,0.47,-7.1,2669520,good
Forward,3583,9.5,2016,27,Kevin Seraphin,10,11.4,4.7,2.2,4,2.1,0.6,2.9,0.4,0.3,0.5,0.8,49,0,99.6,55.9,6.9,12.5,55.1,0.79,-9.8,1800000,aboveAvergae
Forward,3844,7.8,2015,26,Kevin Seraphin,10.4,11,3.9,1.8,4.3,2,0.9,2.6,0.5,0.4,1,0.6,48,0,92.7,43.5,15.7,11.4,41,1.09,-7.6,2814000,good
Forward,3596,-5.6,2016,28,Larry Sanders,2.6,2.5,0.8,0.2,0.8,0.2,0.4,0.8,0.4,0.4,0,0.6,5,0,92.6,41,0,19,25,0,-3.7,5207722,good
Forward,4830,6.4,2011,23,Larry Sanders,13.6,12.4,3.6,1.6,3.5,1.9,0.8,3.1,0.7,0.3,0.6,1.2,52,0,101.6,46.3,7.9,11.6,45.7,0.77,9.3,1861920,aboveAvergae
Forward,5049,6,2010,22,Larry Sanders,12.4,14.5,4.3,1.9,4.5,2,0.6,3,0.8,0.5,0.3,1,60,0,92.4,44.8,3.3,10.3,43.3,0.42,-8.2,1731960,aboveAvergae
Forward,3597,6.9,2016,28,Lavoy Allen,10.2,14.3,2.9,1.3,2.8,1.9,0.5,3.6,0.5,0.4,0.9,1.7,61,0,102.5,48.5,9.3,12.5,45.8,1.97,-6.8,3500000,good
Forward,3859,9,2015,27,Lavoy Allen,15,20.2,5.4,2.4,4.7,3.3,0.9,5.4,0.9,0.6,1,2.1,79,0,104.8,53.2,7,13,51.6,1.1,6,3550000,good
Forward,4109,10.7,2014,26,Lavoy Allen,15,17,5,2.2,4.7,3.2,0.6,5.1,0.7,0.5,1.2,2,63,0,103.4,49.3,10.7,14.6,47.2,1.83,4.1,948163,belowAverage
Forward,4351,8.7,2013,25,Lavoy Allen,14,16.5,4.7,2.1,4.6,3,0.7,4.8,0.8,0.5,1.1,1.8,65,0.2,94.7,47,10.5,13.6,44.7,1.61,-8.8,3120000,good
Forward,4589,7.1,2012,24,Lavoy Allen,15.4,21.1,5.8,2.6,5.7,3,0.7,5,0.8,0.5,0.9,2,79,0,98.2,47.4,6.8,11.9,45.4,1.33,-2.2,3000000,good
Forward,4831,9.8,2011,23,Lavoy Allen,12.2,15.2,4.1,1.9,4.1,3,0.5,4.2,0.3,0.3,0.8,1.1,41,0,96.3,48.8,8.9,13.2,47.3,1.7,4.2,473604,belowAverage
Forward,3665,10.9,2016,29,Spencer Hawes,14.3,14.8,6.2,2.5,5.1,2.8,0.9,3.5,1,0.8,1.5,0.7,54,1.5,99.6,56.2,17.4,11.6,48.4,1.65,-11.2,5782450,topPayer
Forward,3924,9.4,2015,28,Spencer Hawes,15.5,18.2,6,2.2,5.4,3.4,1,4.3,1.1,0.9,1.9,0.9,57,1.8,101.1,50.8,17.1,11.2,40.5,1.88,1.8,5543725,good
Forward,4175,6.8,2014,27,Spencer Hawes,14.2,17.5,5.8,2.2,5.7,3.1,0.8,3.5,0.9,0.6,1.2,0.4,73,2.4,101.3,47.8,11,10,39.3,1.44,-3.1,5305000,good
Forward,4650,10.9,2012,25,Spencer Hawes,26.4,27.2,11,4.6,9.9,5.1,1.6,7.2,1.9,1.5,2.2,2.1,82,1.1,99.9,51.4,13.4,13,46.4,1.4,-3.8,6500000,topPayer
Forward,5334,9,2009,22,Spencer Hawes,23.6,26.4,10,4.3,9.3,4,1.8,6.1,1.5,1,2.2,2,72,1.2,102.7,50.7,13.2,11.5,46.8,1.21,-5.9,2332800,aboveAvergae
Forward,5559,8.8,2008,21,Spencer Hawes,26.1,29.3,11.4,4.8,10.4,5.2,2.1,7.1,1.8,1.2,1.9,1.9,77,1.5,103.2,50.9,11.1,12.7,46.6,0.93,-11.3,2180760,aboveAvergae
Forward,3678,10.6,2016,32,Tiago Splitter,8.9,9.5,4.9,1.8,3.9,1.8,0.8,2.8,1.4,1.1,0.5,1,8,0.8,105,54.4,8.9,13.7,45.2,0.67,-3.2,8250000,topPayer
Forward,3937,8.8,2015,31,Tiago Splitter,12.8,16.1,5.6,2.3,4.3,2.1,0.7,3.3,1.3,1.1,0.8,1.3,36,0.1,103.1,57.1,7.7,10.4,52.3,1.25,8.3,8500000,topPayer
Forward,4896,13,2011,27,Tiago Splitter,19.2,19,9.3,3.6,5.8,3.6,1.5,5.2,3.1,2.1,1.1,1.6,59,0,111.4,64.9,9.4,14.4,61.8,0.75,10.4,3672000,good
Forward,3706,10.9,2015,33,Amar'e Stoudemire,14.2,14.7,5.8,2.4,4.3,3,0.9,4.3,1.3,1,0.5,1.3,52,0,103.6,59.9,5.4,15.1,56.6,0.57,0,4733717.78,good
Forward,3963,13.1,2014,32,Amar'e Stoudemire,21.4,21.1,11.5,4.6,8.3,3.7,1.3,5.6,3.2,2.3,0.8,1.9,59,0.1,103.8,59.5,6.4,13.8,55.7,0.58,-2.5,6858238.58,topPayer
Forward,4213,12,2013,31,Amar'e Stoudemire,19.9,22.6,11.9,4.8,8.6,3.2,1.4,4.9,3.1,2.3,0.5,1.7,65,0,103.6,59.6,4.4,11.7,55.7,0.37,-6.2,7178330.89,topPayer
Forward,4451,12.9,2012,30,Amar'e Stoudemire,22.4,23.5,14.2,5.3,9.2,2.9,1.7,5,4.5,3.6,0.4,2.1,29,0,107.6,63.7,3.7,11.5,57.7,0.26,2.7,8240225.53,topPayer
Forward,4686,12.4,2011,29,Amar'e Stoudemire,31.5,32.8,17.5,6.7,13.9,5.6,2.4,7.8,5.2,4,1.1,2.3,47,0.4,99.9,54.1,6.3,12.1,48.3,0.46,-1.9,10516439.79,topPayer
Forward,4921,13.7,2010,28,Amar'e Stoudemire,44.2,36.8,25.3,9.5,19,5.6,3.2,8.2,7.7,6.1,2.6,2.5,78,0.3,111.2,56.5,12.8,11.4,50.2,0.81,1.3,15015252.06,topPayer
Forward,5366,13.6,2008,26,Amar'e Stoudemire,37.2,36.8,21.4,7.6,14.1,5.9,2.8,8.1,7.3,6.1,2,2.2,53,0.1,110.3,61.7,8.7,11.6,53.9,0.69,3,11088146.4,topPayer
Forward,5594,16.8,2007,25,Amar'e Stoudemire,44.8,33.9,25.2,9,15.3,6.8,2.2,9.1,8.7,7,1.5,2.3,79,0.4,116,65.6,7.2,13.9,59,0.68,8.1,14549705.22,topPayer
Forward,3710,7.3,2015,30,Andrea Bargnani,10,13.8,6.6,2.8,6.1,1.5,0.6,2.1,1.2,1,0.4,0.6,46,0.3,95.6,50,5.1,7.7,45.5,0.69,-14.7,1362897,aboveAvergae
Forward,3966,10.9,2014,29,Andrea Bargnani,24,27.1,14.8,5.7,12.4,3.3,1.4,4.4,3.7,3,1.6,1.1,29,1.4,94.6,52.7,11.9,8.1,45.4,1.1,-18.2,12000000,topPayer
Forward,4218,8.9,2013,28,Andrea Bargnani,24.6,29.9,13.3,5.3,12,3.6,1.4,5.3,2.4,2,1.1,1.6,42,2.6,101.6,51,6.3,9.2,44.2,0.78,-6.1,11000000,topPayer
Forward,4455,7,2012,27,Andrea Bargnani,20.9,28.6,12.7,4.9,12.2,2.9,1.5,3.7,2.2,1.9,1.1,0.7,35,3.5,102.6,48.2,6.4,6.5,39.9,0.7,-5.9,10000000,topPayer
Forward,4690,12.9,2011,26,Andrea Bargnani,30,33.3,19.5,6.7,15.6,4.8,2.2,5.5,5.6,4.9,2,0.8,31,3.7,102.5,53.8,11.3,8.9,43.2,0.88,-2.3,9250000,topPayer
Forward,5371,9,2008,23,Andrea Bargnani,26.9,31.5,15.4,5.5,12.3,4.4,1.7,5.3,3.4,2.8,1.2,0.9,78,3.7,104.8,55.9,6.5,8.9,45,0.7,-5.2,5176440,good
Forward,5600,6.1,2007,22,Andrea Bargnani,17.5,23.9,10.2,3.6,9.3,3.1,1.1,3.7,2.2,1.8,1.1,0.6,78,3.3,109.3,49.5,7.3,8.2,38.6,1.01,3.7,4838880,good
Forward,3730,5.2,2015,25,Cameron Bairstow,4.9,5.7,1.9,0.7,2.2,1.3,0.2,1.6,0.4,0.4,0.3,0.2,18,0.3,92.3,39.1,9.1,12,32.5,1.5,-2.3,845059,belowAverage
Forward,3985,-1.9,2014,24,Cameron Bairstow,1.5,3.5,0.6,0.2,0.8,0.1,0.2,0.4,0.3,0.2,0.1,0.3,18,0,99.2,30.9,2.1,6.6,21.4,0.33,-16.3,507336,belowAverage
Forward,4722,11.4,2011,30,Chris Kaman,29.4,29.2,13.1,5.7,12.7,5.9,2.7,7.7,2.3,1.8,2.1,1.9,47,0,100.1,47.8,13.4,14.1,44.6,0.78,-2.7,14030000,topPayer
Forward,3744,5.4,2015,33,Chuck Hayes,6.8,11.9,2,0.5,1,4,1.5,4,1,1,1,0,2,0,88.2,69.4,13.3,14.5,50,0.67,-2.3,70549,belowAverage
Forward,3998,5.2,2014,32,Chuck Hayes,6,8.8,1.7,0.8,1.6,1.1,0.3,1.8,0.4,0.2,0.7,0.6,29,0,113.3,49.2,10.5,10.4,47.8,2.5,8.8,5958750,topPayer
Forward,4488,7.6,2012,30,Chuck Hayes,11.2,16.3,2.7,1.1,2.6,2.5,0.6,4,0.6,0.4,1.5,1.5,74,0,103.4,46.9,13.5,12.3,44.2,2.55,-0.9,5486250,good
Forward,4727,6.3,2011,29,Chuck Hayes,12.5,19.2,3.2,1.4,3.1,3,0.9,4.3,0.7,0.5,1.4,1.3,54,0,100.3,45.9,10.9,11.1,42.9,1.54,-7.1,5250000,good
Forward,5182,7.7,2009,27,Chuck Hayes,17.1,21.6,4.4,2,4,3.8,0.9,5.7,0.8,0.4,1.7,1.8,82,0,105.7,50,11,13.7,48.9,1.88,1.1,2111750,aboveAvergae
Forward,3763,1.6,2015,27,DeJuan Blair,5.5,7.5,2.1,1,2.3,1.3,0.5,2,0.4,0.2,0.4,0.7,29,0,96.2,41.4,7.7,12.6,41.2,0.73,-9.5,2000000,aboveAvergae
Forward,4014,5.1,2014,26,DeJuan Blair,4.8,6.2,1.9,0.9,2,1.4,0.4,1.9,0.2,0.1,0.1,0.6,29,0,91.6,46.9,2.9,15.3,45.6,0.23,-14.3,2000000,aboveAvergae
Forward,4266,9.7,2013,25,DeJuan Blair,15.5,15.6,6.4,2.7,5,2.9,1,4.7,1.6,1,0.9,1.8,78,0,106,55.7,8.8,15.5,53.4,0.91,0.7,941000,belowAverage
Forward,5199,11.4,2009,21,DeJuan Blair,18.6,18.2,7.8,3.4,6,4,1.4,6.4,2,1.1,0.8,2.4,82,0,106.2,56.4,7,18,55.6,0.58,3.2,850000,belowAverage
Forward,4293,7.9,2013,23,Greg Smith,6.8,9.1,3.5,1.6,2.5,1.5,0.5,2.5,0.5,0.2,0,1,11,0,102.9,62.9,0,12.9,64.3,0,-7.2,884293,belowAverage
Forward,4528,9.6,2012,22,Greg Smith,14,15.9,6,2.4,3.9,3,0.6,4.6,1.9,1.2,0.4,1.6,70,0,109,63.6,3.6,14,62,0.61,5.5,762195,belowAverage
Forward,4776,8.2,2011,21,Greg Smith,7.4,8.6,1.8,0.9,1.4,1.9,0.1,2.5,0,0,0.1,0.6,8,0,87.8,63.6,2.6,13.5,63.6,1,-2.4,301733,belowAverage
Forward,3790,7.6,2015,26,Henry Sims,17.7,18.8,6.5,2.4,5.5,3.6,0.9,5.1,2.1,1.8,0.6,1.5,14,0,96.7,50.4,5.4,13.4,42.9,0.75,-15.7,161633,belowAverage
Forward,4533,15.4,2012,23,Henry Sims,2.7,2.4,2,1,1.5,0,0.5,1,0,0,0,1,2,0,111.1,66.7,0,22.2,66.7,0,21.1,25073,belowAverage
Forward,3792,10.7,2015,27,JJ Hickson,13.2,12.5,5.9,2.3,4.4,2.7,0.7,3.8,2.9,1.3,0.7,1.1,35,0,96.7,51.4,9.1,14.2,51.6,0.92,-7.2,5583413,good
Forward,4052,10,2014,26,JJ Hickson,17.8,19.3,7.6,3,6.3,4.1,1.3,6.2,2.8,1.6,0.8,2.1,73,0,98.2,50.4,6.9,15.2,47.5,0.59,-7.6,5381750,good
