Position,index,PIE,YEAR,AGE,PLAYER,FP,MIN,PTS,FGM,FGA,DREB,TOV,REB,FTA,FTM,AST,OREB,GP,3PA,OFFRTG,TS%,AST%,REB%,FG%,AST/TO,NETRTG,Salary,PlayerGrade
Guard,10347,0.2,2011,32,Keith Bogans,8.3,18.7,4.2,1.6,4.2,1.2,0.6,2.2,1,0.4,0.6,1,5,2.4,96.6,45.3,5.8,6.1,38.1,1,-23.4,848266,belowAverage
Guard,10937,7.3,2008,29,Keith Bogans,12.3,19.6,5.6,1.8,5,2.6,0.6,3.1,0.9,0.8,1,0.5,65,3.4,106.8,52.1,7.7,7.9,36.7,1.56,3.8,2565000,good
Guard,11144,7.1,2007,28,Keith Bogans,16.3,26.8,8.7,2.9,7.2,2.7,0.6,3.2,1.3,1,1.3,0.5,82,5,109.8,55.9,7.1,6.1,41,1.96,6.5,2440000,aboveAvergae
Guard,11348,5.7,2006,27,Keith Bogans,9.2,16.8,5.1,1.7,4.2,1.3,0.8,1.6,1.1,0.8,1,0.3,59,2.3,103.4,54.6,9.4,5.2,40.4,1.28,2.3,2510000,good
Guard,11563,7.3,2005,26,Keith Bogans,17.6,26.6,8.6,3,7.6,2.8,1.3,3.5,2.6,1.8,1.8,0.8,72,2.8,96.8,49.7,11.7,6.9,39.5,1.42,-5.7,869373,belowAverage
Guard,11972,6.8,2003,24,Keith Bogans,15.3,24.5,6.8,2.5,6.2,2.9,1,4.3,1.4,0.9,1.3,1.5,73,2.6,99.5,49.9,8.7,8.8,40.3,1.31,-9.6,366931,belowAverage
Guard,9970,7.2,2013,28,Othyus Jeffers,3.4,7.8,1.5,0.5,1,1.3,0.2,1.5,0.7,0.5,0.2,0.2,6,0.3,119.1,58,2.6,11.7,50,1,30.6,104034,belowAverage
Guard,10582,8.2,2010,25,Othyus Jeffers,14.1,19,5.5,1.8,3.8,2.5,0.8,3.9,2.7,1.8,1.2,1.5,17,0.2,108.3,54.6,8.8,10.5,47.7,1.43,3.9,1845379.33,aboveAvergae
Guard,10784,8.4,2009,24,Othyus Jeffers,4.8,5.2,2.6,0.9,2.1,0.8,0.4,1.4,1.4,0.9,0.1,0.6,14,0,105.3,49.5,2.1,13.1,41.4,0.17,4.7,628413.88,belowAverage
Guard,12979,0,1998,19,Rashard Lewis,4.5,7.4,2.4,1,2.6,0.6,1,1.3,0.7,0.4,0.2,0.7,20,0.3,86.7,40.4,4.7,7.5,36.5,0.2,-14.5,287500,belowAverage
Guard,10801,8.7,2009,25,Ronnie Brewer,21.2,30,8.8,3.6,7.4,2.4,0.9,3.2,2.3,1.5,2.7,0.8,58,0.5,107.1,52.4,13,5.8,48.7,2.91,2.6,2717161,good
Guard,11410,9,2006,22,Ronnie Brewer,8.8,12.1,4.6,1.8,3.4,0.7,0.4,1.3,1.5,1,0.4,0.7,56,0.2,103,56.6,5.7,6,52.8,1,0.2,1595400,aboveAvergae
Guard,12036,9.8,2003,25,Shane Battier,20.3,24.7,8.5,3.1,6.9,2.5,0.7,3.8,2.1,1.5,1.3,1.3,79,2.4,101.8,54.4,8.5,7.5,44.6,1.8,4.1,2533440,good
Guard,12225,8.5,2002,24,Shane Battier,23.5,30.5,9.7,3.5,7.3,2.8,0.9,4.4,1.9,1.5,1.3,1.6,78,2.8,102.4,59.7,6.7,7.1,48.3,1.54,-1.7,2368200,aboveAvergae
Guard,12421,8.3,2001,23,Shane Battier,30.8,39.7,14.4,5.3,12.3,3.1,2,5.4,3.6,2.5,2.8,2.3,78,3.5,97.6,51.8,11.6,6.8,42.9,1.39,-5,2203080,aboveAvergae
Guard,10003,-1.1,2013,36,Stephen Jackson,5.5,11.9,1.7,0.7,2.9,0.9,0.7,1.1,0.4,0.2,0.6,0.2,9,1.6,103.7,27,7.1,5.3,23.1,0.83,11.9,238739,belowAverage
Guard,10213,5.6,2012,35,Stephen Jackson,13.1,19.5,6.2,2.2,6,2.4,1.4,2.8,1.3,0.9,1.5,0.4,55,3.1,104.4,47.3,11,7.5,37.3,1.04,4.7,10060000,topPayer
Guard,10420,7.4,2011,34,Stephen Jackson,19.8,25.8,9.8,3.4,9,3,2.2,3.5,2.4,2,2.5,0.5,47,3.6,103.8,48.5,15.1,6.8,37.4,1.15,1.7,9256500,topPayer
Guard,10816,10.8,2009,32,Stephen Jackson,35.4,38.6,20.6,7.4,17.5,4,3.2,5,5.4,4.2,3.7,1,81,4.9,105.6,51.8,17,6.8,42.3,1.16,2.6,7650000,topPayer
Guard,11016,10.7,2008,31,Stephen Jackson,38.7,39.6,20.7,7,16.9,3.9,3.9,5.1,6,5,6.5,1.2,59,5.2,108.8,53,25.4,6.4,41.4,1.66,-3,7140000,topPayer
Guard,11426,9.2,2006,29,Stephen Jackson,27.1,33,15.5,5.5,12.6,2.1,2.4,3,4,3.2,3.8,0.8,75,4.1,105.8,54,18.3,4.5,43.3,1.57,2.8,6120000,topPayer
Guard,11846,10.7,2004,27,Stephen Jackson,30.2,35.2,18.7,6.5,16.1,4,2.4,4.9,4.5,3.7,2.3,0.9,51,5.6,105.6,51.8,13.3,7.4,40.3,0.97,4.2,5100000,good
Guard,12229,9.1,2002,25,Stephen Jackson,23.2,28.1,11.8,4.5,10.2,2.8,2.2,3.6,2.3,1.7,2.3,0.8,80,3.7,104.4,52.6,13.6,6.6,43.5,1.04,4.7,699935,belowAverage
Guard,12424,4.6,2001,24,Stephen Jackson,7.3,9.8,3.9,1.5,4,1,1,1.1,0.7,0.5,0.5,0.1,23,1.6,90.4,45.2,9.8,5.6,37.4,0.48,-4.8,590850,belowAverage
Guard,12617,7.8,2000,23,Stephen Jackson,16.4,21.6,8.2,3.2,7.4,2.2,1.7,2.7,1.8,1.3,1.8,0.5,77,2,96,50.3,15,6.3,42.5,1.08,-4,316969,belowAverage
Guard,10051,9.5,2012,30,Carlos Delfino,19.9,25.2,10.6,3.7,9.3,3,1.1,3.3,0.8,0.7,2,0.3,67,6.3,109.5,54.9,12.5,6.4,40.5,1.88,6.8,3000000,good
Guard,10259,7.9,2011,29,Carlos Delfino,20.8,28.5,9,3.4,8.4,3.5,1.2,3.9,0.9,0.7,2.3,0.4,54,4.4,102.9,51.5,11.8,6.8,40.2,1.86,-5.3,3500000,good
Guard,10469,10,2010,28,Carlos Delfino,23.8,32.5,11.5,4.1,10.5,3.6,1.2,4.1,1.5,1.2,2.3,0.5,49,5.8,99.1,51.7,12.3,6.5,39,1.96,-2.7,3500000,good
Guard,10663,10.3,2009,27,Carlos Delfino,23.8,30.4,11,4,9.8,4.6,1.6,5.3,1.6,1.2,2.7,0.7,75,4.9,104.1,52.6,14,9,40.8,1.7,2.5,3500000,good
Guard,11489,12.6,2005,26,Corey Maggette,27,29.5,17.8,5.2,11.7,4.4,2.4,5.3,8,6.6,2.1,0.9,32,2.2,107.8,58.4,12,9.1,44.5,0.85,6.8,7000000,topPayer
Guard,11903,13,2003,24,Corey Maggette,32.8,36,20.7,6.2,13.9,4.6,2.8,5.9,8.5,7.2,3.1,1.3,73,3.2,103.4,58.6,15.4,8.3,44.7,1.08,-3.1,7000000,topPayer
Guard,12102,10.7,2002,23,Corey Maggette,26.7,31.3,16.8,5.4,12.1,3.8,2.3,5,6.3,5.1,1.9,1.2,64,2.8,99,56.4,11.2,8,44.4,0.84,-6.6,2069764,aboveAvergae
Guard,12289,8.6,2001,22,Corey Maggette,19.5,25.7,11.4,3.7,8.4,2.8,1.8,3.7,4,3.2,1.8,0.9,63,2.2,103,56,11.4,7.2,44.3,0.97,-2.7,1448400,aboveAvergae
Guard,10074,5,2012,32,DeShawn Stevenson,10.5,20.7,5.1,1.8,4.7,1.9,0.4,2.2,0.4,0.2,0.9,0.3,56,3.7,102.9,52.2,6.3,5.4,37.4,2.26,-1.6,2240450,aboveAvergae
Guard,11113,10.8,2007,35,Grant Hill,27.3,31.7,13.1,5.1,10.2,4,1.4,5,2.8,2.4,2.9,1.1,70,1.5,110.1,57.6,13,8,50.3,2.11,7.2,1830000,aboveAvergae
Guard,11316,11.6,2006,34,Grant Hill,23.7,30.9,14.4,5.3,10.2,2.8,2.2,3.6,5,3.8,2.1,0.8,65,0.2,101.8,58.2,12.5,6.4,51.8,0.96,-1.4,16901500,topPayer
Guard,13297,19.5,1996,24,Grant Hill,47.1,39.3,21.4,7.8,15.7,7.5,3.2,9,7.9,5.6,7.3,1.5,80,0.4,109.2,55.6,35.6,12.6,49.6,2.25,7,10471727.94,topPayer
Guard,10112,5.1,2012,30,James White,4.6,7.6,2.2,0.9,2,0.8,0.3,0.8,0.3,0.2,0.5,0.1,57,0.7,99.7,50.3,10.7,5.6,43.1,1.71,-8.7,854389,belowAverage
Guard,10917,8.6,2008,26,James White,2.9,2.8,1.8,0.8,1.3,0,0.8,0,0,0,0.3,0,4,0.5,64,70,25,0,60,0.33,-44.7,557834,belowAverage
Guard,11328,9,2006,24,James White,14.8,22.8,8.3,3,6.8,2.8,0.8,3.3,2.5,2,0.8,0.5,6,1.2,97.3,52.5,6.5,7.5,43.9,1,-8.5,818153,belowAverage
Guard,10527,4.2,2010,36,Jerry Stackhouse,4.1,7.1,1.7,0.4,1.7,0.9,0.3,1,1,0.7,0.4,0.1,7,0.6,93.9,39.8,10,7,25,1.5,-7.2,222712,belowAverage
Guard,10728,8.4,2009,35,Jerry Stackhouse,14.5,20.4,8.5,3.1,7.5,1.9,1.6,2.4,1.6,1.3,1.7,0.5,42,3.1,105.1,51.7,13.3,5.9,40.8,1.06,3.5,2668598,good
Guard,10926,2.7,2008,34,Jerry Stackhouse,8.6,16.2,4.2,1.6,6,1.2,0.9,1.7,0.7,0.7,1.2,0.5,10,1.9,85.3,33.3,12.9,4.9,26.7,1.33,-23.5,7000000,topPayer
Guard,11134,8.6,2007,33,Jerry Stackhouse,17.6,24.4,10.7,3.7,9.1,1.7,1.5,2.3,2.6,2.3,2.5,0.6,58,3.2,105.9,52.3,17.1,4.8,40.5,1.69,2,6750000,topPayer
Guard,11338,11,2006,32,Jerry Stackhouse,19.8,24.1,12,4.2,9.8,1.6,1.7,2.2,3.2,2.7,2.8,0.6,67,2.4,108.6,53.7,19.5,4.8,42.8,1.6,7.8,9296874,topPayer
Guard,11553,9.9,2005,31,Jerry Stackhouse,21.1,27.7,13,4.4,11,2.2,2.2,2.8,4,3.5,2.9,0.6,55,2.4,105.9,51.1,18.6,5.3,40.1,1.32,4.3,8367187,topPayer
Guard,11761,10.4,2004,30,Jerry Stackhouse,23.7,28.9,14.9,4.9,11.8,2.6,1.9,3.3,5.3,4.5,2.3,0.7,56,2.1,106.4,52.5,13.7,5.6,41.4,1.2,3.5,7437500,topPayer
Guard,11963,8.5,2003,29,Jerry Stackhouse,23.9,29.8,13.9,4.9,12.3,3,3.4,3.6,4,3.2,4,0.6,26,2.5,100.1,49.4,24,6.2,39.9,1.17,-10.2,6906250,topPayer
Guard,12159,12.2,2002,28,Jerry Stackhouse,34,39.3,21.5,7,17.2,2.8,2.8,3.7,7.4,6.5,4.5,0.9,70,3.5,101.2,52.8,21.6,4.9,40.9,1.64,-0.7,6375000,topPayer
Guard,12352,13.1,2001,27,Jerry Stackhouse,35.4,35.3,21.4,6.9,17.4,3.1,3.5,4.1,7.6,6.5,5.3,1,76,3.9,102.1,51.8,28.8,6,39.7,1.52,1.9,5843750,topPayer
Guard,12548,14.5,2000,26,Jerry Stackhouse,43.8,40.1,29.8,9.7,24.1,2.7,4.1,3.9,10.1,8.3,5.1,1.2,80,5.9,99.4,52.1,25.8,4.6,40.2,1.26,-1,5310000,good
Guard,12741,11.5,1999,25,Jerry Stackhouse,36.2,38.4,23.6,7.5,17.6,2.4,3.8,3.8,9.2,7.5,4.5,1.4,82,3.5,105.2,54.5,20,5.1,42.8,1.17,0.4,4781250,good
Guard,12929,10,1998,24,Jerry Stackhouse,22.6,28.3,14.5,4.3,11.6,1.9,2.9,2.5,5.9,5,2.8,0.6,42,3,98.7,50.9,19.8,4.8,37.1,0.98,1,3887000,good
Guard,13125,9.9,1997,23,Jerry Stackhouse,27.2,32.2,15.8,5.4,12.3,2,2.8,3.4,5.7,4.5,3.1,1.3,79,2.5,102.7,53.2,17,5.4,43.5,1.08,-0.6,2583360,good
Guard,13313,7.7,1996,22,Jerry Stackhouse,32.3,39.1,20.7,6.6,16.1,2.2,3.9,4.2,8.2,6.3,3.1,1.9,81,4.2,103,52.4,13.4,5.2,40.7,0.8,-7,4578222.99,good
Guard,10137,6.5,2012,33,Josh Howard,13.8,18.8,6.7,2.8,7,2.5,0.9,3.3,1.1,0.6,0.4,0.8,11,1.5,96.6,45,3.4,8.6,40.3,0.4,-4.6,1113560,aboveAvergae
Guard,10539,6,2010,31,Josh Howard,17.3,22.7,8.4,3.2,9,3.1,1.1,4.1,2.6,1.6,1.3,1,18,1.6,97.9,41.6,9.5,8.7,35.8,1.2,-9,3000000,good
Guard,10737,7.3,2009,30,Josh Howard,20.9,26.2,12.7,4.5,11.1,2.7,1.3,3.6,4,3.1,1.4,0.9,35,2.5,108.1,49.6,8.6,7.2,40.5,1.04,0.4,10890000,topPayer
Guard,10934,10.3,2008,29,Josh Howard,29.7,32,18,6.8,15.1,3.9,1.7,5.1,4.2,3.3,1.6,1.1,52,3.2,110.5,53.2,8.2,8.2,45.1,0.93,6,9945000,topPayer
Guard,11140,12.5,2007,28,Josh Howard,33.6,36.3,19.9,7.5,16.4,5.4,1.5,7,5.1,4.1,2.2,1.6,76,2.8,111,53.4,10.3,10,45.5,1.44,8.1,9000000,topPayer
Guard,11344,13.2,2006,27,Josh Howard,33.9,35.1,18.9,7,15.4,4.9,1.8,6.8,4.2,3.5,1.8,1.9,70,3.4,112.2,54.8,8.8,10.5,45.9,1.03,10.6,1667603,aboveAvergae
Guard,10364,9.3,2011,27,Linas Kleiza,16.3,21.6,9.7,3.4,8.4,3.2,1.3,4.1,2,1.7,0.9,0.9,49,3.7,99.4,52.1,8.1,9.5,40.2,0.72,-0.8,4605000,good
Guard,11158,9.1,2007,23,Linas Kleiza,19.3,23.9,11.1,3.9,8.3,3.1,1.1,4.2,2.7,2.1,1.2,1.2,79,3.5,109.7,58.5,7.6,8.4,47.2,1.07,5.5,1011360,belowAverage
Guard,10374,6.8,2011,31,Marquis Daniels,8.8,12.7,3.2,1.4,3.8,1.3,0.7,1.7,0.6,0.4,1.2,0.4,38,0.3,92.2,39.5,16.5,7.3,36.4,1.68,-1.6,1223166,aboveAvergae
Guard,10564,9.2,2010,30,Marquis Daniels,13.2,19.1,5.5,2.3,4.7,1.8,0.8,2.3,1.2,0.8,1.3,0.5,49,0.4,98.6,52.7,11.3,6.6,49.1,1.68,0.2,2470000,aboveAvergae
Guard,10379,6.2,2011,30,Mickael Pietrus,12.9,21.9,6.9,2.5,6.4,2.7,0.8,3.1,0.7,0.5,0.6,0.4,42,4.3,97.6,50.9,4.5,7.2,38.5,0.76,2.2,6523166,topPayer
Guard,10570,6.7,2010,29,Mickael Pietrus,12.7,19.4,7.2,2.5,6.4,1.9,0.7,2.2,1,0.7,0.6,0.3,57,4.1,99.6,52.6,5.2,5.8,39.2,0.85,-0.7,5300000,good
Guard,10770,7.6,2009,28,Mickael Pietrus,15.5,22.5,8.7,3.1,7.2,2.3,0.9,2.9,1.5,0.9,0.7,0.5,75,4.1,106.4,55.5,4.8,6.4,43.2,0.71,3.8,5300000,good
Guard,10971,7.4,2008,27,Mickael Pietrus,17.2,24.6,9.4,3.3,7.9,2.4,1,3.3,2,1.4,1.2,0.8,54,4.1,105.8,53.8,8.2,6.7,41.3,1.16,5.3,5300000,good
Guard,11594,5.2,2005,24,Mickael Pietrus,15.3,22.7,9.3,3.3,8,2,1.5,3.1,2.8,1.7,0.8,1.1,52,3.4,97.9,50,6.6,6.8,40.4,0.56,-5.3,1910520,aboveAvergae
Guard,11808,8.1,2004,23,Mickael Pietrus,16.2,19.9,9.5,3.2,7.5,1.9,1.4,2.8,3,2.1,1.2,1,67,2.9,103.1,53.9,10.5,6.9,42.7,0.89,-0.8,1785960,aboveAvergae
Guard,12001,6.4,2003,22,Mickael Pietrus,10.5,14.2,5.3,1.8,4.4,1.3,0.8,2.2,1.4,1,0.5,0.9,53,2,100.1,52.8,6,7.8,41.6,0.68,4.6,1527946,aboveAvergae
Guard,10985,7.6,2008,29,Quentin Richardson,19.2,26.3,10.2,3.6,9.3,3.4,1,4.4,1.6,1.2,1.6,1,72,4.6,106.1,51,9.3,8.2,39.3,1.58,-3,8685500,topPayer
Guard,11191,6,2007,28,Quentin Richardson,18.3,28.3,8.1,3.1,8.5,4,1.1,4.8,1.4,0.9,1.8,0.9,65,3.3,101.9,44.4,9.9,8.7,35.9,1.68,-8,8105500,topPayer
Guard,11393,10.6,2006,27,Quentin Richardson,26.1,33.1,13,4.7,11.1,5.9,1.4,7.2,2.4,1.7,2.2,1.3,49,5.3,105.5,53.2,11.3,11.5,41.8,1.54,-2.4,7525500,topPayer
Guard,11609,6.2,2005,26,Quentin Richardson,17.1,26.2,8.2,3,8.3,3,1,4.2,1.7,1.1,1.6,1.2,55,3.4,99.2,45.2,10.5,8.4,35.5,1.57,-10.3,6940000,topPayer
Guard,11820,8.2,2004,25,Quentin Richardson,28.5,36,14.9,5.2,13.2,4.9,1.3,6.1,2.3,1.7,2,1.2,79,8,114,52.2,7.7,8,38.9,1.55,8.8,5800000,topPayer
Guard,10205,6.4,2012,28,Sam Young,7.2,12.4,2.8,1,2.6,1.7,0.6,2.2,0.8,0.4,0.8,0.5,56,0.9,93.5,46.4,10.7,8.4,39.2,1.27,-5.7,761319,belowAverage
Guard,10413,6.4,2011,27,Sam Young,7.5,10.7,3.3,1.3,3.6,1.2,0.5,1.8,0.7,0.5,0.4,0.6,35,0.5,86.5,41.2,6.6,7.9,35.4,0.94,-9,947800,belowAverage
Guard,10604,8,2010,26,Sam Young,14.3,20.2,7.3,3,6.3,1.9,0.8,2.4,1.5,1.1,0.9,0.5,78,0.6,105,52.5,6.9,6.2,47.2,1.16,1.9,886000,belowAverage
Guard,10806,8.2,2009,25,Sam Young,12.3,16.5,7.4,2.8,6.2,1.6,1.2,2.5,2.2,1.7,0.7,1,80,0.7,98,51.8,6.8,7.4,45.1,0.55,-9,824200,belowAverage
Guard,10206,3.4,2012,29,Sasha Pavlovic,7.5,13.5,2.6,1.1,3.1,1.3,0.4,1.4,0.2,0,0.8,0.2,39,1.5,102.1,42.3,9.3,5.4,35.3,2.29,-2.3,2781883.68,good
Guard,10414,5.6,2011,28,Sasha Pavlovic,7.1,11.7,2.7,1.1,2.8,1.5,0.4,1.6,0.2,0.1,0.4,0.1,45,1.3,89.8,45.6,5.8,7.1,39.1,0.9,-0.8,2006751.18,aboveAvergae
Guard,10605,3.8,2010,27,Sasha Pavlovic,5.7,11.7,2.5,0.9,2.3,1,0.4,1,0.3,0.2,0.5,0,31,1,95.8,49.7,7.2,4.7,40.3,1.33,-10.3,2028043.77,aboveAvergae
Guard,10807,3.8,2009,26,Sasha Pavlovic,7.4,12.3,3.7,1.5,4.2,1.5,0.7,1.6,0.4,0.1,0.8,0.2,71,1.7,93.7,42.2,10.5,6.4,36.3,1.09,-15,2113721.76,aboveAvergae
Guard,11007,4.9,2008,25,Sasha Pavlovic,9.6,16,4.6,1.8,4.2,1.5,0.7,1.9,0.8,0.4,1.1,0.5,66,1.8,106.9,51,10.7,6.3,42.2,1.5,4.3,1448651.16,aboveAvergae
Guard,11213,3.9,2007,24,Sasha Pavlovic,13.8,23.3,7.4,2.9,7.9,1.8,1.1,2.5,1.5,1,1.6,0.7,51,2.2,98,43.4,11.1,5.4,36.2,1.49,-3,1961879.06,aboveAvergae
Guard,11630,3,2005,22,Sasha Pavlovic,7.7,15.3,4.5,1.6,4,1.2,0.8,1.5,0.9,0.6,0.5,0.3,53,1.8,101.1,51.6,5.1,5.1,41,0.6,1,1455677.02,aboveAvergae
Guard,10218,10.1,2012,26,Terrence Williams,9.9,13.2,4.6,2,4,1.7,0.9,1.8,0.9,0.4,1.6,0.2,24,0.6,101.7,51.8,19,7,49.5,1.73,-0.8,296775,belowAverage
Guard,10426,10.3,2011,25,Terrence Williams,15.7,18.3,7.1,2.8,6.6,3,1.4,3.4,1.5,0.9,2.2,0.4,30,1.5,98.4,48.8,20.6,9,42.9,1.51,-11.2,2369040,aboveAvergae
Guard,10618,7.4,2010,24,Terrence Williams,10.4,13.8,5,2,5.5,2.2,1.6,2.4,1,0.7,1.8,0.2,21,1,93.8,42.7,24.4,8.6,37.4,1.15,-11.6,2214480,aboveAvergae
Guard,10821,9.9,2009,23,Terrence Williams,18.5,22.6,8.4,3.3,8.3,3.9,1.6,4.5,1.8,1.3,2.9,0.6,78,1.3,98.1,45.9,22.4,10.1,40.1,1.8,-7.7,2060040,aboveAvergae
Guard,10644,6.7,2009,30,Andres Nocioni,14.9,19.7,8.5,3.1,7.8,2.5,0.9,3,1.3,0.9,1,0.4,75,3.3,104.4,50.4,7.7,7.4,39.9,1.12,-5.7,7500000,topPayer
Guard,10657,5.6,2009,30,Bobby Simmons,11.1,17.2,5.3,1.8,5.1,2.3,0.8,2.7,0.9,0.8,0.7,0.5,23,2.7,92.1,48.5,6.5,7.9,35.9,0.79,-6.4,10560000,topPayer
Guard,11887,7.5,2003,24,Bobby Simmons,18.3,24.5,7.8,2.6,6.7,2.6,1.3,4.7,3,2.5,1.7,2.1,56,0.2,100.9,48.8,11.7,9.6,39.4,1.32,-1.3,638679,belowAverage
Guard,12083,6.6,2002,23,Bobby Simmons,7.6,10.4,3.3,1.2,3.1,1.2,0.2,2.1,1,0.9,0.6,0.9,36,0.1,105.7,47.1,8.3,10.9,39.3,2.5,-1.7,849892,belowAverage
Guard,12269,7.5,2001,22,Bobby Simmons,8,11.3,3.7,1.4,3.2,0.9,0.5,1.7,1,0.7,0.6,0.8,30,0.5,102.1,51.8,8.5,8,45.3,1.21,0.8,332817,belowAverage
Guard,10267,7.9,2011,26,Courtney Lee,20.5,30.3,11.4,4.3,10,2.3,1.1,2.7,1.5,1.2,1.5,0.4,58,3.7,104.2,53.4,7.9,4.6,43.3,1.38,1.2,2225093,aboveAvergae
Guard,10269,2.5,2011,22,D.J. Kennedy,14,29.4,6,2.5,6,3,1.5,3.5,1,0,1.5,0.5,2,2,83.8,46.6,8.8,5.7,41.7,1,-28.8,3889242.51,good
Guard,10283,7.8,2011,28,Derrick Byars,15.4,18.4,5,1.5,5.5,2.5,0,5.5,2,2,0.5,3,2,3,97.3,39.2,4,12.6,27.3,0,-9.2,6605989.32,topPayer
Guard,10692,7,2009,22,Donte Greene,16.1,21.4,8.5,3.2,7.3,2.4,1.2,3.1,1.8,1.2,0.9,0.7,76,2.4,102,52.6,6.7,7.2,44.1,0.76,-4.4,1044000,belowAverage
Guard,10292,8.9,2011,25,Edwin Ubiles,8.1,13,3.5,1.3,4.5,2,0.3,2.5,0.8,0.8,0.3,0.5,4,1.3,85.4,36.2,3.6,9.3,27.8,1,-18.8,1707518.98,aboveAvergae
Guard,10519,1.1,2010,30,Jason Kapono,1.8,4.6,0.7,0.3,1.2,0.3,0.1,0.5,0.1,0,0.2,0.1,24,0.3,107.1,27.7,4.3,4.4,25,2,8.5,6641440,topPayer
Guard,10721,4.5,2009,29,Jason Kapono,8.9,17.1,5.7,2.2,5.3,0.9,0.6,1.2,0.3,0.2,0.7,0.2,57,3,102.5,52.7,6.3,3.5,41.9,1.15,-5.9,6212960,topPayer
Guard,10920,5.8,2008,28,Jason Kapono,12.7,22.9,8.2,3.3,7.6,1.7,0.9,2,0.5,0.4,1.3,0.3,80,2.9,103.4,52.5,9.3,4.5,43.2,1.5,-4.4,5784480,topPayer
Guard,10361,4.1,2011,29,Larry Owens,5.1,10.7,1.9,0.6,1.6,1.6,0.3,1.9,0.6,0.4,0.6,0.3,7,0.7,84.8,50.9,9.5,9.4,36.4,2,-21.1,86052,belowAverage
Guard,10551,7.3,2010,28,Larry Owens,8.9,11.9,3.3,1.3,2.7,1.2,0.4,1.3,0.8,0.3,0.7,0.1,12,1.1,97.6,55.6,8.9,5.3,46.9,1.6,4.5,55718,belowAverage
Guard,10377,4.2,2011,33,Maurice Evans,8,14.3,4.9,1.9,4.7,0.7,0.4,1,0.5,0.4,0.4,0.3,24,1.9,101,49.7,4,3.4,40.2,0.9,3.2,1223166,aboveAvergae
Guard,10568,5.2,2010,32,Maurice Evans,11.3,21.2,6.3,2.4,5.8,1.4,0.5,2.1,0.8,0.7,0.6,0.7,73,2.3,98.3,51.3,4.6,5,41.7,1.36,-8.2,2500000,good
Guard,10767,6.7,2009,31,Maurice Evans,10.7,16.7,5.7,2.2,5,1.2,0.3,1.9,0.8,0.6,0.6,0.7,79,2.1,104.9,53.9,5.6,5.9,44.5,2.4,-0.2,2500000,good
Guard,10967,6.5,2008,30,Maurice Evans,13.5,23,7.2,2.6,6,1.9,0.5,3,0.9,0.8,0.7,1.1,80,3.1,105.3,55.8,4.7,6.8,43.2,1.26,-1.3,2500000,good
Guard,10826,7.8,2009,31,Tracy McGrady,18.3,22.4,8.2,3,7.8,2.4,1.5,3.1,2.1,1.6,3.3,0.7,30,2.1,107.6,46.6,22,7.3,38.7,2.25,-8.8,23239562,topPayer
Guard,11436,16.1,2006,28,Tracy McGrady,43.1,35.8,24.6,9,20.8,4.5,3,5.3,6.9,4.9,6.5,0.8,71,5.4,107,51.5,35.3,7.5,43.1,2.15,7.7,16901500,topPayer
Guard,11648,15.9,2005,27,Tracy McGrady,43.3,37.1,24.4,8.7,21.5,5.6,2.6,6.5,7.2,5.4,4.8,1,47,5,104,49.4,26.8,9,40.6,1.88,1.6,15694250,topPayer
Guard,11858,16.1,2004,26,Tracy McGrady,46.4,40.9,25.7,9.2,21.3,5.3,2.6,6.2,7.1,5.5,5.7,0.9,78,5.6,105.6,52.6,27.6,7.8,43.1,2.23,4.6,14487000,topPayer
Guard,12629,17.1,2000,22,Tracy McGrady,49.3,40.2,26.8,10.2,22.4,5,2.6,7.5,7.6,5.6,4.6,2.5,77,2.2,104.3,52.1,21.8,9.1,45.7,1.78,4.5,9660000,topPayer
Guard,13015,13,1998,20,Tracy McGrady,25.2,22.5,9.3,3.4,7.9,3.2,1.6,5.7,3.2,2.3,2.3,2.4,49,0.7,100.4,50.4,18.7,12.6,43.6,1.41,-1.3,1563000,aboveAvergae
Guard,13217,11.1,1997,19,Tracy McGrady,18.5,18.4,7,2.8,6.2,2.6,1,4.2,1.7,1.2,1.5,1.6,64,0.6,98.2,50.5,13.6,11,45,1.48,-8.8,1359360,aboveAvergae
Guard,10454,7.6,2010,36,Anthony Parker,18.6,29,8.3,3.1,7.7,2.6,1.1,3,1.3,1,3,0.5,72,3.2,100.9,50.5,16.4,5.3,39.9,2.73,-7.5,2855700,good
Guard,11048,9.3,2007,33,Anthony Parker,23.2,32.1,12.5,4.8,10.1,3.5,1.1,4.1,1.5,1.2,2.2,0.6,82,3.7,109.5,58,10.7,6.7,47.6,2.1,3.5,4350000,good
Guard,11250,9.6,2006,32,Anthony Parker,22.6,33.4,12.4,4.5,9.4,3.1,1,3.9,2.2,1.8,2.1,0.8,73,3.6,108.1,59.6,9.6,6.2,47.7,2.15,6.7,4150000,good
Guard,12653,7,1999,25,Anthony Parker,8.1,11.6,3.6,1.5,3.6,1.4,0.7,1.7,0.7,0.5,0.6,0.3,16,0.9,99.5,46.1,8.3,6.7,42.1,0.91,-5.5,980280,belowAverage
Guard,12844,-66.7,1998,24,Anthony Parker,1,1.4,1,0.5,0.5,0,0,0,0,0,0,0,2,0,71.4,100,0,0,100,0,14.3,867120,belowAverage
