PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Jason Kidd,PHX,27,67,44,23,39.0,103.9,98.1,5.8,39.5,3.00,36.5,3.7,14.5,9.1,12.2,44.2,49.8,19.5,96.19,15.3,1999
Jason Miskiri,CHH,24,1,1,0,3.2,50.0,214.3,-164.3,50.0,0.00,50.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,112.50,-11.1,1999
Jason Terry,ATL,22,81,28,53,23.3,98.4,105.2,-6.8,30.0,2.22,29.6,1.2,7.4,4.3,13.3,45.3,49.7,18.9,94.63,9.9,1999
Jason Williams,SAC,24,81,43,38,34.0,102.2,100.9,1.2,29.7,1.99,30.6,0.7,6.9,3.8,15.4,44.8,47.7,19.6,103.72,8.2,1999
Jeff Hornacek,UTA,37,77,52,25,27.7,108.2,100.2,8.0,15.1,1.79,18.4,2.5,6.6,4.5,10.3,53.7,59.0,18.9,93.43,10.8,1999
Jeff McInnis,LAC,25,25,3,22,23.9,99.2,112.6,-13.5,24.5,3.30,28.8,2.8,9.5,6.0,8.7,44.9,46.5,15.9,95.31,7.7,1999
Jermaine Jackson,DET,24,7,6,1,10.3,88.1,83.2,4.9,8.3,0.57,15.4,1.5,14.9,8.2,26.9,9.1,24.1,12.6,101.48,-1.6,1999
Jerry Stackhouse,DET,25,82,42,40,38.4,105.2,104.8,0.4,20.0,1.17,14.8,3.8,6.4,5.1,12.6,45.6,54.5,28.5,99.03,11.5,1999
Jim Jackson,ATL,29,79,27,52,35.0,100.1,106.0,-5.8,14.2,1.24,13.2,3.6,10.4,7.0,10.6,45.8,49.6,23.8,93.96,9.2,1999
John Celestand,LAL,23,16,12,4,11.5,94.0,97.9,-3.9,16.5,1.25,23.8,0.5,5.0,2.7,19.0,35.6,38.8,14.3,100.90,1.0,1999
John Crotty,DET,30,69,36,33,13.6,99.8,95.5,4.3,21.9,2.37,26.9,1.9,6.3,4.1,11.3,48.8,55.7,15.8,98.03,9.0,1999
John Starks,CHI,34,37,10,27,32.2,99.4,103.1,-3.7,24.2,2.70,22.3,0.7,7.5,4.0,8.3,42.9,45.3,22.1,96.49,8.1,1999
John Stockton,UTA,38,82,55,27,29.7,108.7,98.1,10.6,45.6,3.93,41.0,2.0,7.5,4.8,10.4,53.0,59.1,18.8,92.48,16.7,1999
Jon Barry,SAC,30,62,36,26,20.6,105.3,98.3,7.0,17.7,1.76,24.0,2.9,9.1,6.0,13.6,56.1,62.3,15.8,97.67,11.7,1999
Jud Buechler,DET,32,58,30,28,11.3,98.9,97.0,1.9,7.7,2.54,16.1,4.4,9.5,6.9,6.3,41.0,40.9,11.1,99.52,5.2,1999
Jumaine Jones,PHI,21,33,20,13,4.2,85.5,87.5,-2.0,7.4,0.36,5.8,10.1,13.7,11.9,16.3,39.7,43.2,23.2,103.47,9.4,1999
Kendall Gill,NJN,32,76,30,46,31.0,103.9,104.9,-1.0,14.5,2.36,15.3,3.3,8.7,5.9,6.5,42.5,46.5,21.4,96.21,8.4,1999
Kenny Anderson,BOS,29,82,35,47,31.6,104.7,102.8,2.0,25.3,3.23,25.6,2.0,7.1,4.4,7.9,48.3,52.4,20.0,97.35,11.0,1999
Kerry Kittles,NJN,26,62,29,33,30.6,103.8,103.0,0.9,12.2,2.54,14.9,2.4,9.5,5.9,5.9,50.6,53.5,18.7,95.43,10.1,1999
Kevin Johnson,PHX,34,6,3,3,18.8,105.4,84.9,20.5,32.4,3.43,38.7,0.0,11.8,6.7,11.3,58.9,64.4,15.4,95.32,16.5,1999
Kevin Ollie,PHI,27,40,28,12,7.2,89.3,89.2,0.1,25.6,4.60,38.0,1.4,9.1,5.3,8.3,44.9,55.1,11.3,98.20,10.7,1999
Khalid Reeves,CHI,27,3,0,3,15.8,104.4,83.9,20.5,41.9,2.17,39.4,4.4,4.9,4.7,18.2,25.0,38.7,18.5,93.07,5.3,1999
Kiwane Garris,ORL,25,3,0,3,7.2,114.9,85.7,29.2,10.0,2.00,15.4,0.0,5.9,2.6,7.7,20.0,20.0,20.4,106.01,-2.8,1999
Kobe Bryant,LAL,21,66,55,11,38.2,107.1,96.4,10.7,21.5,1.77,17.4,4.2,11.4,7.9,9.8,48.8,54.6,26.1,96.10,14.9,1999
Laron Profit,WAS,22,33,12,21,6.8,96.9,99.3,-2.4,18.5,1.32,23.1,0.8,10.0,5.4,17.6,38.1,38.6,15.2,98.11,3.1,1999
Larry Hughes,GSW,21,82,33,49,28.4,96.0,103.8,-7.8,16.2,1.05,12.0,4.4,10.5,7.2,11.4,41.3,46.7,26.9,98.02,9.5,1999
Latrell Sprewell,NYK,29,82,50,32,40.0,100.8,98.2,2.6,18.0,1.47,16.3,1.6,9.1,5.5,11.1,45.2,51.5,24.3,91.58,11.7,1999
Lindsey Hunter,DET,29,82,42,40,35.6,106.5,104.8,1.7,17.1,2.26,22.9,1.2,7.6,4.4,10.1,51.9,54.3,16.3,98.72,8.4,1999
Lucious Harris,NJN,29,77,29,48,19.5,99.8,100.7,-0.9,11.0,2.38,15.3,3.4,9.1,6.1,6.4,46.9,50.6,16.0,94.68,9.2,1999
Malik Sealy,MIN,30,82,50,32,29.1,107.1,99.3,7.9,12.0,1.79,16.6,5.2,9.9,7.6,9.3,48.2,53.0,18.3,93.90,9.4,1999
Marcus Brown,DET,26,6,1,5,7.6,70.7,109.0,-38.3,15.0,1.00,14.3,5.4,10.3,7.4,14.3,28.6,33.6,15.9,105.16,-2.2,1999
Mario Elie,SAS,36,79,51,28,28.1,103.3,97.2,6.2,13.0,1.48,23.1,2.4,8.8,5.8,15.6,50.8,56.5,13.1,92.74,7.2,1999
Mark Davis,GSW,27,23,6,17,20.1,97.8,101.4,-3.6,12.9,0.95,16.2,5.9,11.9,8.7,17.1,40.9,45.3,17.2,100.00,6.3,1999
Mark Jackson,IND,35,81,55,26,27.0,105.7,103.1,2.6,42.9,3.74,45.2,2.9,9.9,6.6,12.1,51.0,53.8,15.9,96.51,13.0,1999
Matt Maloney,CHI,28,51,14,37,23.1,95.0,97.8,-2.8,21.8,2.19,25.7,0.9,4.6,2.8,11.8,45.6,48.4,15.3,90.87,7.8,1999
Metta World Peace,CHI,20,72,16,56,31.1,91.6,99.3,-7.6,17.1,1.19,15.8,2.8,11.5,7.0,13.3,44.7,49.1,21.2,91.91,9.9,1999
Michael Curry,DET,31,82,42,40,19.7,99.2,100.1,-0.9,9.1,1.19,14.1,1.4,5.2,3.3,11.9,48.2,55.9,14.1,99.18,4.7,1999
Michael Dickerson,VAN,25,82,22,60,37.9,100.5,107.0,-6.5,12.1,1.26,11.7,2.6,6.8,4.7,9.3,48.3,53.0,22.5,93.55,9.1,1999
Michael Finley,DAL,27,82,40,42,42.3,104.6,104.5,0.1,21.3,2.23,18.2,3.5,11.0,7.3,8.1,48.7,52.2,24.8,96.53,13.1,1999
Michael Hawkins,CHH,27,12,7,5,3.1,104.3,88.2,16.2,39.4,4.33,43.3,0.0,14.9,7.8,10.0,26.9,28.8,16.3,119.84,7.2,1999
Mike Bibby,VAN,22,82,22,60,38.5,101.1,108.1,-7.0,35.0,2.69,32.3,2.4,7.9,5.2,12.0,48.3,52.1,19.7,93.49,11.6,1999
Milt Palacio,VAN,22,53,17,36,7.4,90.1,94.3,-4.2,23.9,1.09,23.1,4.5,9.8,7.0,21.2,43.9,47.3,17.8,93.00,7.7,1999
Mitch Richmond,WAS,35,74,27,47,32.4,101.1,103.4,-2.3,13.6,1.20,12.1,1.6,7.6,4.5,10.1,47.0,53.6,24.6,94.89,10.7,1999
Moochie Norris,HOU,26,30,13,17,16.7,108.3,100.9,7.4,29.6,3.13,29.7,3.4,10.0,6.8,9.5,47.2,54.2,19.4,97.00,12.2,1999
Mookie Blaylock,GSW,33,73,18,55,33.6,96.5,106.4,-9.9,31.7,3.42,32.5,1.9,8.8,5.1,9.5,45.1,46.8,17.2,97.37,11.3,1999
Muggsy Bogues,TOR,35,80,45,35,21.6,101.2,100.7,0.4,26.6,5.07,39.9,1.4,6.6,3.9,7.9,46.2,51.7,11.4,94.04,9.7,1999
Nick Anderson,SAC,32,72,41,31,29.1,101.1,100.6,0.5,8.2,1.29,11.9,3.6,11.1,7.3,9.2,47.6,47.9,17.4,105.04,7.3,1999
Nick Van Exel,DEN,28,79,35,44,37.3,103.9,105.0,-1.1,38.0,3.23,31.7,1.1,9.1,5.1,9.8,44.5,48.3,22.4,96.39,11.7,1999
Paul Pierce,BOS,22,73,34,39,35.4,104.9,101.4,3.5,14.2,1.24,13.0,3.1,12.8,7.8,10.4,48.6,55.0,24.5,97.17,12.8,1999
Rafer Alston,MIL,23,27,14,13,13.3,91.1,104.6,-13.6,32.1,2.41,35.7,1.4,5.5,3.4,14.8,30.0,31.0,15.5,94.61,3.3,1999
Randy Brown,CHI,32,59,12,47,27.5,88.7,105.6,-17.0,22.7,1.92,25.9,1.4,8.3,4.7,13.4,36.4,40.2,16.0,92.42,5.5,1999
Randy Livingston,PHX,25,79,52,27,13.6,97.1,94.7,2.4,25.4,1.85,25.7,2.3,9.5,6.0,13.9,44.1,47.6,19.8,97.65,8.6,1999
Ray Allen,MIL,24,82,42,40,37.5,108.0,105.6,2.4,16.6,1.68,14.9,2.8,9.2,6.0,8.8,51.6,57.0,25.0,95.29,13.2,1999
Reggie Jordan,WAS,32,36,13,23,6.8,90.9,87.9,2.9,21.3,1.68,29.1,6.6,8.8,7.8,17.3,32.1,34.9,13.1,103.04,4.6,1999
Reggie Miller,IND,34,81,55,26,36.9,106.9,101.9,4.9,9.9,1.45,12.3,1.7,6.1,4.0,8.5,52.7,60.3,20.0,95.46,10.7,1999
Rex Chapman,PHX,32,53,32,21,18.1,98.5,99.6,-1.2,9.9,1.63,13.7,1.0,7.2,4.1,8.4,45.2,49.1,17.8,96.71,6.1,1999
Rex Walters,MIA,30,33,20,13,11.8,93.3,96.4,-3.1,26.5,2.24,33.7,2.2,6.5,4.6,15.0,44.5,47.4,14.8,93.99,6.1,1999
Richard Hamilton,WAS,22,71,24,47,19.3,102.2,105.8,-3.6,13.1,1.29,12.6,2.8,6.9,4.8,9.8,44.3,48.2,23.8,95.66,6.4,1999
Rick Brunson,NYK,28,37,22,15,7.8,90.4,97.0,-6.7,29.2,1.58,31.0,1.1,8.2,4.7,19.6,42.9,45.6,16.6,95.15,5.7,1999
Ricky Davis,CHH,20,48,26,22,11.9,99.9,106.5,-6.6,17.6,1.35,19.6,5.0,9.5,7.2,14.5,50.3,54.2,18.6,100.26,9.9,1999
Robert Pack,DAL,31,29,9,20,22.9,101.0,107.6,-6.6,36.7,2.21,33.1,1.0,5.1,3.0,15.0,42.6,49.0,21.4,100.94,9.4,1999
Rod Strickland,WAS,33,69,23,46,31.7,101.1,107.2,-6.1,37.7,2.78,32.3,3.4,8.7,6.1,11.6,43.0,48.5,21.5,95.73,11.9,1999
Rodney Buford,MIA,22,34,21,13,11.3,98.5,102.0,-3.5,9.4,2.33,11.0,2.8,10.4,6.7,4.7,43.4,45.7,19.7,92.96,7.1,1999
Rodrick Rhodes,DAL,26,1,1,0,8.0,37.5,123.5,-86.0,0.0,0.00,0.0,9.1,0.0,5.3,40.0,0.0,0.0,23.8,99.08,-13.2,1999
Ron Harper,LAL,36,80,66,14,25.5,105.2,97.3,7.8,18.9,2.05,26.9,4.5,11.3,7.9,13.2,43.0,46.8,15.6,93.99,8.6,1999
Ron Mercer,ORL,24,68,34,34,34.9,102.3,102.0,0.3,11.0,1.05,10.5,2.7,7.6,5.1,10.0,43.3,47.9,24.4,96.76,8.1,1999
Rusty LaRue,CHI,26,4,0,4,32.2,87.3,107.0,-19.7,17.2,1.57,17.2,0.7,7.3,3.8,10.9,37.2,40.1,18.5,90.67,5.2,1999
Ryan Robertson,SAC,23,1,0,1,24.6,73.3,100.0,-26.7,0.0,0.00,0.0,0.0,0.0,0.0,0.0,33.3,38.8,11.1,90.61,2.0,1999
Sam Cassell,MIL,30,81,42,39,35.8,107.5,104.8,2.7,39.9,2.73,30.8,2.4,8.1,5.3,11.3,47.7,55.1,24.5,95.98,14.4,1999
Sam Jacobson,GSW,24,52,15,37,13.0,100.1,107.2,-7.1,7.7,0.97,10.8,3.4,7.4,5.3,11.1,53.1,55.4,15.9,101.88,5.1,1999
Sam Mack,GSW,30,23,6,17,14.5,96.5,103.4,-6.9,11.6,1.26,13.8,1.8,10.0,5.6,10.9,38.9,43.6,18.0,100.09,3.9,1999
Scott Burrell,NJN,29,74,31,43,18.0,101.5,99.0,2.5,8.8,1.89,13.1,4.7,14.7,9.6,6.9,49.2,51.1,15.8,96.40,8.7,1999
Shammond Williams,SEA,25,43,22,21,11.9,100.7,103.0,-2.2,24.1,1.95,21.4,2.1,7.1,4.5,11.0,42.7,45.5,22.9,100.32,7.9,1999
Shandon Anderson,HOU,26,82,34,48,33.0,103.3,105.1,-1.8,13.9,1.23,18.1,3.4,10.6,7.1,14.7,52.4,56.7,17.4,96.08,9.1,1999
Sherman Douglas,NJN,33,20,5,15,15.3,90.4,102.1,-11.8,21.5,1.42,21.3,3.7,5.6,4.5,15.0,52.8,58.6,17.4,96.41,11.5,1999
Stephon Marbury,NJN,23,74,31,43,38.9,104.2,104.1,0.1,38.0,2.30,25.5,2.0,6.3,4.1,11.1,45.7,52.8,27.2,96.16,13.4,1999
Steve Francis,HOU,23,77,31,46,36.0,102.5,105.4,-2.8,31.5,1.66,24.2,5.5,9.1,7.3,14.6,49.3,54.3,24.7,96.20,11.9,1999
Steve Kerr,SAS,34,32,24,8,8.4,94.7,97.7,-3.0,7.8,1.71,12.4,1.0,5.4,3.3,7.2,54.1,56.4,13.6,99.85,7.3,1999
Steve Nash,DAL,26,56,31,25,27.4,108.1,103.8,4.4,25.2,2.67,35.3,2.3,5.5,4.0,13.2,55.9,60.1,14.4,96.63,8.8,1999
Steven Smith,POR,31,82,59,23,32.8,107.6,98.4,9.2,12.4,1.79,15.3,4.9,6.9,6.0,8.6,52.0,58.4,19.5,92.24,10.6,1999
Tariq Abdul-Wahad,DEN,25,61,27,34,25.8,98.8,99.9,-1.1,9.8,0.92,10.4,5.8,11.2,8.5,11.3,42.6,47.7,21.6,101.55,8.2,1999
Terrell Brandon,MIN,30,71,43,28,36.5,106.5,99.6,6.9,37.5,3.42,32.5,1.8,7.7,4.8,9.5,49.2,53.5,22.4,94.46,14.5,1999
Terry Porter,SAS,37,68,43,25,23.7,104.1,91.9,12.2,22.7,2.21,25.9,1.6,9.8,6.0,11.7,54.4,59.6,17.7,93.61,13.4,1999
Tim Hardaway,MIA,33,52,35,17,32.1,106.7,100.0,6.7,36.8,3.24,32.1,1.6,7.3,4.5,9.9,45.9,50.0,22.3,91.87,11.7,1999
Tim Legler,GSW,33,23,3,20,12.3,92.6,107.1,-14.5,13.4,4.00,20.5,1.2,7.0,3.9,5.1,40.4,44.8,13.3,101.09,3.6,1999
Toby Bailey,PHX,24,46,29,17,9.8,98.0,94.8,3.3,9.9,1.25,13.4,5.6,9.9,7.8,10.7,42.1,48.3,17.4,103.41,6.3,1999
Todd Day,PHX,30,58,36,22,16.3,105.0,95.4,9.6,10.5,1.30,13.1,3.3,10.1,6.7,10.1,49.1,52.4,19.3,99.25,7.3,1999
Toni Kukoc,PHI,31,24,8,16,36.2,95.7,103.2,-7.5,29.2,1.65,19.0,4.3,11.5,7.8,11.5,40.5,47.3,27.6,90.19,12.9,1999
Tony Delk,SAC,26,46,24,22,14.8,109.4,96.4,13.0,12.2,1.72,14.0,5.0,7.7,6.3,8.1,44.6,48.5,20.7,98.53,9.2,1999
Trajan Langdon,CLE,24,10,5,5,14.4,104.9,86.1,18.8,10.4,1.83,18.0,2.8,6.5,4.8,9.8,47.5,54.6,14.2,101.02,8.0,1999
Travis Best,IND,27,82,56,26,20.6,107.3,98.3,8.9,28.5,2.54,26.5,1.0,7.6,4.4,10.4,51.4,56.9,20.4,93.49,11.5,1999
Troy Hudson,LAC,24,62,12,50,25.7,95.8,107.0,-11.2,24.1,2.24,26.0,1.7,7.5,4.6,11.6,43.3,46.8,18.8,97.86,8.4,1999
Tyronn Lue,LAL,23,8,6,2,18.4,95.0,104.7,-9.7,18.5,1.89,25.0,1.2,6.8,3.9,13.2,53.8,56.4,14.3,97.86,7.8,1999
Vernon Maxwell,SEA,34,47,27,20,21.1,98.8,103.7,-4.9,13.4,1.42,10.9,1.4,6.3,3.7,7.7,41.3,46.2,26.3,96.91,6.6,1999
Vince Carter,TOR,23,82,45,37,38.1,105.5,102.3,3.2,19.5,1.81,13.2,4.7,10.7,7.6,7.3,49.3,54.3,29.5,95.22,14.7,1999
Vinny Del Negro,MIL,33,67,33,34,18.1,99.5,104.4,-4.9,20.6,3.33,29.1,0.7,8.5,4.5,8.7,48.3,51.0,14.3,94.57,8.9,1999
Vonteego Cummings,GSW,24,75,19,56,23.9,97.1,104.6,-7.5,23.2,1.87,22.3,2.9,7.3,5.0,11.9,44.2,48.4,19.9,97.58,8.4,1999
Voshon Lenard,MIA,27,53,34,19,27.1,100.3,98.8,1.4,16.4,1.70,16.6,2.7,7.6,5.2,9.8,48.7,51.8,21.2,93.40,9.1,1999
Walt Williams,HOU,30,76,34,42,24.5,103.9,102.5,1.4,13.8,1.39,15.7,3.8,12.5,8.2,11.3,53.3,56.2,19.7,96.24,9.9,1999
Wayne Turner,BOS,24,3,3,0,13.4,87.5,86.2,1.3,19.2,1.67,29.4,2.3,4.9,3.6,17.6,16.7,23.1,12.2,104.18,-4.0,1999
Wesley Person,CLE,29,79,29,50,26.0,99.7,101.6,-2.0,11.4,2.43,16.4,2.1,10.9,6.4,6.7,50.9,52.8,15.4,97.97,9.2,1999
William Avery,MIN,20,59,37,22,8.1,94.8,106.3,-11.5,28.9,2.10,27.0,1.5,6.9,4.1,12.9,35.9,39.1,21.1,95.61,3.7,1999
Aaron McKie,PHI,26,50,28,22,19.2,93.6,96.2,-2.6,18.3,1.75,23.6,2.9,12.0,7.5,13.4,41.4,45.4,14.8,94.26,9.0,1998
Adonis Jordan,MIL,28,4,2,2,4.6,87.5,127.5,-40.0,27.3,1.50,27.3,0.0,0.0,0.0,18.2,50.0,52.1,19.0,103.32,7.9,1998
Allan Houston,NYK,28,50,27,23,36.3,95.7,93.7,2.0,15.2,1.05,13.0,1.2,7.0,4.2,12.4,45.9,51.5,23.5,89.62,9.6,1998
Allen Iverson,PHI,24,48,28,20,41.5,98.7,94.3,4.4,23.4,1.34,13.5,3.3,8.9,6.0,10.1,43.9,50.8,31.8,91.60,15.4,1998
Alvin Sims,PHX,24,4,2,2,6.3,92.2,115.7,-23.5,33.3,0.83,21.7,10.3,3.4,6.9,26.1,45.0,45.1,26.1,97.04,4.7,1998
Alvin Williams,TOR,24,50,23,27,21.0,95.1,98.4,-3.3,20.7,2.32,29.1,1.8,5.9,3.8,12.5,43.0,47.7,13.4,91.71,6.9,1998
Anfernee Hardaway,ORL,27,50,33,17,38.9,98.7,95.5,3.1,24.8,1.77,21.7,3.7,11.3,7.4,12.3,44.8,48.8,22.0,90.59,12.3,1998
Anthony Johnson,ATL,24,49,31,18,18.1,92.7,95.5,-2.7,24.9,1.65,24.6,1.8,6.6,4.3,14.9,41.6,46.7,17.2,88.38,8.2,1998
Anthony Parker,PHI,24,2,2,0,1.4,71.4,57.1,14.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,100,100,12.5,117.14,-66.7,1998
Anthony Peeler,MIN,29,28,14,14,28.9,103.1,99.4,3.7,13.9,2.05,19.2,3.4,6.8,5.0,9.3,44.1,46.5,17.1,96.67,6.5,1998
Antonio Daniels,SAS,24,47,36,11,13.1,98.5,88.9,9.7,31.0,2.41,29.3,2.2,6.2,4.3,12.2,46.7,52.0,18.7,91.71,13.4,1998
Avery Johnson,SAS,34,50,37,13,33.5,103.9,93.9,10.0,36.2,3.29,37.7,1.4,5.3,3.5,11.4,47.4,48.7,16.9,90.40,10.6,1998
B.J. Armstrong,ORL,31,32,18,14,11.1,91.6,95.8,-4.2,30.5,2.44,33.5,0.6,9.8,5.4,13.7,49.4,54.0,15.3,92.88,11.0,1998
Bimbo Coles,GSW,31,48,19,29,26.5,96.9,98.8,-1.9,28.6,2.71,29.2,1.5,7.4,4.4,10.8,44.9,49.6,18.2,93.06,10.7,1998
Bob Sura,CLE,26,50,22,28,16.8,90.7,96.0,-5.3,36.1,2.27,32.0,2.8,10.3,6.6,14.1,35.5,41.9,18.8,87.44,8.7,1998
Bobby Jackson,MIN,26,50,25,25,18.8,96.4,97.6,-1.2,30.5,2.23,26.8,4.2,10.0,6.9,12.0,42.0,46.1,21.1,93.12,11.2,1998
Bobby Phills,CHH,29,43,24,19,36.6,102.2,99.7,2.5,16.8,1.62,18.3,2.8,8.4,5.8,11.3,50.1,53.7,19.7,92.29,8.8,1998
Bonzi Wells,POR,22,7,6,1,5.1,82.9,96.3,-13.3,23.1,0.50,7.9,11.1,11.1,11.1,15.8,57.5,55.5,37.6,108.70,13.7,1998
Brandon Williams,SAS,24,3,3,0,1.2,77.8,110.0,-32.2,0.0,0.00,0.0,25.0,0.0,11.1,0.0,0.0,56.8,20.0,125.22,10.0,1998
Brent Barry,CHI,27,37,10,27,31.9,90.9,102.5,-11.7,19.3,1.61,19.8,3.2,9.7,6.2,12.3,46.9,51.4,18.1,90.59,8.9,1998
Brent Price,HOU,30,40,26,14,20.3,102.8,101.7,1.1,22.7,1.74,27.4,2.4,7.3,5.0,15.8,59.4,62.4,16.5,93.02,9.3,1998
Brevin Knight,CLE,23,39,20,19,30.5,100.2,98.6,1.6,44.2,2.88,38.2,1.5,10.1,5.9,13.3,42.5,49.5,18.9,91.10,12.9,1998
Brian Shaw,POR,33,1,1,0,4.6,66.7,90.0,-23.3,33.3,1.00,33.3,0.0,25.0,10.0,33.3,0.0,0.0,15.4,99.13,-15.4,1998
Bryant Stith,DEN,28,46,13,33,26.0,99.3,109.6,-10.3,11.3,1.82,18.4,2.4,6.7,4.5,10.1,44.7,49.8,13.6,92.98,5.9,1998
Bryce Drew,HOU,24,34,19,15,13.0,98.7,99.5,-0.8,19.3,1.68,24.2,0.7,6.4,3.6,14.4,42.6,44.5,16.8,93.57,3.0,1998
Carl Herrera,DEN,32,4,3,1,10.5,72.4,92.2,-19.8,15.0,0.75,14.3,9.8,8.8,9.4,19.0,23.1,21.6,19.4,87.36,-5.6,1998
Charles O'Bannon,DET,24,18,11,7,9.1,98.3,89.5,8.9,12.6,1.50,15.0,10.5,8.6,9.6,10.0,42.9,47.0,18.2,89.31,8.2,1998
Charles R. Jones,CHI,23,29,5,24,16.4,91.6,103.3,-11.7,15.6,1.41,20.1,1.9,7.6,4.6,14.2,39.4,40.7,16.1,89.88,3.9,1998
Charles Smith,LAC,23,23,3,20,13.7,89.4,102.9,-13.5,7.1,0.65,9.4,2.1,6.1,4.0,14.5,39.7,40.4,17.5,93.16,1.7,1998
Charlie Ward,NYK,28,50,27,23,31.1,96.2,93.8,2.4,28.9,2.07,35.2,1.6,9.5,5.7,17.0,48.4,51.3,14.8,90.74,10.7,1998
Chauncey Billups,DEN,22,45,14,31,33.1,105.4,111.9,-6.5,19.2,1.77,20.5,1.6,5.2,3.3,11.6,47.2,54.7,20.0,93.36,8.1,1998
Chris Carr,NJN,25,39,20,19,11.4,95.3,101.5,-6.2,10.2,0.82,8.4,4.7,11.0,7.7,10.3,43.9,46.5,23.6,97.37,6.4,1998
Chris Childs,NYK,31,48,25,23,27.0,97.6,97.3,0.3,26.7,2.27,33.3,1.5,8.7,5.3,14.7,49.4,54.4,14.2,88.06,8.9,1998
Chris Whitney,WAS,27,39,14,25,11.3,97.3,95.7,1.5,27.6,1.92,25.0,1.8,8.9,5.3,13.0,51.3,55.1,20.6,96.36,10.9,1998
Corey Beck,CHH,28,24,18,6,7.5,104.1,102.1,2.1,18.3,1.54,25.3,3.8,12.8,8.5,16.5,47.4,49.3,15.2,90.17,6.0,1998
Corey Benjamin,CHI,21,31,8,23,10.3,84.4,101.0,-16.5,6.5,0.48,6.0,4.9,8.3,6.6,12.6,38.9,43.8,22.1,94.55,2.6,1998
Cory Alexander,DEN,26,36,9,27,21.5,99.1,99.7,-0.5,27.5,1.72,25.4,0.9,8.9,4.7,14.7,43.1,46.7,19.6,93.54,7.8,1998
Cory Carr,CHI,23,42,9,33,14.8,86.6,99.0,-12.4,20.6,1.43,19.2,1.3,7.2,4.1,13.4,34.0,37.2,20.6,92.11,2.5,1998
Cuttino Mobley,HOU,23,49,31,18,29.7,103.9,100.6,3.3,13.7,1.53,18.7,1.7,5.9,4.0,12.2,49.0,53.7,16.8,90.97,7.1,1998
Dale Ellis,SEA,38,48,23,25,25.7,103.7,103.8,-0.1,5.5,0.84,7.5,2.1,7.4,4.7,8.8,55.9,58.1,17.0,91.99,8.3,1998
Damon Jones,BOS,22,24,7,17,14.3,92.9,93.3,-0.4,20.9,2.47,22.6,1.6,10.9,6.0,9.1,46.6,49.4,17.9,97.92,11.1,1998
Damon Stoudamire,POR,25,50,35,15,33.5,101.4,99.1,2.3,32.2,2.84,28.3,2.5,7.5,5.0,10.0,43.1,46.2,21.0,91.68,10.7,1998
Dan Majerle,MIA,33,48,32,16,33.9,103.5,96.3,7.2,15.1,2.73,28.6,1.5,11.6,6.8,10.5,51.0,52.9,11.1,87.45,8.4,1998
Dana Barros,BOS,32,50,19,31,23.1,98.0,97.6,0.4,30.0,2.36,29.7,1.4,7.8,4.5,12.6,53.9,57.6,18.7,94.31,13.5,1998
Darrell Armstrong,ORL,31,50,33,17,30.1,100.9,95.2,5.7,40.1,2.12,31.0,3.4,8.8,6.0,14.6,50.7,57.5,21.7,91.61,17.1,1998
Darrick Martin,LAC,28,37,6,31,25.5,96.3,107.7,-11.4,25.7,2.15,27.8,0.5,5.0,2.7,12.9,42.3,47.5,17.9,92.80,6.8,1998
David Wesley,CHH,28,50,26,24,36.9,100.9,98.9,2.0,31.2,2.27,29.5,1.4,7.5,4.6,13.0,50.2,56.1,19.4,92.29,11.8,1998
David Wingate,NYK,35,20,14,6,4.5,97.1,85.4,11.7,8.6,0.83,18.5,3.4,6.3,4.8,22.2,43.8,43.8,10.4,94.05,2.1,1998
DeJuan Wheat,VAN,25,46,8,38,12.8,93.6,100.6,-7.0,32.9,2.10,27.4,1.8,6.5,3.9,13.0,43.5,47.9,20.2,90.56,8.5,1998
Dee Brown,TOR,30,49,23,26,28.2,101.3,103.0,-1.8,18.7,1.79,19.3,1.1,6.5,3.7,10.8,51.4,52.9,18.9,93.03,8.9,1998
Dell Curry,MIL,35,42,23,19,20.6,102.5,101.3,1.2,10.5,1.07,10.8,2.3,7.6,5.1,10.2,58.8,60.3,21.5,88.98,12.9,1998
Derek Anderson,CLE,24,38,16,22,25.8,95.3,97.2,-1.9,30.5,1.77,23.6,2.3,10.0,6.2,13.4,43.2,52.9,23.0,88.83,13.5,1998
Derek Fisher,LAL,24,50,31,19,22.6,106.1,96.9,9.2,25.6,2.56,34.5,2.0,6.4,4.2,13.5,44.9,49.7,14.7,94.19,8.6,1998
Derek Harper,LAL,37,45,29,16,24.9,103.6,106.6,-3.0,25.5,3.60,34.3,1.2,4.5,2.9,9.5,48.6,50.6,14.2,93.67,8.8,1998
Doug Christie,TOR,29,50,23,27,35.4,97.7,100.7,-3.0,19.8,1.57,17.6,3.4,8.8,6.0,11.2,42.5,50.1,22.2,91.28,11.3,1998
Doug Overton,PHI,29,24,9,15,10.2,90.2,95.2,-5.0,17.4,1.15,16.9,2.5,5.7,4.0,14.7,44.0,49.6,19.2,95.47,7.6,1998
