PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,YEAR
Danny Green,SAS,28,81,55,26,28.5,108.9,99.0,9.8,10.1,1.70,15.3,2.5,12.2,7.5,9.0,56.6,59.6,17.0,95.45,10.4,2014
Dante Exum,UTA,19,82,38,44,22.2,102.0,99.3,2.7,16.9,1.68,26.6,1.6,5.7,3.7,15.8,44.8,45.7,13.7,91.03,3.7,2014
Darius Morris,BKN,24,38,14,24,7.9,90.3,100.3,-10.0,28.1,2.29,27.0,2.1,6.7,4.3,11.8,37.3,37.7,19.0,96.17,4.9,2014
Darren Collison,SAC,27,45,16,29,34.8,106.4,105.7,0.8,26.3,2.25,25.3,1.3,7.6,4.6,11.2,52.7,57.5,20.6,97.73,12.0,2014
David Stockton,SAC,24,3,1,2,11.0,119.2,85.3,33.8,33.3,2.25,42.9,0.0,4.4,2.6,19.0,41.7,46.3,15.0,107.37,7.1,2014
DeMar DeRozan,TOR,25,60,37,23,35.0,108.3,105.6,2.7,17.4,1.53,13.8,2.0,11.3,6.7,9.0,42.6,51.0,28.2,93.71,11.5,2014
Dennis Schroder,ATL,21,77,57,20,19.7,102.6,102.4,0.2,37.3,2.11,26.1,2.0,8.9,5.5,12.4,46.6,51.6,26.7,94.51,11.3,2014
Deron Williams,BKN,31,68,34,34,31.1,105.4,105.3,0.2,32.6,2.91,30.4,1.4,9.9,5.6,10.4,44.3,50.4,21.9,94.42,10.6,2014
Derrick Rose,CHI,26,51,33,18,30.0,105.9,102.2,3.7,28.9,1.56,18.9,2.2,7.5,5.0,12.1,45.0,49.3,30.5,96.42,10.6,2014
Devin Harris,DAL,32,76,45,31,22.2,107.2,103.7,3.4,20.7,2.79,25.8,0.7,7.2,3.9,9.2,50.9,55.9,17.5,98.47,9.2,2014
Dion Waiters,OKC,23,80,46,34,27.6,106.0,104.3,1.7,11.6,1.44,12.6,1.7,6.6,4.1,8.7,43.5,46.0,21.8,97.63,6.2,2014
Donald Sloan,IND,27,53,22,31,20.9,97.3,101.5,-4.2,29.1,2.92,29.5,1.0,11.5,6.2,10.1,46.6,50.3,18.1,94.53,11.4,2014
Dwight Buycks,LAL,26,6,1,5,20.5,102.1,110.3,-8.2,20.6,1.17,20.0,1.7,8.3,5.0,17.1,53.8,58.6,20.7,94.26,9.6,2014
Dwyane Wade,MIA,33,62,28,34,31.8,105.0,107.1,-2.1,30.0,1.43,17.1,3.2,8.5,5.9,11.9,48.3,53.4,33.8,92.61,14.1,2014
E'Twaun Moore,CHI,26,56,36,20,9.0,100.7,102.0,-1.3,10.6,2.36,16.8,2.4,6.6,4.5,7.1,49.3,50.4,14.0,96.71,6.0,2014
Elfrid Payton,ORL,21,82,25,57,30.3,102.3,105.7,-3.4,31.4,2.63,34.7,4.2,9.9,7.0,13.2,43.3,45.6,17.9,95.62,9.0,2014
Elijah Millsap,UTA,27,47,25,22,19.7,100.0,96.1,3.9,10.1,0.87,14.4,3.0,12.6,7.9,16.6,39.9,45.0,16.4,93.70,4.9,2014
Elliot Williams,PHI,26,13,6,7,9.1,101.7,96.2,5.5,15.0,3.00,21.8,0.0,6.5,3.3,7.3,48.6,47.7,16.2,95.19,4.9,2014
Eric Bledsoe,PHX,25,81,39,42,34.6,104.6,103.9,0.7,27.3,1.80,24.7,2.6,12.1,7.4,13.8,48.9,55.5,23.3,97.89,13.0,2014
Eric Gordon,NOP,26,61,35,26,33.1,107.5,105.6,1.8,17.7,1.88,20.7,1.4,6.5,4.0,11.1,51.2,54.4,19.6,92.24,7.6,2014
Erick Green,DEN,24,43,15,28,9.5,96.7,105.9,-9.3,16.5,2.79,17.7,1.5,6.0,3.5,6.4,42.0,43.6,18.1,98.54,6.3,2014
Evan Fournier,ORL,22,58,19,39,28.6,102.0,106.1,-4.1,11.5,1.46,14.3,1.8,7.8,4.8,9.7,51.4,54.6,19.7,94.96,7.6,2014
Evan Turner,BOS,26,82,40,42,27.6,101.9,103.7,-1.8,30.2,2.27,30.8,1.7,16.3,8.9,13.6,45.1,48.2,19.3,97.54,11.0,2014
Francisco Garcia,HOU,33,14,10,4,14.3,97.0,98.0,-1.0,12.8,1.50,16.9,1.4,6.6,4.0,11.2,34.9,34.7,16.3,95.57,1.5,2014
Gal Mekel,DAL,27,4,2,2,10.9,101.2,98.8,2.4,44.8,6.50,37.1,0.0,2.3,1.2,5.7,15.0,15.0,23.4,92.73,1.4,2014
Garrett Temple,WAS,29,52,28,24,14.1,96.3,98.0,-1.7,11.9,1.65,19.8,3.3,8.5,5.9,12.0,49.7,53.4,13.6,97.28,6.9,2014
Gary Harris,DEN,20,55,18,37,13.1,95.3,105.9,-10.7,6.1,0.76,9.5,2.6,6.1,4.2,12.5,35.3,39.5,16.0,100.81,1.7,2014
Gary Neal,MIN,30,54,24,30,22.1,98.1,104.0,-6.0,15.2,1.54,13.8,1.1,9.5,5.3,9.0,42.3,48.3,23.1,95.63,8.0,2014
George Hill,IND,29,43,26,17,29.5,107.5,101.4,6.2,30.4,3.19,24.8,2.0,11.8,7.0,7.8,54.1,57.9,24.0,93.83,15.1,2014
Gerald Green,PHX,29,74,34,40,19.5,106.2,106.1,0.1,11.0,0.88,8.9,2.2,10.4,6.3,10.2,50.4,53.2,27.7,98.81,9.3,2014
Gerald Henderson,CHA,27,80,32,48,28.9,100.2,100.6,-0.4,15.2,1.87,16.3,1.5,10.1,5.8,8.7,46.3,51.4,20.7,94.03,9.4,2014
Glen Rice,WAS,24,5,4,1,8.5,84.7,114.6,-29.9,8.3,1.00,9.5,4.4,5.4,4.9,9.5,23.3,31.2,19.0,94.08,-11.3,2014
Glenn Robinson III,PHI,21,35,2,33,7.5,106.7,100.4,6.3,6.4,1.00,10.9,5.4,9.2,7.3,10.9,42.5,47.1,14.3,100.23,5.3,2014
Goran Dragic,MIA,29,78,41,37,33.8,105.6,105.7,-0.1,21.2,2.02,21.6,3.1,7.2,5.2,10.7,54.6,57.7,21.1,97.24,11.1,2014
Greivis Vasquez,TOR,28,82,49,33,24.3,107.2,105.5,1.6,24.7,2.54,25.7,1.1,9.9,5.5,10.1,50.0,51.4,19.6,94.41,8.6,2014
Hollis Thompson,PHI,24,71,13,58,25.0,93.7,103.3,-9.6,8.3,1.29,11.7,2.7,8.2,5.3,9.1,51.8,53.8,15.4,98.52,7.0,2014
Ian Clark,DEN,24,30,9,21,6.4,96.4,105.3,-9.0,9.7,1.33,15.0,2.0,6.5,4.1,11.3,43.6,48.3,15.2,97.40,4.2,2014
Iman Shumpert,CLE,25,62,34,28,24.9,105.7,103.2,2.6,13.7,1.48,18.6,3.7,10.7,7.3,12.6,48.1,49.7,17.2,93.20,7.7,2014
Isaiah Canaan,PHI,24,47,24,23,20.0,97.1,100.8,-3.7,18.9,1.58,17.4,1.7,7.3,4.4,11.0,50.7,53.4,21.1,97.64,8.5,2014
Isaiah Thomas,BOS,26,67,40,27,25.8,108.8,104.0,4.8,26.9,1.99,20.7,1.8,6.9,4.3,10.4,50.2,58.0,27.1,99.14,12.9,2014
Ish Smith,PHI,26,55,24,31,15.1,94.5,100.7,-6.2,38.8,2.31,27.7,1.6,10.0,5.6,12.0,41.4,43.1,23.6,98.98,10.3,2014
J.J. Barea,DAL,31,77,49,28,17.7,108.0,103.0,4.9,29.5,3.76,28.9,1.7,8.1,4.9,7.7,47.0,50.2,20.9,97.26,10.2,2014
JJ Redick,LAC,31,78,55,23,30.9,114.7,102.4,12.3,8.5,1.44,11.0,0.9,5.9,3.5,7.6,58.3,62.2,20.1,96.66,9.6,2014
JR Smith,CLE,29,70,38,32,29.7,108.6,105.0,3.6,14.5,2.01,18.1,1.5,9.1,5.3,9.0,52.5,53.8,18.8,94.64,8.3,2014
JaKarr Sampson,PHI,22,74,17,57,15.3,91.8,104.0,-12.2,12.1,1.01,14.2,2.8,11.2,6.8,14.0,46.7,49.8,17.3,100.89,5.8,2014
Jabari Brown,LAL,22,19,4,15,29.9,100.9,111.7,-10.8,11.3,1.25,14.3,0.5,6.2,3.2,11.5,47.9,54.7,18.3,95.64,6.4,2014
Jamaal Franklin,DEN,23,3,1,2,4.4,100.0,128.1,-28.1,27.3,1.00,37.5,5.9,9.1,7.1,37.5,75.0,75.0,13.2,116.55,0.0,2014
Jamal Crawford,LAC,35,64,44,20,26.6,107.9,106.3,1.6,16.0,1.72,13.3,1.1,6.2,3.6,7.7,46.7,53.2,27.0,96.52,10.3,2014
Jameer Nelson,DEN,33,63,25,38,22.3,104.4,105.0,-0.6,27.8,2.32,28.7,2.3,8.1,5.1,12.4,49.5,50.3,19.5,96.43,8.1,2014
James Harden,HOU,25,81,56,25,36.8,109.2,103.5,5.7,34.0,1.76,20.8,2.5,12.6,7.5,11.8,51.1,60.5,30.8,97.61,18.4,2014
James Young,BOS,19,31,14,17,10.7,103.5,103.5,0.0,5.9,2.60,9.8,2.3,10.1,5.9,3.8,43.6,45.7,14.9,99.52,5.0,2014
Jannero Pargo,CHA,35,9,2,7,8.1,95.8,97.9,-2.1,21.6,2.67,17.0,0.0,4.2,1.9,6.4,55.7,57.1,23.8,94.12,9.5,2014
Jared Cunningham,LAC,24,19,12,7,4.7,96.3,96.4,-0.1,20.4,1.43,17.9,1.1,9.1,5.1,12.5,42.4,45.2,22.5,102.74,3.3,2014
Jared Dudley,MIL,29,72,39,33,23.8,100.6,97.5,3.2,11.5,2.10,20.1,2.7,10.0,6.5,9.6,55.6,57.2,13.5,95.38,9.1,2014
Jarrett Jack,BKN,31,80,36,44,28.0,99.4,106.9,-7.5,28.6,1.95,25.2,0.9,9.9,5.4,12.9,46.3,52.2,22.2,95.09,11.0,2014
Jason Richardson,PHI,34,19,4,15,21.9,92.8,101.4,-8.7,17.1,2.38,15.8,2.7,12.5,7.2,6.6,43.5,45.8,21.3,95.84,9.2,2014
Jason Terry,HOU,37,77,53,24,21.3,103.0,99.4,3.7,13.9,1.99,21.6,0.9,6.0,3.5,10.9,56.3,57.9,13.7,99.70,7.7,2014
Jeff Teague,ATL,27,73,53,20,30.5,109.4,101.1,8.3,36.7,2.50,29.3,1.4,6.8,4.2,11.7,50.0,56.6,24.7,96.57,13.3,2014
Jerel McNeal,PHX,28,6,1,5,6.1,85.1,91.7,-6.5,11.8,0.40,10.5,0.0,9.1,4.2,26.3,31.8,37.9,21.0,96.44,-0.6,2014
Jeremy Lamb,OKC,23,47,27,20,13.5,97.6,104.1,-6.5,12.5,1.63,12.8,1.2,14.8,8.0,7.8,49.2,53.8,21.2,94.34,11.9,2014
Jeremy Lin,LAL,26,74,19,55,25.8,102.1,108.7,-6.6,27.9,2.04,26.4,1.3,9.0,5.1,12.9,47.3,53.9,21.5,97.20,9.8,2014
Jerryd Bayless,MIL,26,77,39,38,22.3,99.5,99.5,0.0,22.1,1.75,24.8,1.3,10.9,6.2,14.2,46.2,51.9,18.5,94.71,9.0,2014
Jimmer Fredette,NOP,26,50,27,23,10.2,107.3,102.9,4.4,17.1,1.76,21.2,1.5,6.1,3.8,12.0,40.7,47.9,18.2,96.71,6.2,2014
Jimmy Butler,CHI,25,65,40,25,38.7,107.4,102.7,4.6,14.2,2.28,14.9,4.5,9.9,7.3,6.5,50.2,58.3,21.3,94.13,13.8,2014
Jodie Meeks,DET,27,60,29,31,24.4,101.2,105.5,-4.3,9.1,1.39,10.7,0.8,6.3,3.4,7.7,48.5,54.8,19.6,95.42,8.7,2014
Joe Harris,CLE,23,51,32,19,9.7,100.8,111.6,-10.7,8.3,0.96,14.5,1.4,7.3,4.2,15.1,52.9,53.7,13.7,96.25,2.2,2014
Joe Ingles,UTA,27,79,36,43,21.2,100.0,102.3,-2.2,17.1,1.86,28.0,1.3,9.4,5.4,15.1,51.7,53.3,12.6,92.34,7.2,2014
Joe Johnson,BKN,34,80,38,42,34.9,104.6,107.0,-2.5,16.9,2.13,19.0,1.9,12.2,7.1,8.9,49.4,52.3,20.3,93.33,10.1,2014
John Jenkins,ATL,24,24,13,11,12.4,94.4,97.9,-3.5,8.1,1.63,10.2,0.6,11.5,6.1,6.3,60.1,62.9,16.9,98.71,11.7,2014
John Lucas III,DET,32,21,8,13,12.9,96.1,105.5,-9.4,39.2,3.75,33.0,1.5,4.7,3.0,8.8,44.7,46.1,20.5,93.71,9.2,2014
John Wall,WAS,24,79,45,34,35.9,104.4,99.6,4.8,44.6,2.61,32.7,1.3,11.1,6.4,12.6,47.3,52.3,25.3,96.44,15.1,2014
Jordan Adams,MEM,20,30,14,16,8.3,101.4,97.8,3.6,10.1,1.14,12.8,3.5,7.5,5.5,11.2,46.5,48.9,18.6,96.32,7.2,2014
Jordan Clarkson,LAL,23,59,11,48,25.0,100.8,109.1,-8.3,24.3,2.15,21.3,3.6,9.7,6.5,9.9,48.0,52.8,23.0,94.08,10.9,2014
Jordan Farmar,LAC,28,36,23,13,14.7,97.1,101.1,-4.0,21.3,2.09,25.6,1.5,6.5,4.0,12.2,49.7,51.3,16.6,97.42,6.4,2014
Jordan Hamilton,LAC,24,14,10,4,8.7,97.2,107.0,-9.8,9.0,1.75,15.2,1.7,10.8,6.5,8.7,54.3,54.3,14.1,99.88,5.3,2014
Jorge Gutierrez,MIL,26,20,10,10,8.7,92.3,99.4,-7.1,21.2,1.83,27.5,2.8,10.6,6.8,15.0,53.7,56.7,14.6,96.60,7.9,2014
Jose Calderon,NYK,33,42,7,35,30.2,98.1,111.7,-13.6,25.1,2.64,30.9,1.5,8.9,5.0,11.7,49.9,51.9,15.8,93.11,8.2,2014
Jrue Holiday,NOP,25,40,20,20,32.6,109.9,105.9,4.0,32.2,3.01,29.4,2.5,8.1,5.3,9.8,49.3,52.2,22.4,94.82,11.1,2014
Justin Holiday,GSW,26,59,49,10,11.1,99.1,99.4,-0.4,11.4,1.66,14.5,1.7,8.1,5.1,8.8,46.2,49.8,18.2,100.61,7.9,2014
KJ McDaniels,HOU,22,62,19,43,21.8,91.7,100.4,-8.7,9.5,0.69,10.7,4.3,9.8,6.9,15.6,44.6,49.4,18.8,98.40,6.7,2014
Kalin Lucas,MEM,26,1,0,1,5.5,66.7,125.0,-58.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,104.16,-5.0,2014
Kemba Walker,CHA,25,62,21,41,34.2,99.4,104.2,-4.7,27.2,3.18,21.0,1.5,8.8,5.0,6.6,42.9,48.6,25.4,93.29,12.1,2014
Kendall Marshall,MIL,23,28,13,15,14.9,106.3,99.6,6.7,30.1,2.46,38.2,0.6,6.3,3.7,15.6,54.5,56.2,15.5,94.17,9.3,2014
Kent Bazemore,ATL,25,75,53,22,17.6,99.8,102.2,-2.4,9.3,1.07,14.8,1.6,14.5,8.2,13.9,49.8,52.0,15.1,96.78,6.8,2014
Kentavious Caldwell-Pope,DET,22,82,32,50,31.5,106.2,104.8,1.4,6.5,1.16,8.8,1.6,8.2,4.8,7.6,48.0,50.1,19.0,95.00,6.5,2014
Kevin Martin,MIN,32,39,11,28,33.4,102.1,112.2,-10.1,12.3,1.17,10.2,1.4,9.7,5.5,8.7,48.7,54.9,26.2,96.48,10.5,2014
Khris Middleton,MIL,23,79,40,39,30.1,103.9,96.7,7.2,12.3,1.61,14.8,2.1,12.3,7.3,9.2,53.0,56.3,19.4,95.52,11.6,2014
Kirk Hinrich,CHI,34,66,37,29,24.4,103.4,102.0,1.4,14.3,2.03,23.7,1.2,5.8,3.6,11.7,44.9,46.8,12.9,95.47,4.1,2014
Klay Thompson,GSW,25,77,64,13,31.9,114.1,98.9,15.2,13.7,1.49,12.5,1.1,8.2,4.9,8.4,55.5,59.1,27.2,100.37,12.6,2014
Kobe Bryant,LAL,36,35,10,25,34.5,102.1,113.9,-11.9,30.0,1.54,17.3,2.0,14.7,8.0,11.3,41.1,47.7,33.7,96.89,11.8,2014
Kyle Korver,ATL,34,75,58,17,32.2,111.6,99.3,12.3,11.1,1.83,20.8,0.7,11.7,6.5,11.3,67.1,69.9,13.9,96.35,9.7,2014
Kyle Lowry,TOR,29,70,43,27,34.5,109.5,105.4,4.1,31.2,2.73,25.9,2.2,11.5,6.8,9.5,47.6,52.7,24.6,95.19,12.6,2014
Kyrie Irving,CLE,23,75,52,23,36.4,112.4,104.8,7.7,23.6,2.09,19.9,2.1,6.7,4.4,9.5,53.2,58.3,25.5,94.55,12.8,2014
Lance Stephenson,CHA,24,61,23,38,25.8,95.6,102.5,-6.9,25.9,1.88,25.0,2.3,15.1,8.5,13.3,39.3,41.9,20.6,94.73,7.7,2014
Landry Fields,TOR,27,26,16,10,8.3,90.7,110.2,-19.5,11.2,1.88,22.4,4.6,7.8,6.2,11.9,50.0,52.7,10.5,96.57,6.8,2014
Langston Galloway,NYK,23,45,12,33,32.4,97.3,106.6,-9.4,17.5,2.46,19.9,2.4,10.8,6.5,8.1,46.0,48.9,18.7,93.65,8.2,2014
Larry Drew II,PHI,25,12,4,8,18.3,87.0,104.1,-17.1,38.1,1.80,34.9,0.4,6.9,3.4,19.4,37.9,38.8,16.8,95.95,5.2,2014
Leandro Barbosa,GSW,32,66,54,12,14.9,102.3,101.7,0.6,16.2,2.25,17.6,2.3,6.6,4.4,7.8,53.0,55.8,20.0,100.33,9.6,2014
Lester Hudson,LAC,30,5,5,0,11.1,92.7,100.9,-8.2,17.2,1.67,20.8,1.9,12.1,7.3,12.5,53.6,57.1,15.7,93.75,14.6,2014
Lorenzo Brown,MIN,24,29,6,23,18.9,104.3,111.5,-7.2,25.7,3.00,35.9,2.8,11.1,7.0,12.0,45.1,46.8,13.3,94.54,7.6,2014
Lou Williams,TOR,28,80,48,32,25.2,111.9,105.3,6.6,13.6,1.62,12.1,1.2,6.4,3.8,7.5,48.6,56.4,25.7,95.84,11.7,2014
Luke Ridnour,ORL,34,47,13,34,14.5,95.3,105.6,-10.3,22.0,2.53,30.1,1.2,8.8,5.0,11.9,48.3,50.7,14.5,97.17,7.3,2014
Malcolm Lee,PHI,25,1,0,1,2.0,140.0,80.0,60.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,119.01,-10.0,2014
Manu Ginobili,SAS,37,70,47,23,22.7,106.1,96.4,9.8,29.0,1.90,26.0,1.8,11.3,6.7,13.7,50.2,54.4,23.1,97.29,11.3,2014
Marco Belinelli,SAS,29,62,41,21,22.4,105.3,104.8,0.5,10.5,1.54,14.1,2.0,9.5,5.8,9.2,51.5,55.3,18.6,95.65,8.2,2014
Marcus Smart,BOS,21,67,35,32,27.0,104.7,101.4,3.4,16.1,2.31,25.1,3.2,8.9,6.0,10.9,46.2,49.1,14.9,97.36,6.6,2014
Marcus Thornton,PHX,28,48,19,29,15.0,100.1,101.7,-1.6,8.7,1.33,8.4,2.9,8.7,5.7,6.3,48.4,51.4,22.8,97.75,10.2,2014
Mario Chalmers,MIA,29,80,36,44,29.6,100.4,104.0,-3.6,21.6,1.77,24.5,1.1,8.0,4.6,13.8,45.8,52.1,18.3,93.00,7.6,2014
Markel Brown,BKN,23,47,23,24,16.6,104.8,106.4,-1.5,7.0,1.44,12.9,2.0,12.0,6.9,8.9,40.2,45.9,14.7,96.29,5.5,2014
Martell Webster,WAS,28,32,12,20,11.0,89.0,108.6,-19.7,8.1,0.77,10.7,2.8,9.9,6.4,13.8,31.9,44.5,17.4,98.49,3.7,2014
Matthew Dellavedova,CLE,24,67,43,24,20.6,104.7,103.0,1.7,22.8,3.34,34.5,2.6,6.6,4.6,10.3,47.2,49.3,12.5,93.43,5.2,2014
Michael Carter-Williams,MIL,23,66,21,45,32.6,95.2,99.0,-3.7,37.4,1.75,25.3,2.9,13.4,8.0,14.5,41.6,46.1,26.4,96.54,11.5,2014
Mike Conley,MEM,27,70,47,23,31.8,106.6,101.7,4.9,27.8,2.40,24.7,1.4,8.4,4.9,10.3,50.6,55.8,23.3,93.34,12.4,2014
Mike Miller,CLE,35,52,31,21,13.5,98.8,103.8,-5.0,10.1,2.00,24.9,0.6,12.3,6.4,12.4,46.5,47.1,8.9,95.19,3.7,2014
Mo Williams,CHA,32,68,20,48,29.1,102.1,105.2,-3.1,35.8,2.47,27.7,1.1,7.8,4.3,11.2,46.6,51.2,24.3,95.97,10.5,2014
Monta Ellis,DAL,29,80,50,30,33.7,108.4,104.5,3.9,20.0,1.66,16.3,1.3,5.6,3.5,9.8,47.5,50.9,27.3,97.69,9.7,2014
Nate Robinson,DEN,31,42,22,20,14.1,93.6,103.7,-10.1,30.3,3.23,24.4,2.7,5.2,4.0,7.5,40.6,43.2,22.5,96.74,6.3,2014
Nate Wolters,MIL,24,21,14,7,11.7,96.5,97.1,-0.7,12.7,1.62,22.6,3.2,10.1,6.7,14.0,35.1,35.2,13.1,94.08,4.0,2014
Nick Calathes,MEM,26,58,36,22,14.4,97.6,91.2,6.4,27.4,2.39,30.9,2.2,10.1,6.1,12.9,44.3,45.5,17.1,95.32,9.4,2014
Nick Johnson,HOU,22,28,18,10,9.4,91.9,100.0,-8.1,6.9,0.58,9.4,4.5,8.9,6.7,16.2,38.0,43.0,16.7,102.09,1.9,2014
Nick Young,LAL,30,42,12,30,23.8,102.3,105.8,-3.5,7.1,0.93,6.7,1.6,7.7,4.5,7.1,45.3,52.0,24.8,97.28,8.3,2014
Nik Stauskas,SAC,21,73,26,47,15.4,102.2,108.1,-5.9,9.2,1.68,15.5,1.0,6.6,3.8,9.3,44.6,49.2,13.8,97.79,4.3,2014
Norris Cole,NOP,26,75,37,38,24.4,101.6,107.0,-5.3,22.9,2.58,26.8,0.8,8.0,4.5,10.4,46.1,48.3,17.9,91.29,7.8,2014
O.J. Mayo,MIL,27,71,39,32,23.9,100.3,101.8,-1.5,19.4,1.54,18.2,1.9,8.9,5.5,11.8,49.3,52.9,23.2,97.03,9.4,2014
P.J. Tucker,PHX,30,78,36,42,30.6,102.6,103.8,-1.2,7.6,1.27,13.9,4.6,15.7,10.1,10.9,51.1,54.1,13.8,97.40,9.3,2014
PJ Hairston,CHA,22,45,19,26,15.3,97.5,105.7,-8.1,5.1,0.95,6.4,2.8,10.1,6.2,6.7,41.4,44.6,19.0,96.49,5.0,2014
Pablo Prigioni,HOU,38,67,25,42,17.9,101.0,104.4,-3.3,21.3,2.76,35.7,2.5,7.6,5.0,12.9,52.4,55.7,11.3,96.05,8.6,2014
Patrick Beverley,HOU,26,56,35,21,30.8,106.3,103.6,2.7,17.1,2.31,23.0,3.8,9.9,6.8,9.9,49.2,50.9,16.1,97.19,7.1,2014
Patrick Christopher,MEM,27,4,2,2,7.2,80.7,108.5,-27.8,0.0,0.00,0.0,7.1,15.4,11.1,7.7,25.0,25.0,20.3,96.89,-4.0,2014
Patty Mills,SAS,26,51,37,14,15.7,104.6,94.7,9.9,17.2,2.49,18.3,2.5,6.4,4.5,7.4,47.3,49.6,20.8,98.39,8.3,2014
Paul George,IND,25,6,5,1,15.2,101.7,92.2,9.5,12.2,0.50,8.3,4.5,17.3,11.5,16.7,45.9,49.2,31.9,94.50,10.6,2014
Phil Pressey,BOS,24,50,22,28,12.0,98.1,97.2,0.9,30.0,2.85,32.9,2.0,10.4,6.2,11.5,41.4,45.3,17.1,98.22,9.3,2014
Quincy Pondexter,NOP,27,75,48,27,23.9,103.3,103.1,0.3,8.0,1.84,14.8,3.0,7.9,5.5,8.1,52.2,55.0,13.5,93.46,5.7,2014
Rajon Rondo,DAL,29,68,34,34,29.7,101.7,102.6,-0.9,39.3,2.56,37.7,3.6,14.5,9.1,14.7,44.7,44.8,19.1,99.11,10.8,2014
Ramon Sessions,WAS,29,64,26,38,18.6,96.6,103.5,-6.9,25.8,2.12,26.8,2.0,9.5,5.9,12.6,40.3,49.0,18.7,94.82,9.3,2014
Randy Foye,DEN,31,50,15,35,21.7,102.0,106.5,-4.5,17.6,1.98,19.7,0.8,7.1,3.8,9.9,48.5,51.0,19.0,98.85,6.6,2014
Ray McCallum,SAC,24,68,22,46,21.1,101.5,109.6,-8.1,21.0,2.21,24.0,3.5,8.9,6.1,10.9,47.4,49.6,17.5,97.94,8.3,2014
Raymond Felton,DAL,31,29,14,15,9.7,96.2,100.5,-4.3,23.7,2.28,23.8,0.7,8.0,4.3,10.5,45.3,48.0,19.9,99.02,9.2,2014
Reggie Bullock,PHX,24,36,19,17,9.4,95.3,94.9,0.4,3.8,1.00,8.9,0.3,14.0,7.1,8.9,45.0,46.6,11.1,96.39,5.5,2014
Reggie Jackson,DET,25,77,37,40,29.5,105.6,103.6,2.0,33.3,2.48,26.6,2.3,11.5,6.9,10.7,47.0,51.1,24.4,94.65,12.8,2014
Ricky Ledo,NYK,22,17,4,13,14.4,94.7,105.3,-10.6,14.3,0.73,12.6,6.1,8.6,7.3,17.2,38.5,42.6,23.2,96.67,3.3,2014
Ricky Rubio,MIN,24,22,7,15,31.5,102.7,104.2,-1.4,42.2,3.02,37.9,2.6,15.2,8.7,12.6,38.6,45.2,19.3,97.16,12.4,2014
Rodney Hood,UTA,22,50,27,23,21.3,102.6,98.8,3.8,13.6,1.84,15.5,0.8,10.1,5.5,8.4,49.7,52.9,19.2,92.31,8.0,2014
Rodney Stuckey,IND,29,71,34,37,26.4,100.9,101.5,-0.6,20.0,1.86,18.5,1.9,10.7,6.4,10.0,47.7,52.8,23.0,94.59,11.5,2014
Ronnie Price,LAL,32,43,13,30,22.8,103.2,106.4,-3.3,24.4,3.17,35.8,1.8,5.2,3.5,11.3,41.5,45.5,13.2,96.12,5.5,2014
Russ Smith,MEM,24,12,7,5,5.4,94.3,78.7,15.6,21.6,0.67,15.7,1.3,6.8,3.9,23.5,36.0,48.8,25.1,104.02,2.9,2014
Russell Westbrook,OKC,26,67,40,27,34.4,111.0,106.3,4.7,43.0,1.96,21.9,5.1,15.1,10.1,11.2,45.5,53.6,36.8,99.23,18.7,2014
Sean Kilpatrick,MIN,25,4,2,2,17.9,105.4,93.9,11.5,8.2,2.00,14.3,1.7,7.8,4.9,7.1,45.0,50.6,15.0,99.34,6.5,2014
Sebastian Telfair,OKC,30,16,4,12,20.4,91.7,102.9,-11.2,29.0,2.50,22.3,0.6,8.8,4.6,8.9,44.0,47.9,21.9,91.87,9.6,2014
Sergey Karasev,BKN,21,33,12,21,16.8,103.1,101.4,1.7,12.3,1.92,20.8,4.1,7.8,6.0,10.9,46.3,50.8,13.9,95.83,6.2,2014
Seth Curry,PHX,24,2,2,0,3.9,75.0,100.0,-25.0,20.0,0.00,25.0,0.0,28.6,12.5,0.0,0.0,0.0,16.7,98.46,-11.1,2014
Shabazz Napier,MIA,23,51,24,27,19.8,99.7,101.9,-2.2,21.6,1.60,27.9,1.8,10.2,6.0,17.4,47.6,51.7,15.4,91.58,7.5,2014
Shane Larkin,NYK,22,76,16,60,24.5,96.0,106.7,-10.7,20.1,2.72,29.1,1.5,8.4,4.9,10.7,47.3,50.4,13.4,92.71,7.8,2014
Shannon Brown,MIA,29,5,3,2,17.8,104.1,112.9,-8.7,4.9,0.75,10.7,0.0,1.3,0.7,14.3,44.7,48.2,14.0,92.20,0.9,2014
Shaun Livingston,GSW,29,78,64,14,18.8,101.4,100.4,1.0,26.7,2.54,32.5,3.0,8.8,6.1,12.8,50.0,52.9,15.9,98.40,10.0,2014
Shawn Marion,CLE,37,57,36,21,19.3,106.7,103.7,3.1,6.9,1.55,13.9,5.8,12.6,9.2,9.0,46.8,48.9,12.6,94.64,7.4,2014
Shelvin Mack,ATL,25,55,37,18,15.1,102.4,100.1,2.3,29.8,3.16,30.5,1.0,8.6,4.8,9.6,46.9,48.9,19.0,95.59,10.1,2014
