PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Chris Wilcox,NYK,26,62,15,47,16.9,7.2,3.0,6.0,49.7,0.0,0.1,0.0,1.3,2.3,56.4,1.5,2.9,4.5,0.8,1.2,0.4,0.3,2.2,14.5,3,0,-2.9,2008
Roy Hibbert,IND,22,70,29,41,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.8,0.3,1.1,3.1,15.6,0,0,-0.9,2008
Rasho Nesterovic,IND,33,70,30,40,17.3,6.8,3.2,6.2,51.3,0.0,0.0,0.0,0.4,0.5,78.1,1.3,2.1,3.4,1.6,0.9,0.4,0.5,2.4,15.2,2,0,-1.5,2008
Joakim Noah,CHI,24,80,39,41,24.2,6.7,2.6,4.7,55.6,0.0,0.0,0.0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,1.0,0.6,1.4,3.0,22.7,10,0,0.8,2008
Joe Smith,CLE,33,57,25,32,19.3,6.6,2.7,5.8,46.8,0.1,0.1,42.9,1.0,1.4,72.0,1.6,3.1,4.6,0.7,0.4,0.3,0.7,2.1,15.7,1,0,-0.5,2008
JaVale McGee,WAS,21,75,17,58,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.8,0.4,1.0,2.1,15.2,4,0,-3.9,2008
Samuel Dalembert,PHI,29,82,41,41,24.8,6.4,2.6,5.3,49.8,0.0,0.0,0.0,1.1,1.5,73.4,2.6,5.9,8.5,0.2,1.4,0.4,1.8,3.0,22.1,13,0,0.6,2008
Chris Andersen,DEN,30,71,45,26,20.6,6.4,2.3,4.1,54.8,0.0,0.1,20.0,1.8,2.5,71.8,2.3,3.9,6.2,0.4,1.0,0.6,2.5,2.5,22.6,5,0,1.4,2008
Zaza Pachulia,ATL,25,77,45,32,19.1,6.2,2.1,4.2,49.7,0.0,0.0,0.0,2.1,3.0,70.9,2.2,3.4,5.7,0.7,1.2,0.5,0.3,2.7,15.3,4,0,1.6,2008
Jeff Foster,IND,32,74,31,43,24.7,6.1,2.4,4.8,50.1,0.0,0.1,28.6,1.3,2.0,65.8,2.9,4.0,6.9,1.8,1.2,0.7,0.7,3.1,19.9,5,0,1.3,2008
Ronny Turiaf,GSW,26,79,28,51,21.5,5.9,2.4,4.6,50.8,0.0,0.0,0.0,1.2,1.6,79.0,1.1,3.4,4.6,2.1,0.9,0.4,2.1,3.1,21.4,2,0,-0.6,2008
Erick Dampier,DAL,33,80,49,31,22.9,5.7,2.3,3.5,65.0,0.0,0.0,0.0,1.1,1.8,63.8,2.7,4.4,7.1,1.0,0.9,0.3,1.2,2.4,19.1,6,0,0.8,2008
Joel Przybilla,POR,29,82,54,28,23.8,5.5,2.0,3.3,62.5,0.0,0.0,0.0,1.4,2.1,66.3,2.5,6.3,8.7,0.3,1.0,0.4,1.2,2.6,20.3,11,0,3.6,2008
Darko Milicic,MEM,24,61,22,39,17.0,5.5,2.2,4.4,51.5,0.0,0.0,0.0,1.0,1.7,56.2,1.4,3.0,4.3,0.6,0.8,0.4,0.8,2.2,14.3,5,0,-1.3,2008
Jared Jeffries,NYK,27,56,22,34,23.4,5.3,2.1,4.9,44.0,0.0,0.2,8.3,1.0,1.6,61.1,2.3,1.8,4.1,1.4,1.2,0.8,0.6,2.7,15.5,1,0,-1.7,2008
Tony Battie,ORL,33,77,55,22,15.6,4.8,2.1,4.2,48.9,0.0,0.1,22.2,0.7,1.1,65.9,1.2,2.4,3.6,0.4,0.6,0.3,0.3,1.5,11.2,0,0,1.2,2008
Hilton Armstrong,NOH,24,70,40,30,15.6,4.8,2.0,3.5,56.1,0.0,0.0,0.0,0.9,1.4,63.3,1.2,1.6,2.8,0.4,1.1,0.4,0.6,2.6,10.7,1,0,-1.1,2008
Kosta Koufos,UTA,20,48,27,21,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.5,0.3,0.6,1.5,10.9,0,0,-0.3,2008
Kurt Thomas,SAS,36,79,52,27,17.8,4.3,1.9,3.8,50.3,0.0,0.0,0.0,0.5,0.6,82.2,1.7,3.4,5.1,0.8,0.5,0.4,0.7,2.2,14.7,2,0,1.4,2008
DeAndre Jordan,LAC,20,53,11,42,14.6,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.8,0.2,1.1,1.8,13.2,3,0,-4.6,2008
Brian Skinner,LAC,33,51,8,43,16.5,4.2,1.8,4.0,44.9,0.0,0.0,0.0,0.6,0.9,63.8,1.4,2.6,4.0,0.5,0.8,0.3,1.0,1.8,13.0,3,0,-5.5,2008
Kwame Brown,DET,27,58,29,29,17.2,4.2,1.6,2.9,53.3,0.0,0.0,0.0,1.1,2.1,51.6,1.6,3.4,5.0,0.6,0.9,0.4,0.4,2.4,12.6,2,0,-0.1,2008
Josh Powell,LAL,26,60,49,11,11.7,4.2,1.8,4.0,44.4,0.0,0.0,0.0,0.6,0.8,76.0,1.2,1.8,2.9,0.5,0.9,0.2,0.3,1.6,8.8,0,0,-2.8,2008
Josh Boone,NJN,24,62,21,41,16.0,4.2,1.8,3.5,52.8,0.0,0.0,0.0,0.5,1.4,37.6,1.7,2.5,4.2,0.5,0.5,0.4,0.8,1.7,12.8,2,0,-0.7,2008
Shelden Williams,MIN,25,45,9,36,11.4,4.1,1.6,3.5,44.6,0.0,0.0,0.0,1.0,1.4,73.0,1.1,2.3,3.4,0.3,0.8,0.5,0.4,1.4,10.5,2,0,-0.3,2008
Dan Gadzuric,MIL,31,67,25,42,14.0,4.0,1.7,3.6,48.0,0.0,0.0,0.0,0.6,1.0,54.4,1.4,2.4,3.8,0.6,0.6,0.5,0.6,2.4,12.2,4,0,-0.8,2008
Paul Davis,LAC,24,27,7,20,11.8,4.0,1.5,3.6,40.8,0.0,0.0,0.0,1.0,1.3,79.4,1.0,1.4,2.5,0.4,0.5,0.4,0.1,1.6,8.6,0,0,-1.3,2008
Mark Blount,MIA,33,20,8,12,10.4,4.0,1.5,3.9,38.5,0.6,1.4,40.7,0.4,0.7,61.5,0.5,1.6,2.1,0.2,0.7,0.1,0.4,0.9,7.2,0,0,0.4,2008
Mikki Moore,BOS,33,70,26,44,17.2,3.9,1.6,2.9,55.3,0.0,0.0,0.0,0.7,0.9,78.7,1.1,2.6,3.7,0.8,0.7,0.2,0.3,3.0,10.4,1,0,-1.7,2008
Marcin Gortat,ORL,25,63,46,17,12.6,3.8,1.7,3.0,56.7,0.0,0.0,100,0.4,0.7,57.8,1.5,3.0,4.5,0.2,0.4,0.3,0.8,1.8,12.6,4,0,-0.8,2008
Oleksiy Pecherov,WAS,23,32,3,29,8.7,3.6,1.2,3.2,38.6,0.4,1.3,32.6,0.8,0.9,82.8,1.1,1.3,2.4,0.1,0.3,0.2,0.1,1.1,7.1,0,0,-2.0,2008
Aaron Gray,CHI,24,56,26,30,12.8,3.5,1.4,3.0,48.5,0.0,0.0,0.0,0.6,1.1,57.6,1.5,2.4,3.9,0.8,0.7,0.3,0.3,2.4,10.4,1,0,-0.9,2008
Brian Scalabrine,BOS,31,39,31,8,12.9,3.5,1.2,2.9,42.1,0.6,1.6,39.3,0.4,0.5,88.9,0.2,1.1,1.3,0.5,0.3,0.2,0.3,1.9,6.7,0,0,2.7,2008
Francisco Elson,MIL,33,59,22,37,16.6,3.4,1.4,2.9,49.1,0.0,0.1,25.0,0.6,0.7,84.6,1.7,2.2,3.9,0.5,0.8,0.6,0.6,2.4,11.7,1,0,-1.1,2008
Mouhamed Sene,NYK,23,6,1,5,4.7,3.3,1.0,1.5,66.7,0.0,0.0,0.0,1.3,1.7,80.0,0.8,1.5,2.3,0.0,0.7,0.2,0.5,0.3,7.5,0,0,0.8,2008
Robert Swift,OKC,23,26,6,20,13.2,3.3,1.4,2.7,52.1,0.0,0.0,0.0,0.5,0.6,75.0,0.8,2.6,3.4,0.3,0.3,0.2,0.7,1.9,10.2,0,0,-1.9,2008
Johan Petro,DEN,23,49,20,29,11.4,3.3,1.5,3.6,41.5,0.0,0.0,0.0,0.3,0.6,55.2,0.9,2.4,3.2,0.3,0.6,0.4,0.3,2.2,9.2,0,0,-3.7,2008
Stromile Swift,PHX,29,19,10,9,9.7,3.3,1.3,2.9,42.9,0.1,0.1,100,0.7,1.4,50.0,0.8,1.6,2.4,0.2,0.8,0.2,0.4,2.1,7.5,1,0,-0.5,2008
Sean Marks,NOH,33,60,36,24,14.0,3.2,1.3,2.8,48.5,0.0,0.2,20.0,0.5,0.7,68.2,1.0,2.1,3.1,0.2,0.6,0.1,0.6,2.0,8.7,0,0,-0.8,2008
Ryan Hollins,DAL,24,45,25,20,9.9,3.2,1.1,2.1,53.2,0.0,0.0,0.0,1.0,1.6,59.7,1.0,1.1,2.2,0.2,0.5,0.2,0.7,1.7,8.1,0,0,0.5,2008
Robin Lopez,PHX,21,60,32,28,10.2,3.2,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.5,0.2,0.7,1.6,7.8,0,0,-1.0,2008
Melvin Ely,NOH,31,31,16,15,12.0,3.1,1.2,3.1,38.9,0.0,0.0,0.0,0.7,1.2,63.9,1.0,1.1,2.1,0.6,0.7,0.1,0.3,1.9,6.8,0,0,-0.9,2008
Etan Thomas,WAS,31,26,4,22,11.8,3.1,1.2,2.5,48.5,0.0,0.0,0.0,0.6,0.9,69.6,1.0,1.6,2.5,0.2,0.7,0.1,0.7,1.3,8.2,0,0,-3.9,2008
Courtney Sims,NYK,25,2,0,2,6.6,3.0,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,0.5,4.9,0,0,0.5,2008
Jerome James,NYK,33,2,1,1,4.9,3.0,1.5,4.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.5,0.5,0.5,1.0,7.3,0,0,0.0,2008
Ben Wallace,CLE,34,56,45,11,23.5,2.9,1.2,2.8,44.5,0.0,0.0,0.0,0.5,1.1,42.2,2.4,4.0,6.5,0.8,0.6,0.9,1.3,1.5,17.9,0,0,7.7,2008
Jamaal Magloire,MIA,31,55,28,27,12.9,2.9,1.2,2.4,49.6,0.0,0.0,0.0,0.5,1.1,48.3,1.5,2.5,4.0,0.4,0.6,0.2,0.5,2.2,9.7,1,0,0.6,2008
Anthony Tolliver,SAS,24,19,14,5,11.0,2.7,1.0,3.4,29.2,0.5,2.2,22.0,0.3,0.5,50.0,0.6,1.5,2.2,0.9,0.4,0.3,0.1,0.8,7.2,0,0,0.3,2008
Nazr Mohammed,CHA,31,39,15,24,8.7,2.7,1.1,2.6,40.6,0.0,0.0,0.0,0.6,1.0,55.0,0.9,1.1,2.0,0.2,0.6,0.1,0.4,1.6,6.4,0,0,-1.2,2008
DJ Mbenga,LAL,28,23,17,6,7.9,2.7,1.2,2.5,47.4,0.0,0.0,0.0,0.3,0.3,87.5,0.4,1.0,1.3,0.4,0.6,0.4,1.0,1.4,8.7,0,0,0.0,2008
Fabricio Oberto,SAS,34,54,37,17,12.5,2.6,1.1,1.9,58.7,0.0,0.0,0.0,0.4,0.6,57.1,1.2,1.4,2.6,1.1,0.7,0.1,0.2,1.8,7.7,0,0,-0.9,2008
Patrick O'Bryant,TOR,23,39,27,12,6.5,2.6,1.2,2.2,53.6,0.0,0.1,0.0,0.3,0.5,55.0,0.3,1.4,1.7,0.3,0.6,0.2,0.5,1.6,6.4,0,0,0.2,2008
Hamed Haddadi,MEM,24,19,8,11,6.3,2.5,0.8,1.6,48.4,0.0,0.0,0.0,0.9,1.6,60.0,0.8,1.6,2.5,0.4,0.5,0.1,0.6,1.1,7.7,0,0,2.6,2008
Sean Williams,NJN,22,33,15,18,11.1,2.4,0.9,2.2,41.7,0.0,0.0,0.0,0.6,1.0,62.5,1.0,1.4,2.4,0.4,0.6,0.2,0.9,2.2,8.6,0,0,-0.6,2008
Kyrylo Fesenko,UTA,22,21,11,10,7.4,2.3,1.0,1.7,58.3,0.0,0.0,0.0,0.3,1.0,33.3,0.7,1.1,1.8,0.2,0.4,0.3,0.7,1.7,7.4,1,0,0.2,2008
DeSagana Diop,CHA,27,75,38,37,13.8,2.3,1.0,2.3,43.3,0.0,0.0,0.0,0.3,0.9,33.3,1.5,2.1,3.6,0.4,0.5,0.4,0.7,1.7,10.2,0,0,-2.0,2008
Alexis Ajinca,CHA,21,31,11,20,5.9,2.3,0.8,2.2,36.2,0.0,0.1,0.0,0.6,0.9,71.4,0.3,0.7,1.0,0.1,0.4,0.2,0.2,1.1,4.4,0,0,0.2,2008
Joel Anthony,MIA,26,65,36,29,16.1,2.2,0.9,1.8,48.3,0.0,0.0,0.0,0.5,0.7,65.2,1.4,1.7,3.0,0.4,0.6,0.3,1.4,2.1,11.1,1,0,-1.3,2008
Calvin Booth,SAC,33,8,2,6,6.9,2.0,0.6,1.3,50.0,0.0,0.0,0.0,0.8,1.0,75.0,0.6,0.8,1.4,0.0,0.1,0.1,0.3,1.3,4.7,0,0,-2.8,2008
Chris Mihm,LAL,29,18,17,1,5.8,2.0,0.8,2.2,37.5,0.0,0.0,0.0,0.3,0.4,85.7,0.8,1.1,1.9,0.6,0.6,0.1,0.3,1.3,5.7,0,0,-2.4,2008
Dwayne Jones,CHA,26,6,2,4,8.7,2.0,0.7,1.2,57.1,0.0,0.0,0.0,0.7,1.0,66.7,1.0,1.0,2.0,0.0,0.7,0.0,0.2,1.0,4.2,0,0,0.3,2008
Steven Hill,OKC,23,1,0,1,2.4,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.6,0,0,5.0,2008
Theo Ratliff,PHI,36,46,23,23,12.6,1.9,0.7,1.4,53.1,0.0,0.0,0.0,0.5,0.8,60.0,1.0,1.8,2.8,0.2,0.3,0.4,1.0,1.7,9.4,0,0,-0.7,2008
Jason Collins,MIN,30,31,6,25,13.6,1.8,0.7,2.3,31.4,0.0,0.0,0.0,0.4,0.9,46.4,0.9,1.4,2.3,0.4,0.4,0.3,0.4,2.4,6.8,0,0,-5.9,2008
Dikembe Mutombo,HOU,43,9,6,3,10.7,1.8,0.6,1.4,38.5,0.0,0.0,0.0,0.7,1.0,66.7,1.3,2.3,3.7,0.0,0.7,0.0,1.2,1.2,9.2,1,0,0.0,2008
Adonal Foyle,ORL,34,10,6,4,6.2,1.7,0.7,1.1,63.6,0.0,0.0,0.0,0.3,0.6,50.0,0.9,1.7,2.6,0.1,0.3,0.0,0.8,0.5,7.1,0,0,-1.0,2008
Eddy Curry,NYK,26,3,0,3,3.9,1.7,0.7,0.7,100,0.0,0.0,0.0,0.3,1.0,33.3,0.0,1.3,1.3,0.0,0.7,0.0,0.0,1.7,2.6,0,0,-4.7,2008
Jarron Collins,UTA,30,26,16,10,7.7,1.5,0.6,1.3,45.7,0.0,0.0,0.0,0.3,0.4,72.7,0.8,0.7,1.4,0.3,0.3,0.1,0.0,1.3,3.7,0,0,-0.9,2008
Lorenzen Wright,CLE,33,17,13,4,7.3,1.4,0.6,1.6,37.0,0.0,0.0,0.0,0.2,0.5,37.5,0.4,1.1,1.5,0.2,0.5,0.2,0.3,1.0,4.4,0,0,0.2,2008
Jake Voskuhl,TOR,31,38,17,21,6.3,0.9,0.3,1.2,26.7,0.0,0.0,0.0,0.3,0.4,78.6,0.6,1.0,1.6,0.2,0.4,0.1,0.1,1.6,3.2,0,0,-0.1,2008
Cheikh Samb,NYK,24,18,8,10,4.6,0.8,0.3,1.8,18.8,0.0,0.2,0.0,0.2,0.4,42.9,0.6,0.8,1.3,0.1,0.2,0.2,0.6,0.4,4.5,0,0,0.0,2008
Randolph Morris,ATL,23,23,11,12,3.8,0.8,0.3,0.7,41.2,0.0,0.0,0.0,0.2,0.2,100,0.2,0.7,0.9,0.1,0.3,0.1,0.0,1.1,2.0,0,0,0.6,2008
Michael Ruffin,POR,32,11,9,2,3.2,0.5,0.2,0.6,28.6,0.0,0.0,0.0,0.2,0.2,100,0.5,0.5,1.0,0.0,0.2,0.3,0.1,0.6,2.7,0,0,-0.9,2008
Amar'e Stoudemire,PHX,25,79,53,26,33.9,25.2,9.0,15.3,59.0,0.1,0.4,16.1,7.0,8.7,80.5,2.3,6.8,9.1,1.5,2.2,0.8,2.1,3.7,44.8,36,0,5.3,2007
Yao Ming,HOU,27,55,36,19,37.2,22.0,7.9,15.5,50.7,0.0,0.0,0.0,6.3,7.4,85.0,3.1,7.7,10.8,2.3,3.3,0.5,2.0,3.1,42.6,33,0,3.5,2007
Al Jefferson,MIN,23,82,22,60,35.6,21.0,8.8,17.6,50.0,0.0,0.1,0.0,3.5,4.8,72.1,3.8,7.4,11.1,1.4,2.0,0.9,1.5,2.7,41.5,55,0,-6.7,2007
Dwight Howard,ORL,22,82,52,30,37.7,20.7,7.1,11.9,59.9,0.0,0.0,0.0,6.5,10.9,59.0,3.4,10.8,14.2,1.3,3.2,0.9,2.1,3.3,45.6,69,0,5.9,2007
Tim Duncan,SAS,32,78,54,24,34.0,19.3,7.5,15.1,49.7,0.0,0.1,0.0,4.3,5.9,73.0,3.0,8.3,11.3,2.8,2.3,0.7,1.9,2.4,42.8,53,0,5.4,2007
Pau Gasol,LAL,27,66,32,34,35.6,18.9,7.2,13.5,53.4,0.1,0.2,25.0,4.4,5.5,80.7,2.3,6.0,8.4,3.2,1.9,0.5,1.5,2.1,37.7,26,0,3.3,2007
LaMarcus Aldridge,POR,22,76,35,41,34.9,17.8,7.4,15.3,48.4,0.0,0.1,14.3,3.0,3.9,76.2,2.9,4.7,7.6,1.6,1.7,0.7,1.2,3.2,33.5,19,0,-0.2,2007
Chris Kaman,LAC,26,56,20,36,37.2,15.7,6.0,12.5,48.3,0.0,0.1,0.0,3.6,4.7,76.2,3.1,9.6,12.7,1.9,2.9,0.6,2.8,3.2,40.9,36,0,-3.3,2007
Mehmet Okur,UTA,29,72,50,22,33.2,14.5,5.2,11.7,44.5,1.6,4.1,38.8,2.6,3.2,80.4,1.8,5.9,7.7,2.0,1.4,0.8,0.4,3.3,28.9,23,0,4.7,2007
Andrew Bogut,MIL,23,78,26,52,34.9,14.3,6.0,11.7,51.1,0.0,0.1,0.0,2.4,4.1,58.7,3.1,6.6,9.8,2.6,2.2,0.8,1.7,3.3,35.4,38,0,-4.5,2007
Zydrunas Ilgauskas,CLE,33,73,41,32,30.4,14.1,5.7,12.0,47.4,0.0,0.0,0.0,2.7,3.3,80.2,3.6,5.7,9.3,1.4,1.8,0.5,1.6,3.4,31.9,29,0,0.8,2007
Emeka Okafor,CHA,25,82,32,50,33.1,13.8,5.6,10.5,53.5,0.0,0.0,0.0,2.6,4.6,57.0,3.1,7.6,10.7,0.9,2.0,0.8,1.7,2.9,33.2,39,0,-3.1,2007
Shaquille O'Neal,PHX,36,61,25,36,28.7,13.6,5.4,9.1,59.3,0.0,0.0,0.0,2.8,5.5,50.3,2.7,6.4,9.1,1.5,3.0,0.5,1.4,3.7,29.8,21,0,0.1,2007
Al Harrington,GSW,28,81,48,33,27.0,13.6,5.0,11.4,43.4,1.9,5.0,37.5,1.8,2.3,77.4,1.3,4.1,5.4,1.6,1.1,0.9,0.2,3.3,24.8,7,0,1.9,2007
Jermaine O'Neal,IND,29,42,19,23,28.7,13.6,5.4,12.2,43.9,0.0,0.1,0.0,2.9,3.9,74.2,2.0,4.8,6.7,2.2,2.5,0.5,2.1,3.1,30.1,7,0,-1.2,2007
Brad Miller,SAC,32,72,35,37,34.9,13.4,4.7,10.1,46.3,0.4,1.3,31.1,3.6,4.3,84.8,2.3,7.1,9.5,3.7,2.3,1.0,1.0,3.4,33.9,29,0,1.2,2007
Eddy Curry,NYK,25,59,17,42,25.9,13.2,5.0,9.2,54.6,0.0,0.0,0.0,3.2,5.1,62.3,1.9,2.8,4.7,0.5,2.1,0.2,0.5,2.7,19.7,2,0,-6.9,2007
Andrew Bynum,LAL,20,35,24,11,28.8,13.1,5.4,8.5,63.6,0.0,0.0,0.0,2.3,3.4,69.5,3.0,7.2,10.2,1.7,1.5,0.3,2.1,2.8,33.7,18,0,6.8,2007
Rasheed Wallace,DET,33,77,55,22,30.5,12.7,4.9,11.3,43.2,1.5,4.1,35.6,1.5,1.9,76.7,1.1,5.5,6.6,1.8,1.1,1.2,1.7,2.8,30.8,10,0,5.8,2007
Troy Murphy,IND,28,75,33,42,28.1,12.2,4.2,9.2,45.5,1.3,3.1,39.8,2.6,3.2,79.7,1.4,5.8,7.2,2.2,1.3,0.7,0.4,2.9,26.2,10,0,-0.8,2007
Tyson Chandler,NOH,25,79,54,25,35.2,11.8,4.8,7.7,62.3,0.0,0.0,0.0,2.2,3.7,59.3,4.1,7.7,11.7,1.0,1.7,0.6,1.1,3.1,30.6,38,0,5.4,2007
Brendan Haywood,WAS,28,80,41,39,27.8,10.6,4.0,7.5,52.8,0.0,0.0,0.0,2.7,3.7,73.5,3.4,3.8,7.2,0.9,1.4,0.4,1.7,2.7,25.4,16,0,1.1,2007
Samuel Dalembert,PHI,28,82,40,42,33.2,10.5,4.1,8.1,51.3,0.0,0.0,0.0,2.3,3.2,70.7,3.7,6.6,10.4,0.5,1.9,0.5,2.3,3.3,30.4,26,0,0.1,2007
Andris Biedrins,GSW,22,76,44,32,27.3,10.5,4.5,7.1,62.6,0.0,0.0,0.0,1.5,2.5,62.0,3.4,6.4,9.8,1.0,1.1,0.7,1.2,3.4,28.5,27,0,2.7,2007
Luis Scola,HOU,28,82,55,27,24.7,10.3,4.2,8.2,51.5,0.0,0.0,0.0,1.9,2.9,66.8,2.1,4.3,6.4,1.3,1.3,0.7,0.2,2.9,21.6,10,0,2.0,2007
Andrea Bargnani,TOR,22,78,39,39,23.9,10.2,3.6,9.3,38.6,1.2,3.3,34.5,1.8,2.2,84.0,0.6,3.1,3.7,1.1,1.1,0.3,0.5,2.7,17.5,1,0,1.6,2007
Al Horford,ATL,22,81,37,44,31.4,10.1,4.1,8.2,49.9,0.0,0.1,0.0,1.9,2.6,73.1,3.1,6.6,9.7,1.5,1.7,0.7,0.9,3.3,27.4,25,0,-1.4,2007
Joe Smith,CLE,32,77,34,43,22.4,10.1,4.1,8.5,47.8,0.0,0.0,0.0,2.0,2.6,75.5,2.1,3.1,5.2,0.9,0.9,0.4,0.6,2.4,19.9,6,0,-0.3,2007
Nick Collison,SEA,27,78,19,59,28.5,9.8,4.1,8.2,50.2,0.0,0.0,0.0,1.6,2.1,73.7,3.3,6.1,9.4,1.4,1.5,0.6,0.8,3.2,25.8,23,0,-4.6,2007
Craig Smith,MIN,24,77,18,59,20.1,9.4,3.9,6.9,56.3,0.0,0.1,0.0,1.7,2.6,66.5,1.6,3.0,4.6,0.8,1.2,0.5,0.2,2.8,17.0,1,0,-3.0,2007
Marcus Camby,DEN,34,79,48,31,34.9,9.1,3.6,8.0,45.0,0.1,0.3,30.0,1.8,2.6,70.8,2.9,10.2,13.1,3.3,1.5,1.1,3.6,2.7,42.4,30,2,2.9,2007
Boris Diaw,PHX,26,82,55,27,28.1,8.8,3.8,7.9,47.7,0.2,0.5,31.7,1.2,1.6,74.4,1.2,3.4,4.6,3.9,1.9,0.7,0.5,2.0,21.9,4,0,2.0,2007
Mikki Moore,SAC,32,82,38,44,29.1,8.5,3.4,6.0,57.7,0.0,0.0,0.0,1.6,2.2,73.6,2.0,4.1,6.0,1.0,1.3,0.4,0.6,3.8,18.9,6,0,-1.3,2007
Mark Blount,MIA,32,69,11,58,22.3,8.4,3.4,7.5,46.2,0.2,0.6,38.6,1.3,2.0,63.8,1.0,2.8,3.8,0.6,1.0,0.5,0.5,1.9,15.8,3,0,-4.7,2007
Josh Boone,NJN,23,70,29,41,25.3,8.2,3.4,6.2,54.8,0.0,0.0,0.0,1.4,3.1,45.6,2.7,4.5,7.3,0.8,1.0,0.5,0.9,2.2,21.3,13,0,-2.2,2007
Paul Millsap,UTA,23,82,54,28,20.8,8.1,3.1,6.1,50.4,0.0,0.0,0.0,1.9,2.8,67.7,2.0,3.6,5.6,1.0,1.1,0.9,0.9,3.3,20.5,4,0,2.7,2007
Nazr Mohammed,CHA,30,82,39,43,20.1,7.8,3.3,6.4,51.5,0.0,0.0,0.0,1.2,2.0,58.3,2.4,3.7,6.0,0.9,1.2,0.5,0.7,2.8,18.9,11,0,-2.6,2007
Rasho Nesterovic,TOR,32,71,35,36,20.9,7.8,3.6,6.6,55.0,0.0,0.0,33.3,0.5,0.7,75.5,1.8,3.0,4.8,1.2,0.8,0.3,0.7,1.9,17.5,5,0,0.8,2007
Darko Milicic,MEM,23,70,19,51,23.8,7.2,3.1,7.1,43.8,0.0,0.0,0.0,1.0,1.7,55.4,1.8,4.2,6.1,0.8,1.4,0.5,1.6,2.6,20.5,11,0,-4.2,2007
Earl Barron,MIA,26,46,8,38,19.3,7.1,2.9,7.1,40.4,0.0,0.3,7.7,1.3,1.9,70.1,1.5,2.8,4.3,0.6,1.0,0.4,0.2,2.5,13.9,0,0,-4.6,2007
Kendrick Perkins,BOS,23,78,62,16,24.5,6.9,2.7,4.5,61.5,0.0,0.0,0.0,1.5,2.3,62.3,1.9,4.2,6.1,1.1,1.6,0.4,1.5,3.1,19.8,5,0,6.4,2007
Channing Frye,POR,25,78,40,38,17.2,6.8,2.8,5.8,48.8,0.0,0.1,30.0,1.1,1.4,78.0,1.4,3.2,4.5,0.7,0.7,0.4,0.3,2.7,14.8,3,0,0.6,2007
Anderson Varejao,CLE,25,48,28,20,27.5,6.7,2.8,6.1,46.1,0.0,0.0,0.0,1.0,1.7,59.8,2.8,5.5,8.3,1.1,1.2,0.8,0.5,2.8,21.0,6,0,1.6,2007
Nenad Krstic,NJN,24,45,17,28,18.0,6.6,2.7,6.7,41.0,0.0,0.0,0.0,1.2,1.5,75.4,0.8,3.7,4.4,0.6,0.9,0.2,0.4,2.5,13.7,3,0,-1.8,2007
Ronny Turiaf,LAL,25,78,53,25,18.7,6.6,2.4,5.1,47.4,0.0,0.0,0.0,1.8,2.4,75.3,1.2,2.7,3.9,1.6,0.9,0.4,1.4,2.6,18.1,0,0,1.7,2007
Joakim Noah,CHI,23,74,31,43,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,1.2,0.9,0.9,2.3,19.2,8,0,-0.4,2007
Jeff Foster,IND,31,77,34,43,24.5,6.4,2.7,4.8,55.0,0.0,0.0,0.0,1.1,1.9,59.3,3.4,5.2,8.7,1.7,0.8,0.7,0.4,2.9,22.0,10,0,-0.5,2007
Kurt Thomas,SAS,35,70,32,38,22.6,6.3,2.8,5.7,49.2,0.0,0.0,0.0,0.8,1.1,66.3,1.9,5.4,7.2,1.0,0.7,0.8,0.8,2.7,20.6,4,0,-1.0,2007
Stromile Swift,NJN,28,56,20,36,15.1,6.1,2.4,4.7,50.9,0.0,0.0,0.0,1.3,1.9,67.0,1.1,2.4,3.6,0.5,0.9,0.3,1.0,2.0,13.9,1,0,-1.4,2007
Erick Dampier,DAL,32,72,44,28,24.4,6.1,2.5,3.8,64.3,0.0,0.0,0.0,1.2,2.0,57.5,2.9,4.6,7.5,0.9,1.1,0.3,1.5,3.1,20.7,6,0,2.3,2007
